登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
086法登他000011,1,2,吳永崑,332,0860127,0860127,0860128,6冊185頁,2,5,董事長,財團法人烏林國民小學教育發展基金會,0821214,高雄縣仁武鄉烏林村林森巷23號,協助烏林國小改善環境、發展校務獎勵教師進修、促進學生敦品勵學,捐助,高雄縣政府八十二年十一月二十二日八二府教社字第一九八三四四號,永久,2000000.00,1,0860127,0870319,,,,,,,
086法登他000012,1,2,吳永崑,49,0860204,0860217,0860217,2冊23頁,1,9,董事長,財團法人私立正修工商專科學校,0541012,高雄縣鳥松鄉鳥松村澄清路八四Ｏ號,為供應私立正修工商專科學校所需之一切設備及經費,基金伍佰貳拾肆萬元、由創辦人鄭駿源、康智舜先生捐助,教育部五十四年九月二十五日台五四高字第一四九九九號,永久,1294943139.50,1,0860217,0870319,,,,,,,
086法登他000013,1,2,吳永崑,16,0860205,0860205,0860205,1冊19頁,2,12,陳田植,財團法人私立高雄醫學院,0490714,高雄市三民區十全一路一００號,以創辦私立高雄醫學院並謀其發展。,捐助,教育部四十五年七月三十一日,永久,5749441712.00,1,0860212,0870319,,,,,,,
086法登他000014,1,2,吳永崑,17,0860211,0850213,0850213,1冊21頁,2,10,洪周金女,財團法人台灣省高雄縣私立中山高級工商職業學校,0490826,高雄縣大寮鄉正氣路79號,"創辦私立中山高級工商職業學校，藉以永久紀念  國父中山先生，並協助政府授與青年生產知識與技能，以養成從事職業之能力及目的。",捐助,台灣省政府教育廳中華民國四十六年九月二十一日,永久,181668515.00,1,0860217,0860221,0860221,,,,,,
086法登他000015,1,2,吳永崑,252,0860213,0860220,0860220,5冊56頁,2,3,董事長,財團法人高雄成大校友文教基金會,0800909,高雄市三民區鼎和街三十四號,一、學術研究之奬助。二、特殊人才出國研究之奬助。三、專題研究之奬助。四、成功大學師生研究計劃及奬助學金之設置。五、其他有關文化事業之奬助。,捐助,高雄縣政府八十年八月十七日八十府教社字第一一七九四三號，85年7月4日改隸高雄市政府教育局,永久,6000000.00,1,0860220,0870319,,,,,,,
086法登他000016,1,2,吳永崑,290,0860213,0860213,0860217,6冊17頁,2,4,董事長,財團法人高雄縣立蚵寮國民小學教育發展基金會,0820118,高雄縣梓官鄉澧蚵村光明路177號,一、協助政府推展本校建設。二、舉辦全校性或接受政府委託辦理之各項教育活動。三、發行或出版教育專刊及教育學術著作。四、奬勵各種教育文化體育活動。五、奬勵清寒績優學生。六、其他教育建設有關事項。,捐助及高雄縣政府補助,高雄縣政府中華民國八十一年十二月三十一日,永久,6000000.00,1,0860217,0860224,0860224,,,,,,
086法登他000017,1,2,吳永崑,169,0860219,0860219,0820220,4冊63頁,1,2,董事長,財團法人考潭天后宮晹善堂文教館基金會,0760326,高雄縣仁武鄉考潭村西一巷十七號,"一、提供書、報暨場所、使社會青年及學子有良好研讀環境                二、宏揚倫理道德、促進社會安定",捐助,高雄縣政府民國七十六年三月十九日,永久,6950000.00,1,0860219,0870319,,,,,,,
086法登他000018,1,2,吳永崑,45,0860222,0850221,0860226,2冊19頁,2,6,董事長,財團法人台灣省高雄縣私立普門高級中學,0531020,高雄縣大樹鄉興田路一五三號,以創辦普門中學並謀其發展為目的,捐獻,台灣省政府教育廳五十二年八月三十日,永久,88287387.00,1,0850222,0870319,,,,,,,
086法登他000019,1,2,吳永崑,157,0860227,0860227,0860227,4冊51頁,1,4,董事長,財團法人高雄企銀文教公益基金會,0741106,高雄市中正四路八十七號,促進高雄、屏東及澎湖地區文化生活水準之提高，擬經由文化、教育、公益等工作或事業之舉辦及奬助、致力此一宗旨之達成。,捐助,教育部七十四年十一月一日,永久,10000000.00,1,0860227,0870319,,,,,,,
086法登他000020,1,2,吳永崑,206,0860304,0860304,0860304,5冊10頁,2,2,董事長,財團法人高雄市私立佛教淨覺育幼院,0780616,高雄市三民區正忠路四五三號,本院遵照行政院公佈私立救助設施規定、為社會收養孤兒棄櫻以發揚佛教慈悲晉濟、服務社會之精神為目的。,捐助,高雄市政府社會局七十八年六月二日,永久,16515333.00,1,0860304,0861023,,,,,,,
086法登他000021,1,2,吳永崑,384,0860310,0860311,0860311,7冊187頁,1,1,陳文瑞,財團法人國立高雄師範大學教育學術基金會,0831128,高雄市和平一路一一六號,本會以協助校務發展、提昇學術水準、改善教學環境為宗旨。,捐助,教育部中華民國八十三年十一月十五日台八三社字第０六一三一號,永久,13101750.00,1,0860311,0870319,,,,,,,
086法登他000022,1,2,吳永崑,447,0860310,0860311,0860311,9冊33頁,,16,董事長,財團法人西子灣文教基金會,0850930,高雄市左營區至真路二十五號,發展大學教育，鼓勵學術研究，促進社區發展。,捐助,高雄市政府教育局八十五年九月二十五日高市教四字第二九六九一號,永久,5000000.00,1,0860311,0870319,,,,,,,
086法登他000023,1,2,吳永崑,74,0860311,0860317,0860317,3冊18頁,2,9,林建泉,財團法人台灣省高雄縣私立立德高級商工職業學校,0591029,高雄縣岡山鎮岡山北路六號,為遵照國家教育政策暨現行教育法令之規定，辦理高級商工職業學校，並謀其健全發展。,捐助,台灣省政府教育廳五十六年一月十九日教三字第八七九二０號,永久,146117150.00,1,0860317,0870319,,,,,,,
086法登他000024,1,2,吳永崑,269,0860311,0860327,0860327,5冊73頁,2,3,潘義,財團法人高雄縣後備軍人獎學基金會,0810508,高雄縣鳳山市和平路一０二號,以服務高雄縣地區之後備軍人及後備軍人子女，鼓勵其努力向學為宗旨。,捐助,高雄縣政府教育局八十三年十月十一日八三府教社字第一七四七四三,永久,2743191.00,1,0860327,0870319,,,,,,,
086法登他000026,1,2,吳永崑,380,0860313,0860313,0860313,7冊173頁,1,3,馮碧華,財團法人心路文教基金會,0830929,"台北市吉林路三六四號四樓     分事務所：高雄市中山橫路42號",以推廣特殊教育及保障心智障礙者的權益為宗旨。,捐助,教育部七十六年十一月二十日台七六社字第五六三一八號,永久,30300000.00,1,0860313,0860509,,,,,,,
086法登他000027,1,2,吳永崑,9,0860321,0860322,0860324,1冊10頁,1,4,沈鳳岐,財團法人高雄基督徒七賢路禮拜堂,0460531,高雄市新興區七賢一路467號,廣傳耶穌基督福音、使信徒獲得靈性的長進并推動社會慈善福利等公益事務為目的。,捐助,高雄市政府民政局四十六年一月十五日,永久,39456919.00,1,0860322,0860509,,,,,,,
086法登他000028,1,2,吳永崑,212,0860325,0860325,0860325,5冊16頁,2,3,董事長,財團法人高醫藥學文教基金會,,高雄市三民區十全一路一ＯＯ號私立高雄醫學院,本會以致力文教事業服務社會為宗旨。,捐助,教育部七十八年四月二十一日,永久,2000000.00,1,0860325,0860509,,,,,,,
086法登他000029,1,2,吳永崑,119,0860325,0860416,0860416,4冊14頁,1,,呂惠美,財團法人高雄市私立中華高級藝術職業學校,0641126,高雄市中華一路二二Ｏ四號,創辦高雄市私立中華高級藝術職業學校並謀其發展為目的。,創辦人呂福成捐助,臺灣省政府教育廳民國六十四年五月十四日,永久,98740124.00,1,0860416,0860509,,,,,,,
086法登他000030,1,2,吳永崑,142,0860325,0860326,0860327,4冊36頁,2,2,董事長,財團法人高雄縣鳳山市雷府大將公廟,0710824,高雄縣鳳山市五甲一路七三二號,"一、宣揚道教教義擴充道教基礎廣布善道濟世救眾。                      二、舉辦育英及其他社會有益事業促進社會福利。",捐助,高雄縣政府六十七年十二月八日府民衍字第一一０一六九號,永久,300000.00,1,0860326,0860509,,,捐助章程變更要旨：法人名稱變更、解散財產之處理,,,,
086法登他000031,1,2,吳永崑,385,0860325,0860331,0860331,7冊191頁,1,2,董事長,財團法人福康文教基金會,0831215,高雄市五福三路二十一號十樓,為落實中國文化傳承追求卓越品質及關懷社會脈動為宗旨。,捐助,高雄市政府教育局中華民國八十三年十二月十三日,永久,20000000.00,1,0860331,0860509,,,,,,,
086法登他000033,1,2,吳永崑,338,0860326,0860327,0860327,7冊5頁,2,2,蔡正松,財團法人高雄縣立旗山國民中學教育發展基金會,0821228,高雄縣旗山鎮大德里中學路四十二號,"以協助學校改善環境、發展校務、獎勵教師研究進修、促進學生敦品        勵學、進而提升社會文化、發揚倫理道德、促進社會和諧。",捐助及高雄縣政府補助,八十二年十一月十八日高雄縣政府八二府教社字第二Ｏ四六八九號,永久,2000000.00,1,0860327,0860509,,,,,,,
086法登他000034,1,2,吳永崑,82,0860328,0860328,0860328,3冊26頁,2,2,董事長,財團法人高雄市中國基督教長老會青島村教會,0600721,高雄市小港區飛機路三五二號,以篤信聖經長老會基本信條闡揚基督真理傳播十字架寶血救恩、並創辦幼稚園等社會慈善公益事業為宗旨,捐助,五十九年十二月七日台灣省高雄縣政府高市民政三字第一四四八四號,永久,1440000.00,1,0860328,0860509,,,,,,,
086法登他000035,1,2,吳永崑,68,0860328,0860331,0860331,3冊12頁,2,7,"蘇 春 茂",財團法人台灣省高雄縣私立高英高級工商職業學校,0581008,高雄縣大寮鄉鳳林三路十九巷四十四號,遵照國家教育政策暨現行教育法令之規定，辦理職業教育，並謀其健全發展。,捐助,台灣省政府教育廳五十八年七月二十五日教三字第０八七九九號,永久,96092478.00,1,0860331,0860509,,,,,,,
086法登他000037,1,2,吳永崑,236,0860407,0860407,0860407,5冊40頁,2,4,董事長,財團法人空軍機械學校校友文教基金會,0790730,高雄縣岡山鎮自強乙路29號,以溝通國是觀念，加強航機研究。,捐助,教育部七十九年七月十二日台七十九社三三一三二號,永久,1000000.00,1,0860407,0860509,,,,,,,
086法登他000038,1,2,吳永崑,325,0860411,0860411,0860411,6冊157頁,2,2,董事長,財團法人淨心文教基金會,0820927,高雄市苓雅區民權一路五十九號五樓C室,本會以弘揚佛陀精神，推廣人間淨土為宗旨。,捐助,"八十二年九月九日高雄市政府教育局    高市教育四字第二五Ｏ二三號",永久,5000000.00,1,0860411,0860509,,,,,,,
086法登他000039,1,2,吳永崑,19,0860411,0860411,0860411,1冊25頁,2,10,周振瑞,財團法人高雄佛教堂,0491227,高雄市苓雅區成功一路二五三號,宣揚教義、改善習俗、淨化民心及興辦公益慈善事業並謀其健全發展。,捐助,高雄市政府中華民國四十九年十一月三十日,永久,77171870.00,1,0860411,0860509,,,,,,,
086法登他000040,1,2,吳永崑,131,0860412,0860412,0860412,4冊26頁,1,,董事長,財團法人高雄市基督教青年會,0671228,高雄市苓雅區英明路一六六號,"發揚基督精神、改善青少年生活、培養完全人格、增進德、智、體、        群四育之發展、建立美滿社會為目的。",捐助,六十七年一月三十一日高雄市政府,永久,2506000.00,1,0860412,0860509,,,,,,,
086法登他000041,1,2,吳永崑,203,0860414,0860414,0860415,5冊7頁,2,4,董事長,財團法人慈仁文教基金會,0780517,高雄市鼓山區元亨街七號,以發揚佛教教義、興辦文化教育及慈善事業為目的,由劉雄個人捐助,教育部七十七年四月十二日,永久,3000000.00,1,0860414,0860509,,,,,,,
086法登他000042,1,2,吳永崑,166,0860416,0860416,0860416,4冊60頁,1,2,董事長,財團法人陳中和翁慈善基金會,0760207,高雄市苓雅區苓東路14號,本會以舉辦捐助慈善公益及獎助事業為宗旨。,捐助,高雄市政府社會局七十六年一月五日,永久,601522179.00,1,0860423,0860509,,,,,,,
086法登他000043,1,2,吳永崑,22,0860417,0860423,0860423,1冊29頁,1,2,"王 啟 文",財團法人中華民國紅十字會高雄市分會附設高雄市私立紅十字育幼中心,0501002,高雄市鼓山區登山街二十八號,舉辦兒童福利慈善事業為宗旨。,捐助,高雄市政府社會局中華民五十年九月十三日,永久,1568750.00,1,0860423,0860509,,,,,,,
086法登他000045,1,2,吳永崑,104,0860421,0860430,0860430,4冊1頁,2,3,鍾炳堂,財團法人臺灣省高雄縣私立高美高級護理工業職業學校,0620905,高雄縣美濃鎮成功路三０九號,協助政府發展教育培養工商技術人才，助於國家經濟建設。,捐助,台灣省政府教育廳中華民國五十七年八月三十日,永久,39524577.00,1,0860430,0860509,,,,,,,
086法登他000046,1,2,吳永崑,62,0860430,0860508,0860508,3冊6頁,2,7,張哲儒,財團法人高雄市河北同鄉會,0570618,高雄市鹽埕區建國四路二二四號,以保管財產、聯絡同鄉情感敦睦宗誼、發輝互助精神謀宗族之團結，辦鄉親之祭祀及舉辦獎學金等項，並協助政府舉辦公益事業，共謀社會福利。,捐助,中華民國五十五年十二月五日,永久,5676300.00,1,0860508,0860509,,,,,,,
086法登他000047,1,2,吳永崑,168,0860501,0860514,0860514,4冊62頁,2,6,董事長,財團法人高雄縣文化基金會,0760309,高雄縣岡山鎮岡山南路四二號,辦理藝文活動推展文化建設、促進文化藝術交流、提昇國民生活品質,捐助,高雄縣政府七十六年二月六日府教社字第一二一二四號,永久,117745949.00,1,0860501,0860509,,,,,,,
086法登他000048,1,2,吳永崑,234,0860501,0840415,0840415,5冊38頁,2,4,董事長,財團法人空軍通信電子學校校友文教基金會,0790723,高雄縣岡山鎮介壽西路一號,"溝通國是觀念，團結向心，擁護國家政策，並倡導太空與地面通信電        子、資訊、氣象工程管理運用等教育之品質。",捐助,七十九年六月二十八日教育部,永久,1000000.00,1,0860501,0860509,,,,,,,
086法登他000049,1,2,吳永崑,347,0860502,0860508,0860508,7冊41頁,2,2,董事長,財團法人高雄縣登發國民小學教育發展基金會,0830308,高雄縣仁武鄉灣內村仁忠路一九一號,本會以提升登發國民小學教育品質為宗旨。,捐助及高雄縣政府補助,八十三年二月五日高雄縣政府八三府教社字第一六七六九號,永久,2000000.00,1,0860508,0860509,,,,,,,
086法登他000052,1,2,吳永崑,247,0860509,0860509,0860509,5冊51頁,1,2,董事長,財團法人陳啟川先生文教基金會,0800503,高雄市苓雅區和平一路87號12樓,舉辦及獎勵文化、教育事業。,由陳啟川先生及其子女暨陳啟琛先生、社會人士捐助,八十年四月十五日教育部八十社字第一七一九０號　　,永久,127694223.00,1,0860509,0860509,,,,,,,
086法登他000053,1,2,吳永崑,153,0860512,0860527,0860527,4冊47頁,2,5,董事長,財團法人王振生翁文教慈善基金會,0740710,高雄市新興區復興一路五十七號十二樓,"本會係王天賞先生為紀念其先父王振生翁捐助設立，經由各項公益事        業之舉辦及獎助，致力文化水準之提高。",捐助,教育部七十四年六月十三日,永久,20795818.00,1,0860527,0860509,,,,,,,
086法登他000054,1,2,吳永崑,332,0860513,0860513,0860513,6冊185頁,1,5,董事長,財團法人烏林國民小學教育發展基金會,0821214,高雄縣仁武鄉烏林村林森巷23號,協助烏林國小改善環境、發展校務獎勵教師進修、促進學生敦品勵學,捐助,高雄縣政府八十二年十一月二十二日八二府教社字第一九八三四四號,永久,2000000.00,1,0860513,0860509,,,,,,,
086法登他000055,1,2,吳永崑,196,0860513,0860602,0860602,4冊90頁,1,2,董事長,財團法人全國技術服務社,0780220,高雄市前鎮區新衙路二八八之八號六樓之一,發展電信、資訊、土木與電信、資訊、土木有關技術,捐助,交通部中華民國七十七年十二月十三日,永久,3000000.00,1,0860602,0860509,,,,,,,
086法登他000056,1,2,吳永崑,161,0860513,0860521,0860521,4冊55頁,2,2,董事長,財團法人鳳山市文衡殿,0750508,高雄縣鳳山市文殿街二號,宣揚道教教義、勸人向善、辦理社會慈善福利事業。,捐助,高雄縣政府七十五年四月十七日,永久,2000000.00,1,0860521,0860509,,,,,,,
086法登他000057,1,2,吳永崑,77,0860515,0841018,0841018,3冊21頁,1,8,董事長,財團法人台灣省高雄縣私立高旗高級工業家事職業學校,0600622,高雄縣鳳山市鳳仁路九十號,以創辦台灣省高雄縣私立高旗高級工業家事職業學校並謀其發展為目的。,捐助,台灣省政府教育廳五十九年八月十九日教三字第五九七八六號,永久,142637954.00,1,0860521,0860509,,,,,,,
086法登他000058,1,2,吳永崑,59,0860515,0860624,0860624,3冊1頁,2,9,"陳 義 秋",財團法人台灣省高雄縣私立樂育高級中學,0560923,高雄縣大寮鄉後庒村一號,扶助發展高雄縣私立樂育高級中學之經濟而設立。,捐助,台灣省政府教育廳中華民國五十六年六月五日,永久,129336951.90,1,0860624,0860509,,,（併入86法登他73）,,,,
086法登他000059,1,2,吳永崑,325,0860516,0860516,0860516,6冊157頁,1,2,董事長,財團法人淨心文教基金會,0820927,高雄市鼓山區九如四路1022號4樓,本會以弘揚佛陀精神，推廣人間淨土為宗旨。,捐助,"八十二年九月九日高雄市政府教育局    高市教育四字第二五Ｏ二三號",永久,5000000.00,1,0860516,0860509,,,,,,,
086法登他000060,1,2,吳永崑,163,0860516,0860520,0860520,4冊57頁,2,4,董事長,財團法人洪四川文教基金會,0751115,高雄市新興區中正三路六十一號十二樓,培養優秀人才、獎勵文教公益。,由洪四川、洪賴金珠等捐助,高雄市政府教育局七十五年十月十三日,永久,13336531.00,1,0860520,0860509,,,章程變更要旨：董事由9人變更為15人,,,,
086法登他000062,1,2,吳永崑,349,0860521,0860521,0860521,7冊49頁,1,2,黃金柱,財團法人佛寺文教基金會,0830314,高雄市鼓山區鼓山三路五一巷五九號,興辦或捐助文化、教育事業為宗旨。,捐助,教育部八十三年二月十六日台八三社字第ＯＯ七八四三號,永久,32366298.00,1,0860521,0860509,,,,,,,
086法登他000063,1,2,吳永崑,408,0860523,0860602,0860602,8冊81頁,1,1,董事長,財團法人亞太綜合研究院,0840804,高雄市民權二路八號二十五樓,本院設立之目的在促進臺灣地區之人文、社會、財經、醫療及科技等之綜合發展。以建立公平有秩序之經濟法制，並加速協助亞太地區之發展及交流。,捐助,教育部。中華民國八十四年七月七日台（八十四）高０三二三一二號函同意設立。,永久,70000000.00,1,0860602,0860509,,,,,,,
086法登他000065,1,2,吳永崑,307,0860527,0860527,0860527,6冊85頁,2,2,董事長,財團法人高雄市基督教社會互談會,0820603,高雄市新興區林森一路二四二號九樓九Ｏ二室,本基督愛人之精神，在高雄市傳揚基督教義，辦理社會公益慈善教育事業。,捐助,"八十二年五月二十六日高雄市民政局  高市民政三字第六八九六號",永久,2855576.00,1,0860527,0860509,,,,,,,
086法登他000066,2,2,吳永崑,369,0860604,0860604,0860604,7冊129頁,1,0,理事長,社團法人高雄市佛光慈善會,0830713,高雄市三民區安寧街六一九號,以佛陀慈悲喜捨精神、推動社會慈善事業為宗旨。,會員會費及自由捐助,高雄市政府社會局八十一年七月十日八一高市社局一字一二二九三號,永久,232320.00,1,0860604,0860509,,,,,,,
086法登他000067,2,2,吳永崑,438,0860606,0860606,0860606,8冊201頁,1,0,張石金田,社團法人高雄縣聖音慈善會,0850708,鳳山市龍成路十七號,本會以結合民間善心人士，協助政府社會福利工作，發揚倫理道德，改善社會風氣，促進社會安定、和諧為宗旨。,會員會費及捐助,台灣省高雄縣政府八十五年四月一日八五府社行字第五五一八三號,永久,3560000.00,1,0860606,0860509,,,,,,,
086法登他000068,1,2,吳永崑,38,0860610,0860624,0860624,2冊12頁,2,2,董事長,財團法人岡山念佛堂,0520712,高雄縣岡山鎮仁壽里中華路一一六號,"一、闡揚佛教教義、擴充佛教基礎、廣佈善法、濟世救家二、協助政        府宣揚政令、改革迷信惡習三、興辦慈善、公益、文教事業、促進社        會福利。",捐助,五十一年十二月二十二日高雄縣政府八二府民禮字第二Ｏ三九五四號,永久,100260.70,1,0860624,0860509,,,,,,,
086法登他000069,1,2,吳永崑,346,0860612,0860627,0860627,7冊37頁,2,2,龔文雄,財團法人高雄縣大樹鄉溪埔國民小學教育發展基金會,0830224,高雄縣大樹鄉溪埔路四十三號,本會以提高教育品質為宗旨,捐助及高雄縣政府補助,"八十三年一月十九日高雄縣政府  八三府教社九七Ｏ九號",永久,2110100.00,1,0860627,0860509,,,,,,,
086法登他000070,1,2,吳永崑,178,0860619,0860619,0860619,4冊72頁,2,2,林進能,財團法人鉅明文教基金會,0770213,高雄市苓雅區四維三路二五三號二樓,以培養優秀人才，獎勵文教公益為目的。,捐助,高雄市政府教育局七十七年一月二十一日,永久,1000000.00,1,0860619,0860509,,,,,,,
086法登他000071,1,2,吳永崑,376,0860616,0860617,0860617,7冊157頁,2,1,龔瑞璋,財團法人龔金柯文教基金會,0830903,高雄市新興區六合路一八三號三樓,舉辦教育、文化、公益性事業為宗旨。,捐助,高雄市政府教育局八十三年八月三十一日,永久,5000000.00,1,0860617,0860509,,,,,,,
086法登他000072,1,2,吳永崑,93,0860620,0860712,0860712,3冊37頁,2,7,董事長,財團法人台灣省高雄縣私立華德高級工業家事職業學校,0611201,高雄縣茄萣鄉白砂路493號,為創辦台灣省高雄縣私立華德高級工業家事職業學校，並謀其發展為目的。並得附設職業訓練機構。,捐助,台灣省政府教育廳中華民國六十一年十一月二日,永久,43088881.00,1,0860711,0860509,,,,,,,
086法登他000073,1,2,吳永崑,59,0860623,0860624,0860624,3冊1頁,2,9,"陳 義 秋",財團法人台灣省高雄縣私立樂育高級中學,0560923,高雄縣大寮鄉後庒村一號,扶助發展高雄縣私立樂育高級中學之經濟而設立。,捐助,台灣省政府教育廳中華民國五十六年六月五日,永久,129336951.90,1,0860624,0860509,,,（併出86法登他58）,,,,
086法登他000074,1,2,吳永崑,346,0860627,0860627,0860627,7冊37頁,1,2,龔文雄,財團法人高雄縣大樹鄉溪埔國民小學教育發展基金會,0830224,高雄縣大樹鄉溪埔路四十三號,本會以提高教育品質為宗旨,捐助及高雄縣政府補助,"八十三年一月十九日高雄縣政府  八三府教社九七Ｏ九號",永久,2110100.00,1,0860710,0860509,,,,,,,
086法登他000075,1,2,吳永崑,209,0860627,0860627,0860627,5冊13頁,2,5,董事長,財團法人海軍軍官學校校友文教基金會,0780622,高雄市左營區軍校路六六九號,"本會以溝通校友國是觀念、實施校友聯繫交誼、公益服務回饋母校等        活動、以團結同心、擁護國家政策為宗旨。",捐助,七十八年六月十日高雄市教育局,永久,1000000.00,1,0860627,0860509,,,,,,,
086法登他000076,1,2,吳永崑,60,0860704,0860704,0860704,3冊4頁,1,11,單國璽,財團法人高雄市私立明誠高級中學,0561127,高雄市中華一路九十七號,創辦高雄市私立明誠中學並圖謀其發展為目的。,捐助,高雄市政府中華民國六十九年八月八日,永久,150292307.00,1,0860704,0860509,,,,,,,
086法登他000077,2,2,吳永崑,315,0860704,0860704,0860704,6冊117頁,2,3,施朝龍,社團法人高雄市智障者福利促進會,0820629,高雄市三民區大順二路383號4樓,以結合高雄市智障者家屬及社會熱心人士積極爭取智障者之權益和福利促進其人性化之生活為目的。,會費及捐助,高市府社會局八十二年六月十八日八二高市社局一字第一二六六四號,永久,1959455.00,1,0860705,0860509,,,,,,,
086法登他000078,1,2,吳永崑,430,0860709,0860711,0860711,8冊169頁,1,5,董事長,財團法人雄獅文教基金會,0850429,高雄市鼓山區濱海二路十三號,本會以舉辦教育文化公益活動為宗旨。,捐助,高雄市政府教育局八十五年四月十九日高市教四字第一０一一二號,永久,7000000.00,1,0860711,0860509,,,,,,,
086法登他000079,1,2,吳永崑,1,0860710,0860711,0860711,1冊1頁,2,6,董事長,財團法人臺灣省私立高雄仁愛之家,0420407,"高雄縣大寮鄉鳳屏一路461巷39號 分：高雄市前金區中華四路356號",救濟高雄區無力自救之老弱殘廢孤寡貧民為宗旨。,捐助,三十九年二月十日臺灣省政府社會處,永久,849370913.00,1,0860714,0860509,,,,,,,
086法登他000080,1,2,吳永崑,172,0860710,0860710,0860710,4冊66頁,2,3,董事長,財團法人統一電信技術服務社,0760824,高雄市大順三路二十七號二樓,發展電信及資訊有關技術以促國家經濟發展,捐助,交通部七十六年七月二十一日,永久,1000000.00,1,0860710,0860509,,,,,,,
