登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
086法登他000014,2,2,簡福助,188,0860205,0860224,0860227,9冊35頁,1,2,呂西鈞,社團法人中華職業高爾夫協會,0830309,台北市承德路七段一九六號二樓,"團結國內職業高爾夫球員、熱心職業高爾夫運動人士及團體聯誼同好        研究技藝，培養專業人才，促進福利，並透過參加國際比賽，增加國        家聲望。",社員會費,內政部82.9.10台(82)內社字第八二二０三三八號函,永久,6266063.00,1,0860224,0860314,0860314,,,,,,
086法登他000015,1,2,簡福助,183,0860211,0860212,0860212,9冊25頁,2,2,李石柱,財團法人台北市志松社會福利事業基金會,0830122,台北市士林區忠誠路二段十四號十三樓,"以辦理貧病及殘障兒童濟助暨協助家境清寒但資賦優異學子完成教育        為目的。",由李石柱先生家族及台灣三洋電機股份有限公司等捐助成立。,台北市政府社會局82.10.16北市社二字第四五六九０號函,永久,16000000.00,1,0860212,0860220,0860220,,"修正捐助章程第四、五、二十五條條文內容。 (業經本院民事庭八十五年
度法字第九號裁定確定)",,,,
086法登他000018,1,2,簡福助,146,0860217,0860218,0860220,7冊31頁,2,2,鄭吳麗英,財團法人德華文教基金會,0820107,台北市中山北路六段四０五巷二二之一號二樓,以發揚固有文化、傳統道德，導正社會人心為宗旨。,捐助,教育部81.12.22台(81)社字第七０三九三號函,永久,10000000.00,1,0860218,0910506,0910506,,,,,,
086法登他000023,1,2,簡福助,131,0860305,0860327,0860328,7冊1頁,2,2,吳香達,財團法人中華民國婦癌基金會,0810708,台北市北投區石牌路二段二０一號,以濟貧、研究、教育為主。,捐助,行政院衛生署81.4.24衛署醫字第八一二五七八七號函,永久,19500000.00,1,0860327,0860414,0860414,,,,,,
086法登他000024,1,2,簡福助,660702,0860306,0860307,0860308,3冊59頁,2,7,賈彥文,財團法人台北市私立達人女子高級中學,0660215,台北市內湖區內湖路二段三一四號,"遵照國家教育政策暨現行教育法令之規定，辦理達人女子高級中學，        並謀其健全發展。",捐助,六十五年六月十六日台北市政府教育局北市教輝字第一七六五九號,永久,273830265.00,1,0860307,0860319,0860319,,,,,,
086法登他000025,1,2,簡福助,172,0860307,0860308,0860310,9冊3頁,2,2,羅光瑞,財團法人消化醫學研究發展基金會,0821013,台北市石牌路二段二０一號,"以舉辦或資助消化系醫學研究之發展，培養消化系醫學研究人才及提        昇消化醫學水準。",捐助,行政院衛生署82.9.13衛署醫字第八二六０七五六號函,永久,10000000.00,1,0860308,0860318,0860318,,,,,,
086法登他000026,1,2,簡福助,38,0860307,0860308,0860310,2冊17頁,1,3,程東照,財團法人鄒濟勳醫學研究發展基金會,0770226,台北市北投區石牌路二段二０一號,以推展策劃資助醫師、護理、技術、行政、工程、營養及社工等醫院有關人員繼續教育，出國進修、參觀、訪問、開會與研究，並積極提供上述人員再教育的資訊、機會、場所、師資，以資助其費用為主。,捐助,行政院衛生署77.1.20衛署醫字第七０七四九一號函,永久,102160830.00,1,0860308,0860317,0860317,,,,,,
086法登他000027,1,2,簡福助,710973,0860307,0860308,0860310,4冊39頁,1,5,劉秋芳,財團法人中華穀類食品工業技術研究所,0830419,台北縣八里鄉下罟子十二之六號,"改進國民主食之多種化，提高國民營養，研究發展穀類食品加工技術        ，輔導國內穀類食品加工業者改良生產技術，訓練加工技術人才。",捐助,七十一年十一月二十二日經濟部經(77)工字第一一九四號,永久,518000000.00,1,0860308,0860407,0860407,,,,,,
086法登他000028,1,2,簡福助,227,0860311,0860311,0860313,11冊33頁,1,1,張子隆,財團法人淡水文化基金會,0840328,台北縣淡水鎮中正路一六一號,促進淡水藝文發展，建設淡水文化城鎮。,捐助,台北縣政府84.3.13八四北府教三字第八四八九一號,永久,7000000.00,1,0860311,0860322,0860322,,,,,,
086法登他000029,2,2,簡福助,155,0860311,0860311,0860313,8冊9頁,,0,林周美秀,社團法人中華民國日蓮正宗信徒弘法會,0820402,台北市重慶北路四段二五三號七樓,"以信仰日蓮正宗  日蓮大聖人的下種佛法，遵奉日蓮正宗宗務院之教導，虔誠供養  大御本尊，奉唱﹃南無妙法蓮華經﹄，實踐其教義，為之廣宣弘化眾生，使人心向善，助人濟世，利生得益為宗旨。",會員會費及捐助,內政部82.1.29,永久,626050.00,1,0860311,0860319,0860319,,,,,,
086法登他000030,1,2,簡福助,570324,0860317,0860319,0860320,2冊43頁,2,9,陳璽安,財團法人台北市私立稻江高級商業職業學校,0820728,台北市民權西路二二五巷二四號,為遵照國家教育政策暨現行教育法令之規定，辦理職業學校，並謀其健全發展。,捐助,台北市政府教育局57.8.9北市教雲二字第一九九九七號函,永久,51794049.00,1,0860319,0860331,0860331,,,,,,
086法登他000031,1,2,簡福助,540241,0860317,0860422,0860423,2冊11頁,2,10,焦威聯,財團法人台北市私立十信高級工商職業學校,0821211,台北市北投區大業路五一四號,為協助政府發展教育。,捐助。,台灣省政府教育廳54.3.4教三字第四七七八二號,永久,138545217.71,1,0860422,0860510,0860510,,,,,,
086法登他000032,1,2,簡福助,3,0860318,0860319,0860320,1冊5頁,2,4,程東照,財團法人中華醫學研究獎助基金會,0731106,台北市北投區石牌路二段二０一號,以促進我國醫學研究發展為宗旨。,捐助,行政院衛生署73.10.17衛署醫字第五０一六八一一號,永久,11200000.00,1,0860319,0860328,0860328,,,,,,
086法登他000033,1,2,簡福助,185,0860318,0860324,0860324,9冊29頁,2,6,李厚高,財團法人基層金融研究訓練基金,0830226,台北市中山北路七段八十一巷五十一號,以研究改進金融制度，訓練並培育各級基層金融從業人員，俾提高業務經營效能，達成現代化為目的。,捐助,台灣省政府財政廳68.12.20(68)財二字第七六八０二號函,永久,81446842.10,1,0860324,0860416,0860416,,,,,,
086法登他000035,1,2,簡福助,176,0860319,0860414,0860415,9冊11頁,2,2,"張  遵",財團法人王文浩放射線醫學基金會,0821125,台北市北投區石牌路二段二０一號,"以協助推廣放射線醫學之研究發展，培養放射線相關之醫學人才及提        高放射線醫學水準為目的。",捐助,行政院衛生署82.10.20衛署醫字第八二六七七０三號函,永久,10000000.00,1,0860414,0860424,0860424,,,,,,
086法登他000036,1,2,簡福助,202,0860320,0860320,0860321,10冊23頁,1,1,邢仁壽,財團法人邢榮階紀念父母慈善事業基金會,0830812,台北市迪化街一段十四巷二五號,以舉辦或捐助慈善事業為目的。,由邢榮階先生捐助,內政部83.7.30台(83)內社字第八三一七三六六號函,永久,257408000.00,1,0860320,0860410,0860410,,,,,,
086法登他000037,1,2,簡福助,570328,0860324,0860407,0860408,2冊47頁,,0,廖萬隆,財團法人台灣省台北縣私立中華商業海事職業學校,0850709,台北縣萬里鄉瑪鍊路十五號,遵照教育法令，配合創辦人財團法人華亞之聲社中華基督教便以利會及財團法人中華航業人員訓練中心合作興學之宗旨，創辦商船職業學校一所，培植青年，儲為國用。,捐助,台灣省政府教育廳五十六年七月八日,永久,34877950.00,1,0860407,0860414,0860414,,,,,,
086法登他000038,1,2,簡福助,310,0860328,0860401,0860403,15冊39頁,,0,陳立夫,財團法人中國醫藥研究發展基金會,0630120,台北市北投區立農街二段一五五之一號五０三室,旨在籌募基金，俾便延攬優秀之中西醫藥人才，使用最新之科學方法與設備，從事中國醫藥痼疾等之研究，以宏揚中國固有文化，提供人類維護健康之最大服務為目的。,捐助。,行政院衛生署62.12.18,永久,10000000.00,1,0860401,0860419,0860419,,,,,,
086法登他000039,1,2,簡福助,600427,0860328,0860408,0860408,2冊71頁,2,9,鄭逢時,財團法人私立光武工商專科學校,0830305,台北市北投區一德街一五一號,為遵照國家教育政策暨現行教育法令之規定辦私立光武工商專科學校並謀其發展。,捐助,教育部60.3.17台(60)專字第六０八五號令,永久,895423128.00,1,0860408,0860506,0860506,,,,,,
086法登他000040,1,3,簡福助,35,0860328,0860410,0860412,2冊11頁,2,2,黃世惠,財團法人慶陽工業研究發展基金會,0761228,台北縣汐止鎮福德一路一七六巷三弄二七號,一汽車、機車引擎車體結構、安全系統等之研究發展、試驗評估及商品化設計工作。二有關汽、機車之公害防治，駕駛安全研究、改善、宣導及有關研究器材之購置捐贈。,由三陽工業股份有限公司捐助。,經濟部76.12.17經(76)工字第六四一五八號,永久,20000000.00,1,0860410,0860410,,黃世惠,"因研究之人力資源無法充份取得，成果有限，經民國八十五年八月二十四
  日董事會決議解散及選任黃世惠為清算人，並於民國八十六年一月十三
　日經奉主管機關經濟部核准解散；復經民國八十六年一月二十四日董事
　會決議訂定民國八十六年一月二十四日為解散日，清算人自民國八十六
　年一月二十五日起就任，且業奉　本院民國八十六年三月四日士院儀民
　廉八十六司字第一九號函准予備查。",,,,
086法登他000041,1,2,簡福助,570326,0860331,0860415,0860415,2冊45頁,1,9,康仙力,財團法人私立中華工商專科學校,0830208,台北市南港區研究院路三段二四五號,供應私立中華工業專科學校所需一切設備及經費。,捐助,教育部57.7.22台五七專字第一七八五九號函,永久,745861923.40,1,0860415,0860423,0860423,,,,,,
086法登他000042,1,2,簡福助,20,0860402,0860403,0860407,1冊39頁,2,5,吳東進,財團法人新光吳火獅紀念醫院,0751226,台北市士林區文昌路九五號,基於取之社會、用之社會的基本宗旨，為求增進全民健康，提昇醫療水準，以最佳醫療技術及設備，對社會大眾提供最完善之醫療服務。,捐助,行政院衛生署75.11.13衛署醫字第六二九一四二號,永久,3640290136.00,1,0860403,0860421,0860421,,,,,,
086法登他000043,1,2,簡福助,540247,0860402,0860422,0860423,2冊15頁,1,10,陳兩傳,財團法人私立德明商業專科學校,0831118,台北市內湖區環山路一段五十六號,為實踐故陸軍上將陳濟堂先生之遺志，在台灣省創辦私立德明商業專科學校以培育青年，並謀其發展為目的。,捐助,教育部54.8.31台(54)高字第一三五三九號函,永久,793132983.26,1,0860422,0860507,0860507,,,,,,
086法登他000044,1,2,簡福助,283,0860408,0860409,0860411,14冊25頁,,0,林孝信,財團法人中興保全文教基金會,0850702,台北市鄭州路一三九號四樓,"以『真』、『善』、『美』為宗旨。                                    一、美育養成、推廣活動。                                            二、環保教育宣導推行活動。                                          三、公共安全、衛生教育推廣活動。　　",由中興保全股份有限公司捐助。,教育部、中華民國八十五年六月五日台(85)社(四)字第85509307號,永久,23500000.00,1,0860409,0860418,0860418,,,,,,
086法登他000045,1,2,簡福助,710977,0860410,0860410,0860412,4冊45頁,1,6,于豪章,財團法人中央軍校同學會撫卹會基金會,0830502,台北市南港區忠孝東路六段三六０號,負責管理運用屬於本財團法人所有財產，期能孳生收益，濟助遺族。,捐助,國防部71.9.9(71)車輦一八六二號令,永久,208330000.00,1,0860410,0860430,0860430,,,,,,
086法登他000046,1,2,簡福助,710976,0860410,0860410,0860412,4冊43頁,1,6,于豪章,財團法人遺族學校基金會,0830502,台北市南港區忠孝東路六段三六０號,負責管理運用屬於本財團法人所有財產，期能孳生收益，濟助遺族。,捐助,國防部71.9.9(71)車輦一八六二號令,永久,83335000.00,1,0860410,0860430,0860430,,,,,,
086法登他000047,1,2,簡福助,710975,0860410,0860410,0860412,4冊41頁,1,6,于豪章,財團法人黃埔撫卹委員會基金會,0830502,台北市南港區忠孝東路六段三六０號,負責管理運用屬於本財團法人所有財產，期能孳生收益，濟助遺族。,捐助,國防部71.9.9(71)車輦一八六二號令,永久,83335000.00,1,0860410,0860430,0860430,,,,,,
086法登他000048,1,2,簡福助,490118,0860411,0860415,0860415,1冊57頁,2,9,孫知微,財團法人台灣省台北縣私立聖心女子高級中學,0830325,台北縣八里鄉龍形四十六之二號,本會以創辦私立聖心女子高級中學並謀其發展為目的。,捐助,台北縣政府49.9.13,永久,177415965.00,1,0860415,0860422,0860422,,,,,,
086法登他000050,1,2,簡福助,72,0860412,0860414,0860415,4冊3頁,1,3,張家驤,財團法人復興崗文教基金會,0780821,台北市北投區中央北路二段七十號,研究固有六藝學術、復興民族文化、重建倫理道德、提高生活素質、增進社會福祉。,捐助,教育部78.8.10台(78)高字第三九二一八號函,永久,4500000.00,1,0860414,0860428,0860428,,,,,,
086法登他000052,1,2,簡福助,63,0860414,0860415,0860415,3冊25頁,1,3,吳英璋,財團法人私立中國童子軍陽明山活動中心,0780517,台北市北投區竹子湖路一之五及一之十號,推行童子軍運動並提供兒童及青少年育樂設施。,捐助,台北市政府教育局78.4.27北市教四字第一七０四七號函,永久,17310800.00,1,0860415,0860510,0860510,,,,,,
086法登他000053,1,2,簡福助,45,0860414,0860415,0860415,2冊31頁,2,4,謝仁傑,財團法人台北市關天師天心慈善基金會,0770415,台北市北投區清江路一０二號三樓,本財團以辦理社會上貧苦須濟助之同胞之慰問及救濟事項等為目的。,捐助,七十七年三月十七日台北市政府社會局北市社二字第八四四０號,永久,2000000.00,1,0860415,0860421,0860421,,,,,,
086法登他000054,1,2,簡福助,690863,0860416,0860416,0860417,4冊15頁,,0,羅義人,財團法人台北市天母基督教會,0690618,台北市士林區天玉街六三號,在台北市內傳揚基督教義辦理社會公益慈善教育等事業。,捐助,69.6.6台北市政府民政局民三字第四九四０號,永久,2839305.00,1,0860416,0860428,0860428,,,,,,
086法登他000056,2,2,簡福助,393,0860421,0871104,0871105,20冊7頁,,0,李荷,社團法人中國大眾康寧互助會,0830714,台北市內湖區康寧路三段七五巷一三七號五樓,以嚮應社會福利改造運動之號召，並策勵大眾參加互助之救助，及醫療之服務，促進社會繁榮與康寧為宗旨。,會費、捐助。,內政部五十五年二月內社字第三一０號。,永久,3259420000.00,1,0871104,0871125,0871125,,,,,,
086法登他000057,1,2,簡福助,530205,0860422,0860423,0860424,1冊95頁,,0,李維賢,財團法人台北市春生堂大稻埕基督長老教會,0530117,台北市甘州街四十號二樓,以基督教義傳揚福音引人歸主，發揚基督博愛精神啟發互助道德、舉辦兒童福利及教育，並發揚愛心、辦理殘障福利慈善及社會救助等公益事業。,捐助。,台北市政府52.12.24(52)北市民生字第六二五二六號函。,永久,286000.00,1,0860423,0860429,0860429,,,,,,
086法登他000059,1,2,簡福助,530221,0860424,0860429,0860501,2冊1頁,2,10,"李  駿",財團法人台北市私立惇敘高級工商職業學校,0830504,台北市北投區泉源路二二一號,嚮應政府私人興學培養青年成為國家社會有用之才。,捐助,台北市政府教育局78.5.19北市教一字第二三六三五號函,永久,131231356.00,1,0860429,0860513,0860513,,,,,,
086法登他000061,1,2,簡福助,660733,0860429,0860429,0860501,3冊69頁,1,6,程東照,財團法人惠眾醫療救濟基金會,0810504,台北市北投區石牌路二段二０一號,"以救助於榮民總醫院就醫之貧苦病患醫療暨復健，期使無力負擔醫療        費用之貧苦病患有獲得醫療之同等機會，俾原有可望挽救之生命或肢        體機障，能因獲得醫療照顧而不致放棄應有之治療。",捐助,內政部66.8.11台內社字第七四０七八０號函,永久,71175669.00,1,0860429,0860513,0860513,,,,,,
086法登他000062,1,2,簡福助,287,0860430,0860507,0860508,14冊33頁,2,20,尹啟銘,財團法人中國生產力中心,0450626,台北縣汐止鎮新台五路一段七九號二樓,以傳播工業技術、增加管理效能、加強勞資協調、改良生產方法、藉以提高工業生產能力，增進自由中國國民經濟為自的。,捐募,經濟部中華民國四十五年六月廿日發文經台四五工字第０六０二六號,永久,10000000.00,1,0860507,0860516,0860516,,,,,,
086法登他000064,1,2,簡福助,313,0860502,0860507,0860508,16冊5頁,,0,柯慎一,財團法人仁和文教基金會,0810107,台北市士林區中山北路七段一九０巷一０三號,以促進文化藝術之發展為宗旨。,捐助。,教肓部80.12.20台社字第六八九九九號函。,永久,10000000.00,1,0860507,0860522,0860522,,,,,,
086法登他000068,1,2,簡福助,20,0860510,0860624,0860625,1冊39頁,2,5,吳東進,財團法人新光吳火獅紀念醫院,0751226,台北市士林區文昌路九五號,基於取之社會、用之社會的基本宗旨，為求增進全民健康，提昇醫療水準，以最佳醫療技術及設備，對社會大眾提供最完善之醫療服務。,捐助,行政院衛生署75.11.13衛署醫字第六二九一四二號,永久,1499027992.00,1,0860624,0860703,0860703,,,,,,
086法登他000072,1,2,簡福助,46,0860517,0860522,0860523,2冊33頁,2,4,陳崇德,財團法人台北市中華唇顎裂兒童基金會,0770421,台北市士林區德行東路一九十巷三十弄八號二樓,以辦理清寒家庭之唇顎裂兒童醫療費用補助及復健服務為目的。,捐助,台北市政府社會局77.3.31北市社四字第一０六四七號,永久,5500000.00,1,0860522,0860604,0860604,,,,,,
086法登他000074,1,2,簡福助,710973,0860517,0860519,0860520,4冊39頁,1,5,劉秋芳,財團法人中華穀類食品工業技術研究所,0830419,台北縣八里鄉下罟子十二之六號,"改進國民主食之多種化，提高國民營養，研究發展穀類食品加工技術        ，輔導國內穀類食品加工業者改良生產技術，訓練加工技術人才。",捐助,七十一年十一月二十二日經濟部經(77)工字第一一九四號,永久,576000000.00,1,0860519,0860606,0860606,,,,,,
086法登他000075,1,2,簡福助,140,0860520,0860521,0860522,7冊19頁,2,2,王惠中,財團法人崇華堂文教基金會,0811105,台北市承德路四段三０八號六樓,以發揚中華固有文化，提倡人倫道德，激發世道人心，發揚人性光輝，以改善社會風氣及獎助在校學生敦品勵學。,捐助,教育部81.10.30,永久,10000000.00,1,0860521,0860606,0860606,,,,,,
086法登他000076,1,2,簡福助,590389,0860521,0860522,0860523,2冊65頁,1,3,蔣宋美齡,財團法人振興復健醫學中心,0591003,台北市北投區振興街四十五號,以醫療病患、闡揚醫學、學術研究、培植人才及擴大醫療服務為目的。,捐助,陽明山管理局改制為行政院衛生署59.3.3,永久,2614199232.00,1,0860522,0860603,0860603,,,,,,
086法登他000077,1,2,簡福助,127,0860521,0860624,0860625,6冊33頁,2,2,張聖嚴,財團法人法鼓山文教基金會,0810415,台北市北投區光明路二七六號,推廣佛教學術文化。,捐助,教育部81.3.17台(81)社字第一三七五七號函,永久,216077287.00,1,0860624,0860711,0860711,,,,,,
086法登他000078,1,2,簡福助,520191,0860521,0860530,0860531,1冊87頁,2,12,張鏡湖,財團法人私立中國文化大學,0821202,台北市士林區華岡路五十五號,辦理中國文化大學，並謀其健全發展。,捐助,51.7.11.教育部台(51)高字第9342號,永久,3498466360.76,1,0860530,0860606,0860606,,,,,,
086法登他000080,1,2,簡福助,240,0860522,0860607,0860610,12冊19頁,2,2,釋白雲,財團法人佛弟子慈善基金會,0820913,台北市南港區八德路四段七六八巷七號五樓,以舉辦或捐助社會福利慈善事業為目的。,由中華佛弟子協會、釋白雲等捐助。,高雄市政府社會局82.9.3八二高市社局二字第一九四０一號函,永久,30000000.00,1,0860607,0860624,0860624,,,,,,
086法登他000081,1,2,簡福助,410019,0860524,0860526,0860526,1冊11頁,2,15,陳和錦,財團法人陳德星堂,0411001,台北市寧夏路二十七號,以闡揚祖德敦睦宗誼增進族親福利樹立團結互助精神為目的。,捐助,四十一年八月六日台北市政府(41)北市民社字第二八五０一號,永久,597335.00,1,0860526,0860531,0860531,,,,,,
086法登他000082,1,2,簡福助,490117,0860526,0860607,0860610,1冊55頁,2,9,邱文彬,財團法人臺灣省台北縣私立崇義高級中學,0491111,台北縣汐止鎮大同路三段六十八號,創辦私立崇義高級中學並謀其發展。,捐助,民國四十九年九月一日教育廳四九教二字第二九七七號,永久,31174743.00,1,0860607,0860624,0860624,,,,,,
086法登他000083,1,2,簡福助,630567,0860526,0860530,0860531,3冊17頁,2,8,"狄  剛",財團法人台灣省台北縣私立聖心國民小學,0830929,台北縣八里鄉龍形四十六之七號,創辦聖心國民小學暨附設幼稚園並謀其發展。,由聖心國民小學董事會及聖心會捐贈,台北縣政府63.6.22北府教二字第九一０二七號函,永久,5200984.00,1,0860530,0860613,0860613,,修正捐助章程第一、第二及第三條條文內容。,,,,
086法登他000086,1,2,簡福助,690838,0860604,0860605,0860606,4冊5頁,2,0,俞馮彤芳,財團法人台北國際社區青年育樂活動中心基金會,0690109,台北市士林區中山北路六段八００號,為中華民國境內國際社區人士之子弟舉辦非營利性之青、少年及兒童育樂活動及舉辦其他社區育樂活動。,捐助,台北市政府教育局68.12.10北市教四字第五八八五九號函,永久,5000000.00,1,0860605,0860616,0860616,,,,,,
086法登他000087,2,2,簡福助,195,0860605,0860607,0860610,10冊9頁,2,2,林萬成,社團法人中華視障經穴按摩推廣協會,0830510,台北市長安西路二九號三樓,"以保障視障人工作權，促進提昇視障同胞生存領域，推廣經穴按摩，        提升按摩技術水準為宗旨。",會員會費及捐助,內政部83.3.1台(83)內社字第八三０四七九一號函,永久,34300.00,1,0860607,0860624,0860624,,,,,,
086法登他000088,1,2,簡福助,292,0860605,0860611,0860612,15冊3頁,1,2,劉秋生,財團法人製藥工業技術發展中心,0820120,台北縣汐止鎮康寧街一六九巷一０一號五樓,以輔導國內製藥工業提升產品品質及生產技術，改善設備，開發新產品，研究改良製造方法及提高管理行銷為目的。,由經濟部工業局等捐助,經濟部八十二年一月十五日經商字第０五七三九０號函,永久,60000000.00,1,0860611,0860625,0860625,,,,,,
086法登他000089,1,2,簡福助,700925,0860605,0860611,0860612,4冊25頁,2,5,王淵源,財團法人台灣省台北縣金包里慈護宮,0701208,台北縣金山鄉大同村金包里街十六號,為發揚固有文化復興運動，宣揚數千年來宗教傳統真義，辦理社會福利及慈善事業，惇化民心向善，利國利民為宗旨。,捐助,台北縣政府70.10.19(七十)北府民(一)字第二三一０八八號,永久,571900.00,1,0860611,0860624,0860624,,,,,,
086法登他000091,1,2,簡福助,721001,0860606,0860607,0860610,4冊51頁,,0,賴碧惠,財團法人台北市私立佛教菩提慈善基金會,0720519,台北市南京西路十八巷四弄二號,以辦理慈善事業為目的。,捐助,台北市政府社會局72.5.16(72)北市社四字第17482號,永久,2000000.00,1,0860607,0860624,0860624,,,,,,
086法登他000093,1,2,簡福助,28,0860611,0860612,0860613,1冊55頁,1,3,程東照,財團法人泌尿外科醫學研究發展基金會,0760609,台北市石牌路二段二０一號,"舉辦或捐助泌尿外科醫學之研究發展，培養泌尿外科醫學人才及提高        泌尿外科醫學水準。",由張心湜等捐助。,行政院衛生署76.5.22衛署醫字第六六四七一一號函,永久,8598688.00,1,0860612,0860701,0860701,,,,,,
086法登他000095,1,2,簡福助,520199,0860618,0860624,0860625,1冊91頁,2,9,羅義人,財團法人台北市私立體惠育幼院,0521021,台北市士林區中山北路七段一四一巷四三號,以舉辦並發展社會救濟事業為宗旨。,捐助,台北市政府社會局五十二年一月一日,永久,434528.00,1,0860624,0860705,0860705,,,,,,
086法登他000097,1,2,簡福助,530223,0860619,0860624,0860625,2冊34頁,,0,彭勝利,財團法人台北市基督教南港浸信會,0530919,台北市興華路六二號,本會以宣揚基督福音真理，辦理慈善公益、充實信眾心靈精神生活，促進社會善良風氣為宗旨。,捐助,台北縣政府53.6.20北縣民一字第十六號,永久,1632610.50,1,0860624,0860709,0860709,,,,,,
