登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
087法登他000001,1,2,蕭忠仁,40,0870107,0870116,0870116,2冊1頁,1,0,謝東明,財團法人私立南亞工商專科學校,0581016,桃園縣中壢市中山東路三段四一四號,創辦私立南亞工商專科學校以配合國家經濟建設，培養工業技藝人才為目的,由捐助人捐助,教育部五十八年十月二日台（五八）專字第二０三六三號許可設立,永久,808137888.00,1,0870116,0870123,0870123,,,,,,
087法登他000002,1,2,蕭忠仁,140,0870113,0870727,0870727,4冊30頁,,0,洪正雄,財團法人蘆竹鄉文教基金會,0840124,"桃園縣蘆竹鄉五福村廟口廿四號( 蘆竹鄉南崁國中 )",協助本鄉中小學獎勵教師研究，促進學生敦品勵學。　　　　　　　　,本鄉學校家長、熱心教育人士捐助。,桃園縣政府八十三年十二月七日（八三）府教社字第二三七七三七號,永久,2716484.00,1,0870727,0880225,0880225,,,,,,
087法登他000003,1,2,蕭忠仁,68,0870116,0870117,0870117,2冊115頁,,0,唐耕禮,財團法人中壢教會聚會所,0530911,桃園縣中壢市中平路八十八巷三號,傳揚基督教義，提高人性優良美德。,捐助,桃園縣政府五十三年九月四日桃府民行字第四０六九三號許可設立。,無限期。,74644758.00,1,0870116,0870203,0870203,,,,,,
087法登他000004,1,2,蕭忠仁,77,0870119,0880126,0880126,2冊151頁,,0,王永慶,財團法人私立長庚護理專科學校,0760116,桃園縣龜山鄉文化一路二六一號,"一、以教授應用科學與技術，養成實用專業人才為宗旨。                  二、響應政府獎助私人捐資興學之既定政策。",由長庚紀念醫院捐贈。,教育部七十五年十二月四日（七五）技字第五五七二八號,永久。,2413697684.00,1,0870120,0870213,0870213,,,,,,
087法登他000005,1,2,蕭忠仁,164,0870122,0870216,0870216,4冊78頁,,0,黃朝章,財團法人台灣省桃園縣桃園基督的教會,0841124,桃園市國光街卅八號,本耶穌基督博愛救人之精神，傳揚福音，辦理社會公益慈善事業,捐助,桃園縣政府八四府民禮字第二一七一四一號,永久,3349500.00,1,0870216,0870225,0870225,,,,,,
087法登他000006,1,2,蕭忠仁,80,0870122,0870216,0870216,2冊163頁,,0,李林樹,財團法人台灣省私立啟智技藝訓練中心,0761014,桃園縣楊梅鎮富岡里伯公岡一九八之三號,以擧辦並發展殘障福利事業為宗旨,捐助,台灣省政府社會處七十六年九月十八日七六社四字第50105號函許可設立,永久,14985000.00,1,0870216,0871104,0871104,,,,,,
087法登他000007,1,2,蕭忠仁,62,0870204,0870204,0870204,7冊91頁,,0,謝森中,財團法人中大學術基金會,0720207,桃園縣中壢市五權里三鄰三十八號,為發展學術及獎勵優秀學生。,捐助,教育部中華民國七十一年十一月十八日台七一高字第四三五三二號,永久,111001538.00,1,0870204,0870221,0870221,,,,,,
087法登他000008,1,2,蕭忠仁,21,0870213,0870227,0870227,1冊80頁,1,0,程百壽,財團法人台灣省桃園縣私立清華高級工業家事職業學校,0620502,桃園縣新屋鄉中華路六五八號　,創辦私立清華高工商職業學校並謀其發展。,捐助,台灣省政府教育廳六十一年五月六日教三字第三四三八號函許可設立,永久,118946374.00,1,0870227,0870321,0870321,,,,,,
087法登他000009,1,2,蕭忠仁,151,0870213,0870925,0870925,4冊52頁,,0,蔡林龍,財團法人龜山鄉文教基金會,0840612,桃園縣龜山鄉大同路二十三號,協助龜山鄉各國民中小學發展校務，獎助學生促進學生敦品勵學。,龜山鄉各國民中小學校出資,桃園縣政府八十四年三月十五日八四府教社字第００五０六一號函,永久,3700000.00,1,0870925,0871006,0871006,,,,,,
087法登他000010,1,2,蕭忠仁,30,0870224,0870304,0870304,1冊121頁,,0,黃東榮,財團法人台灣省桃園縣私立光啟高級中學,0600821,桃園縣龜山鄉龍壽村自由街四十號,為遵照國家教育政策及現行教育法令規定，創辦桃園縣私立光啟高級中學並謀其發展為其目的。,捐助,台灣省政府教育廳中華民國六十年八月廿一日教二字第六四一八二號函,永久,420539958.00,1,0870304,0870317,0870317,,,,,,
