登記案號,序號,分事務所地址,網站連結
087法登他000023,1,台中市國光路二五０之二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FuKtYwpQxDgHuMG-Wf4-WJ4JH5gWdHjNTKjZR8v8idsay8QJGxzKMgSZt5A=
087法登他000024,1,台中縣大里市東榮路四八三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/G4VjNuNNs6dye5iYDDGKJS8HZJv4VO4hUmnIxp-mq6Ss3g9JsHGzUu3k_bw=
087法登他000053,1,臺中市健行路一０三九號九樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XTf2ktGYHmIV5p3yXZdC4UsESh8cmY0p7CqVKUQ81jFfifC6WeNS7CEG7mU=
087法登他000056,1,台北市建國北路二段六九號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DzFj_OI2MPmShGYueOYKsL9nXTNW2czPv1cGCC-V510bIV5UBr6tv5vwdoE=
087法登他000110,1,基隆市中山區協和街五十五巷十一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Mpw4FVOp95da9hL9WysYXT26Ua19DAGMx5O9VtB1lNARZExzSZlDASmtupM=
087法登他000126,1,台中市西屯區台中港路三段一五八號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/z3lQno4Y9ScaQjqOS2xPsKeb0McyOUI93hfHCVcQRSZjBgsh-k3Ay5ega1w=
087法登他000146,1,南投縣中寮鄉龍南路二七七之二十號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oGhIUOHx2QVNi34axNpC6tx6TOeEkj0PEgWXsI--lYRWJKq2chao4k1r0Ag=
087法登他000149,1,臺中市復興路四段二三一之一號三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AKHEUhKYh2YlJNVgJBuRjdlQEi3v3kxnHuws9p7jrbhRmqurPWPY5T6ucBY=
087法登他000149,2,高雄市苓雅區自強三路七號七樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EIBnYCpDutYEDLQmSeNfB53z4QkkRrLSE1dTdpz_FSJ9v4WnmrQ3WIQuQ68=
087法登財000004,1,花蓮縣花蓮市菁華十六號七樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GmoVa4uI7NGmraj4MdTiuQKm6bIsXB-u_j-9XCDuvWgs3GzWKt21muv87vM=
087法登財000004,2,臺東縣臺東市正氣北路二一五巷三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DBi8h55nmXBhhUgnHBS7XLc4fW8HjlDK5bNi_z2nqJJypWha3PEvxhicoLI=
087法登財000004,3,高雄市博愛一路三九一號十二樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EeRwO-0h_tn6cyLqwDNJl_OUPAs60AXHLvzktXYjKYMQhD1n8BdjkBf76bM=
087法登財000004,4,臺南市林森路一段一五八號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XNaO8Qu8KsM3s_1ye5NGIBRQuzBKLQp3asTfFfvCyXjkwCJA29NrDVKZgoc=
087法登財000004,5,臺中市五權路一之六十七號十三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/x_TCyY0-8DKPlvc2lguApI2TwGNfXbxkokfjGgDgyamPbiKC8yruMVosEZs=
087法登財000004,6,南投縣埔里鎮覆金路二之一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_qEN9-AvPJmrJEG5jQzReEoxE8GNAks_rxYr-2abmvf8Qcx--fTwJtRybHA=
087法登財000004,7,新竹市經國路一段八三八巷二號四樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HOiVO2qW4L_cyeTKyvNMBTU2SDv4Eu_K3nkzTUfLbp8hkMk32Gqqv6syl8w=
087法登財000009,1,臺中市健行路一０三九號九樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oxzwVAIk4Xp7RA-tWtQfDxEpWLh1FBCMLgcnjdh4bz3LOR0GXo4LmyiMv48=
