登記案號,序號,職稱,姓名,網站連結
087法登他000001,1,董事長,釋證嚴,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gBnnIHbCQs1pS-arVNP32rYHw8ttIflfGfY_6yM4u6YKSektEuS7N8mMNg==
087法登他000001,2,"董  事","印  順",https://aomp109.judicial.gov.tw/judbp/whd6k/q/mDZjqjUMSHkF5MlANHawchoWJ6FQOq0qCzSOprQCHPEEFFd-mCrbqJeksQ==
087法登他000001,3,"董  事",李明亮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/E8Xjnxp-mo559CWrQMBKJRYXiZuGJquWVYdAThVNRam1bhnQfstAq62VDg==
087法登他000001,4,"董  事",曾文賓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WZEMreAdfs641A3c5CqJR2LpXDmtX0rWXd-vAVMymeUC3CDB6Lz7N8sDLQ==
087法登他000001,5,"董  事",陳炯明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/l02NcqHI8qn_KlpoZQlfxEvvNxEn0Tw1cDkezlbgqYjvoHNKvw1dHueRAg==
087法登他000001,6,"董  事",林俊龍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/C50gyoya_P3Ge-slYzKdvUl1E3_7BLfsjzh1JHh_3DX-8RWQ-ElzcabClA==
087法登他000001,7,"董  事",王欲明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FPJwyPLVCVOJ9HZ9I2-8GwadHNWLbBei0KOYM0V25QrC9-A0u8jOPkcoqQ==
087法登他000001,8,"董  事",陳燦暉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DQJCbXNCaxmEtO_J3yU4SRV3YHuM1d3YRnGRwDhx47GJG5pB0LgKgmRoyA==
087法登他000001,9,"董  事",陳紹明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZONp_SpZCi9_mYCO8ZdYmAurJ-84VZhhVLpclMlcrMgass2ARTkY60s5WQ==
087法登他000001,10,"董  事",釋悟見,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qsdp1TORg3Mbhkl5e8-Ns8FUX6l3BiaEiIrN2j87UipmHNaj9ou-kMVHZA==
087法登他000001,11,"董  事",釋悟性,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jPD2Hy50cRzOVktltAxHhzNm70zAhs71BTsO_8CXgcW82uOCNfW5cpfyxQ==
087法登他000001,12,"董  事",王端正,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Lizj57TdMN7rxMrspEX817XkIE1Dtt8QNgDKzsrAqDBS6DetZZfkwMVgCg==
087法登他000001,13,"董  事",宋篤志,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KVe-ir-KBKAfQR-iixXub12OKiUpWxD-2AR_h1Y_1fhu_oia8DEH8vw3tQ==
087法登他000001,14,"董  事",楊思標,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xMDe7VJ7ijqSNVKF6LVTdCyDPq0wFmoXzslAkECHLRKb_F4V-fwVm08_ug==
087法登他000001,15,"董  事",黃正義,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CBhEZvvuFv_RIJU_rerDE0CduIupyySddg7SUVpXVmzLwDa7nGKjjAfwQA==
087法登他000002,1,董事長,吳旺枝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sXzUk6lJ92ORIpXCOH4h61-bEas-pUhR1vbYIP_2OWoOR7FYPsS9rWGY0w==
087法登他000002,2,"董  事",曾榮芳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/riBJIDDJ3FbN9De3HokQ181jpFoDHZoTtYkf__dagouTWEs3mtq0tPrHPg==
087法登他000002,3,"董  事",楊淑珍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4VbjJpUpJAmD0NZxvn359_nC6pv71SFAMP0KhumnLMpjO8klJ3hzjFjvyg==
087法登他000002,4,"董  事",吳昌吉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gg2Q_G-aCvvYLRHRr92mBIJRl3kkp9mkUHfZEFU41ecibbmNLNI1zMz9DA==
087法登他000002,5,"董  事",潘松根,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5Wb_soP1ksjg0KjP1Gjm0pgYUtzJPv_ZvbVN6st7pBGn0gFN_gNQ5Ce28Q==
087法登他000002,6,"董  事",李振賢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iTpuWZtPd_TCsCzDfUHmePEOrvWEUelloqSUmLm7dv4bSh-7p_aM87piGQ==
087法登他000002,7,"董  事",林宜靜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ajipPjw9kislak0O98G3bWoKzWLZG_URNKKW9T9D_ATlpLUqwyY-NuBjIw==
087法登他000002,8,"董  事",郭秋平,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DCQtWSGMPHw6yTXWAxYqSGtArtyZ6AuI3YCdtcykESb5MhfKfR7_DWiLTA==
087法登他000002,9,"董  事",鄭金利,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sbHS7v7rGpmGNg_Tf6f-B_T6bOHIpNEBmNRBYSholIsNcUBDvr9gZ-YlmA==
087法登他000002,10,"董  事",陳秀卿,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SpqyYu5vHkWDvCH9fCp6F5yzpbVG86lUr-6mebcuGln6bpG7GPvKGuHJxA==
087法登他000002,11,"董  事",鍾文琴,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tGwYgcaMub5mLuIXNoYDiHDR5AAI5X-GwtsvXg6pTSvVaM_vIyB_SyqHJw==
087法登他000002,12,"董  事",楊月花,https://aomp109.judicial.gov.tw/judbp/whd6k/q/R0mYNx6o8I6JXozercUwjEOg__6kSROy_aU6JbBfZArJnak_8WmtyiwtNQ==
087法登他000002,13,"董  事",林高榮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iYG4D62-FlXXRMojuZvHC4APu8DxSLawcZEpsMKJkXc_3mkgUdV3oGbI0Q==
087法登他000002,14,"董  事",廖學忠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/liv85zu7Pp8gQ7ADQrF3hy5P3bKiaZ-smqGZhRLx_eDGBb4Ueg9lkhMgrA==
087法登他000002,15,"董  事",林福樹,https://aomp109.judicial.gov.tw/judbp/whd6k/q/q27EYIj1pp7Ycn0xn5BIySxP9aOrNHwxzGnDcLhSWySbNT2wrFm3LWwKmQ==
087法登他000003,1,董事長,釋證嚴,https://aomp109.judicial.gov.tw/judbp/whd6k/q/w6lshzmyLX4n7IteonyjM-ZDq_0n69Exok4rQ7Dyld3V_RIKcKs7M_w7Xw==
087法登他000003,2,"董  事","印  順",https://aomp109.judicial.gov.tw/judbp/whd6k/q/8AebqZrUw07jf18dXfOZ_5eTJeBQIcj5-eo89mmS1zNqlQBl1wWXr636Kw==
087法登他000003,3,"董  事",陳烱明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MVtcivpc2RXg56xf8nUY6EoMQ8B6rBEiR4xFMtKTDszsz4nYnUdJJ9PCYw==
