登記案號,序號,分事務所地址
111法登他000022,29,台南市東區林森路2段192巷25號（台南市委員會）
111法登他000022,36,雲林縣斗六市府前街62號（雲林縣委員會）
111法登他000022,37,連江縣南竿鄉介壽村63號（連江縣委員會）
111法登他000022,40,嘉義市大業街88號（嘉義市委員會）
111法登他000022,42,花蓮縣花蓮市公園路27號（花蓮縣委員會）
111法登他000022,43,屏東縣屏東市公勇路99號2樓（屏東縣委員會）
111法登他000022,44,嘉義縣朴子市祥和一路西段2號（嘉義縣委員會）
111法登他000022,54,南投縣南投市文昌街45號3樓之1（南投縣委員會）
111法登他000022,58,澎湖縣馬公市治平路28-1號（澎湖縣委員會）
111法登他000022,60,台東縣台東市民族里博愛路430號（台東縣委員會）
111法登他000022,61,桃園市桃園區成功路2段149號1樓（桃園市委員會）
111法登他000022,62,基隆市義西路10號（基隆市委員會）
111法登他000022,63,新竹市民富街161號（新竹市委員會）
111法登他000022,64,台中市西屯區大隆路40號（台中市委員會）
111法登他000022,65,宜蘭縣宜蘭市女中路27號（宜蘭縣委員會）
111法登他000022,66,新北市板橋區中山路1段50巷17號3樓（新北市委員會）
111法登他000022,67,台北市中山區八德路2段232號地下1樓（國軍退除役人員黨部委員會）
111法登他000022,68,高雄市三民區建國一路463號（高雄市委員會）
111法登他000022,69,台北市中山區八德路2段232號地下1樓（台北市委員會）
111法登他000022,70,苗栗縣苗栗市自治路518號（苗栗縣委員會）
111法登他000022,74,彰化縣彰化市西勢街192號2樓（彰化縣委員會）
111法登他000022,75,新竹縣竹北市縣政二路101號（新竹縣委員會）
111法登他000022,76,金門縣金城鎮民權路154號（金門縣委員會）
111法登他000029,1,基隆市基金一路110之87號　　　　　　　　台北市北投區公舘路423巷8弄15號1樓
111法登他000029,2,"台北市南港區重陽路132號1樓　 　　  　　　新北市板橋區忠孝路214號"
111法登他000029,4,"桃園市中壢區甘肅一街29號　　　  　 　　　花蓮市美崙中興路75號"
111法登他000029,5,新竹市光復路1段531巷72之8號　　　　　　台中市西屯區甘肅路1段67號
111法登他000029,6,"彰化縣和美鎮彰美路5段160號　　　  　　  　南投市民族路615號"
111法登他000029,7,"台中市豐原區豐原大道3段199號　　　　 　雲林縣虎尾鎮公安路201號"
111法登他000029,8,"台南市新營區東興六街49號　　  　  　　　　台南市中西區西賢一街139號"
111法登他000029,9,"高雄市苓雅區中正一路305號1樓　　    　  　　高雄市岡山區竹圍東街182巷12號"
111法登他000029,10,苗栗縣竹南鎮竹興里博愛街518號　　　　　嘉義市西區保安四路52號
111法登他000029,19,屏東市大武路303號　　　　　　　　　　　金門縣金寧鄉環島北路2段579號
111法登他000029,22,宜蘭市自強新路171號　　　　　　　　　　台東市正氣北路255巷74號
111法登他000029,23,澎湖縣馬公市成功街75號　　　　　　　　　連江縣南竿鄉福沃村63之1號1樓
111法登他000029,24,蒙古國烏蘭巴托市巴彥朱日赫區南揚州街40號2樓口琴二期
111法登他000029,25,"（AMANKHUUR-2, 40 Building, 2 Floor, Namyanju Street, Bayanzurkh District, Ulaanbaatar, Mongolia）"
111法登他000029,26,吉爾吉斯共和國楚河省波克羅夫卡區蘇維埃街185號
111法登他000029,27,史瓦帝尼王國霍霍省墨巴本市馬龍給鄉農莊2號地段187號
111法登他000029,28,"（Portion 187, Farm No.2, Malunge Township, Mbabane City, HhoHho Province, The Kingdom of Eswatini）"
111法登他000029,29,越南胡志明市新平郡第二坊紅河路11A號6樓之2
111法登他000029,30,柬埔寨金邊市森速區烏巴克恩分區蘭花城（北橋）向日葵路56-58號
111法登他000029,39,"（#56-58,St Chhouk Roth,Borey Orkide(Northbridge),Phum Orkide,Sangkat Ou Baek K'am,Kanh Sen Sok,Phnom Penh,Cambodia）"
111法登他000029,40,約旦安曼市阿布敦區烏米亞德街10號1樓公寓3
111法登他000029,41,菲律賓馬尼拉都會區曼達盧勇市多明哥格瓦拉街卡爾巴約街角11號諾基斯大樓2樓1室
111法登他000029,42,"（Unit 1, 2nd floor, Norkis Building, No 11 Calbayog Corner, Domingo M Guevara St., Brgy Highway Hills, Mandaluyong City,"
111法登他000029,43,"Metro Manila, Philippines）"
