登記案號,序號,分事務所地址,網站連結
110法登他000045,1,南投縣南投市信義街5巷1號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Zie91cScPURWSixLCb32s9tH6atTgJgtn2p4z9qZsEyUkUNBHBTYEkPMKdc=
110法登他000063,1,南投縣南投市信義街5巷1號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pr5kHsM-TJFwxgpX1cv-bfaLhzEKLnTuH4-bpUDKmWnLEz15SJkKkyG2Yd4=
110法登他000079,1,臺中市西區自由路一段140號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/y1I94SzYbol7xt9TLhNr6UDz9KjcPVW3dl86WoDb25hngLKc8RF2jczkJ6k=
110法登他000079,2,高雄市前金區六合二路281號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iapC-YOgryihRkFfi4d6srQ3Tj7iAmQ0OmTYXasgrGTeVadam38Vh64joxw=
110法登他000079,3,臺南市中西區府前路一段155號之1,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_sMuWoZGAEFp9SLxCIiIHHMtFTH0dsnz9gAHhbi_-tVmoRzyUangCyZefs4=
110法登他000079,4,桃園市桃園區中正路48巷2號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6tGi8hQKaBBvPkwI648tQYAOlyX3L2k5Wy4KIHqm3B1NNUx2k19dPQpE0OU=
110法登他000079,5,新竹市林森路29號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qMVll8_1IHto-ttAbV8_vJTkMq_tm5azA1rhu9sN_Qv-X60MxvPe4A6YOf4=
110法登他000079,6,苗栗縣苗栗市中正路510號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BEVUcDWU2lhaMMZbUPBDFFclVSuU8Usr6jvejCZDPV15aNLnRSiYxrIZyjE=
110法登他000079,7,南投縣南投市復興路101號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/knn0-tuJDKJjyHeg7lYDBB0l2xLke8E-vksWo1BSHhCsqbbFXbfLUk-1d1I=
110法登他000079,8,雲林縣斗六市文化路27號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ezFXT0USIjBFW4FEYSVFK6CBanmGsgbYW4mXFfGJL3dl369jZceubhr3HMc=
110法登他000079,9,嘉義市中山路306號5樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/g5YVlL9YzyBo9uFQ7InrWZIRUw5vjLV2C-SmwC7XAxs481rSHnaqw41emj4=
110法登他000079,10,屏東縣屏東市中山路43號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Tx-WjpATaORPqhQ88D8cJkbh193VWE-yIJceq9fU5Qfxq_R3esGmdPoW--s=
110法登他000079,11,宜蘭縣宜蘭市舊城南路50號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9cvXCQpU8UbCzBIfe__ZRe-ZBhyRPq8PkWbhluqJKzKeIMbySDouNAA4rhE=
110法登他000079,12,花蓮縣花蓮市公園路3號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SM1phM1VggRC8hsFwzIVohvawU7vDzwWx2d2PJ34yCr7vl7q2AhyhKWXfng=
110法登他000079,13,臺東縣臺東市中華路一段373號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Zcno4Lj0UJUsPINieTTTQ08DZ3_FYbU3JHwmudGqc4PeXyUmUnt2dO-Qh34=
110法登他000079,14,澎湖縣馬公市仁愛路24號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gxm-qqC0g4zKCXdDnoAruBjtniB8_i_vQK_fcy8TrUCKEKv0LopX7GDoZHY=
