登記案號,序號,分事務所地址,網站連結
094法登他000007,1,臺北市信義路四段二十五號十一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/RWAdsEUCIc1oa5-LuW3pcSjeuUXLRXEu8_BiCa4w7Af4L-z1eJsn1ARwPdc=
094法登他000020,1,南投縣草屯鎮虎山路三三二巷一六六號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oyeg4MEkjkTG_kEgWKOZFAgS6gGhz78VEHGsCvyFpM0G4_hKdeSD1FJ3IGI=
094法登他000029,1,臺中市西區三民西路六十一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6M3z1NAjk6eJmuK5Buskuf3ovzvAromoDAQ7y1xsxDlI9rbwFWFnlKL6PK0c
094法登他000050,1,臺中市北屯路三六０號八樓之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EMLD8PETGmUcTl65PxXdw9nncQszEAcS2ln0LAgPwnfEAD7WmiR2NUMpGYo=
094法登他000050,2,高雄市自強一路二十二號五樓之一Ｂ室,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Z27R7c2Y0YvynjBnCVnhSQHruuD6qiVGByBleZC1cRZkbuygdkqcf5hcCv4=
094法登他000050,3,臺南市東門路一段三五八號五樓之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ufSZON0fgyQaOxTbIkB8fBXciXKzkeNjmzdAHI7fMD12RC56Uucd-roZfl4=
094法登他000050,4,桃園縣桃園市復興路五十一號十二樓之四,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dUo00_nFXjUWCqx65ooqeYEfc9eWefemza93NiIuLo1I3hMvX-42kpT_HvQ=
094法登他000066,1,"通訊處 :桃園縣新屋鄉社子村番婆坟七鄰三之十二號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/p87g00h0DrH0QmLKjuTXGWpbmUnAjvCP75Ha4FQTtgicYciP5VNXrkRPSWD9
094法登他000109,1,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yUlkrzFK6Pl5eC5Lvd-p3qob3SrA3tJL4C-NOtkqKZxuecg2djSsKBjcnaW-
094法登他000115,1,南投縣中寮鄉龍南路二七七之二十號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Pi8lpH2FxY7Okw4yIyQpTlxmYHLJmpvo11wwSCDF54LMeGNHSpIRNYoaOOY=
094法登他000120,1,臺北市信義路四段二十五號十一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yoGHRJCLtc64eUYXaMae3xpF70E3EsVKjwNuCTR7yPTxxBUKwbKfPzEqT_I=
094法登他000128,1,臺中縣豐原市豐年路十五號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Q8E4dNiNPIEQl3oVU01WIdxsJPbj7WrCUY6e1STIm0XVm1Bd3QmmKDR26-Q=
094法登他000144,1,臺中市西屯區甘肅路一段六十七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Aao3J85R6q2G5Iik9H_pyWrc_JH_S3g63HG87XG9wmq6V3CecPUmb3BaR242
094法登他000144,2,臺中縣豐原市圓環東路七０七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uTmZdI018Yfvcsf84a4RQjgB6JjY-pKAylSIVMUad4VpXCs78EQ-lDRSnCMS
094法登他000149,1,嘉義市五福街一三一巷九號(嘉義辦事處),https://aomp109.judicial.gov.tw/judbp/whd6k/q/mYvDVqw0QCTpayLJXfTbOYDY67tyO5BF99LxuXbK_81DLpgnCmhbs06Abg9t
094法登他000150,1,台中市西屯區台中港路三段一五八號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dj24r684cwQnyDkxO02K1n5IPQtHsQTqCj9mRSVfitAPphYPELs0E6m4OiA=
094法登他000153,1,臺中市西屯區工業區三十七路二十五號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PXDlrBzwb3aWRNQ4jiMvkBuXFTyo_E-DLtjWPHv56EutmvpnRGYMEXGggzw=
094法登他000153,2,臺北市大安區信義路三段一六二號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LDz1is3o6YKW9UXY9EgciiUneRfqGvhbzCGw3Al4tK8XB4rSHd8mFUT-mhM=
094法登他000176,1,台中縣大里市東榮路四八三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Nt0DfzBzZ55eQvMccvmf8Clhd83195EbxCirHNsiBMzcWJiQoaJ9B9vdQfY=
094法登他000190,1,臺中市復興路四段二三一之一號三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/H1peCc_lLbz85MgwwZ8AWTE3SiIA6maGcEaBiEMe0UyL-ovXTyXUoMLzIH8=
094法登他000190,2,高雄市苓雅區自強三路七號七樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xjpCERQnTohUvTzAIRbS7SGgHaptxlKfEo92qF4fpl87LRCnNY3pdCziwXg=
094法登他000190,3,臺北市南京東路五段一０八號四樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/86_0rx1TDQ-g70sc4W-OMX8TUGvzD08axD8OcEkeQRs1AZ083sqrLkDaOVU=
094法登他000214,1,臺北市中山區建國北路一段一五四號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fp8AE4ov8YMYh3T0UAxK8SX8RYSFKQrwi1uLZtx4WoO8PM7mw3eOYq6TPksb
094法登他000229,1,臺北市民權西路九十一號十一樓之六,https://aomp109.judicial.gov.tw/judbp/whd6k/q/O7xtHJsbESiWW9qoLgqxr8Sd-IFHLFO8qj2TSqSWnSHIrnbICaSo35dyoHY=
094法登他000284,1,臺北市信義路四段二十五號十一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NwVPI78fCfh34KlTjWM97Ruu4uMvQ_F3mG9nE77LSwS5pIYFh-YcusPs2vM=
