登記案號,序號,分事務所地址
105法登他000003,1,台東市中興路110號
105法登他000003,2,台北市大安區羅斯福路2段75號8樓
105法登他000003,3,新北市新店區順安街2號B1
105法登他000003,4,桃園市龍潭區百年一街2巷10號
105法登他000003,5,苗栗市中正路113號
105法登他000003,6,台中市西區三民路1段174號11樓
105法登他000003,7,台南市永康區復興路303號
105法登他000003,8,高雄市苓雅區凱旋一路3號3樓
105法登他000003,9,屏東縣鹽埔鄉新圍村德二街42號
105法登他000010,1,台北市松山區南京東路5段108號13樓
105法登他000016,1,台東市長沙街三０三巷一號
105法登他000023,1,新北市深坑區昇高里8鄰向天湖1號
105法登他000120,1,高雄市新興區中山一路三０八號四樓
105法登他000143,1,基隆市基金一路110之87號　　　　　　　　台北市士林區德行東路314號1樓
105法登他000143,2,"台北市南港區重陽路132號1樓　 　　  　　　新北市板橋區忠孝路214號"
105法登他000143,4,"桃園市中壢區甘肅一街29號　　　  　 　　　花蓮市美崙中興路75號"
105法登他000143,5,新竹市光復路1段531巷72之8號　　　　　　台中市西屯區甘肅路1段67號
105法登他000143,6,"彰化縣和美鎮彰美路5段160號　　　  　　  　南投市民族路615號"
105法登他000143,7,台中市豐原區圓環東路707號　　　　　　　雲林縣虎尾鎮公安路201號
105法登他000143,8,"台南市新營區東興六街49號　　  　  　　　　台南市中西區西賢一街139號"
105法登他000143,9,"高雄市苓雅區中正一路305號1樓　　    　  　　高雄市岡山區竹圍東街182巷12號"
105法登他000143,10,苗栗縣竹南鎮竹興里博愛街518號　　　　　嘉義市西區保安四路52號
105法登他000143,19,屏東市大武路303號　　　　　　　　　　　金門縣金城鎮民權路173之1號
105法登他000143,22,宜蘭市自強新路171號　　　　　　　　　　台東市正氣北路255巷74號
105法登他000143,23,澎湖縣馬公市成功街75號　　　　　　　　　連江縣南竿鄉馬祖村26號
105法登他000143,24,蒙古國烏蘭巴托市青格勒太區觀光街台灣會館205室
105法登他000143,25,"（Room 205, Taiwan Center, Tourist Street, Chingeltei District, Ulaanbaatar, Mongolia）"
105法登他000143,26,"吉爾吉斯共和國楚河省波克羅夫卡區蘇維埃街185號（No.185, Sovetskaya Street, Pokrovka, Chui Province, Kyrgyzstan）"
105法登他000143,27,史瓦濟蘭王國霍霍省墨巴本市馬龍給鄉農莊2號地段187號
105法登他000143,28,"（Portion 187, Farm No.2, Malunge Township, Mbabane City, HhoHho Province, The Kingdom of Swaziland）"
105法登他000143,29,"越南胡志明市第七郡新豐坊第二區44街34號（No.34, Street 44, Quarter 2, Tan Phong, District 7, Ho Chi Minh City, Vietnam）"
105法登他000143,30,柬埔寨金邊市桑園區堆帥北第一分區5號村374號路門牌44CEo
105法登他000143,31,"（44CEo, #374, 5 Village, Sangkat Toulsvay Prey I, Khan Chamkarmon, Phnom Penh, Cambodia）"
105法登他000146,1,高雄市小港區高坪卅二街20號
105法登他000146,2,台中市西區和龍里21鄰台灣大道2段16號9樓
105法登他000146,3,宜蘭縣宜蘭市中正里11鄰中山路3段152號7樓
105法登他000146,4,苗栗縣頭份鎮廣興里11鄰廣興224之5號
105法登他000146,5,彰化縣埔心鄉舊館村7鄰興霖路136號
105法登他000146,6,花蓮縣吉安鄉宜昌村3鄰中華路2段11號7樓
105法登他000146,7,桃園市桃園區武陵里7鄰復興路110號8樓
105法登他000146,8,新北市三重區中興里19鄰重新路5段646號2樓
105法登他000146,9,台北市北投區大同里15鄰北投路2段13號7樓
105法登他000155,1,台中市西屯區安和路168號2樓之6
105法登他000155,2,嘉義市仁愛路347號6樓之3
105法登他000155,3,高雄市左營區安吉街449號
105法登他000155,4,花蓮市富裕七街28號
105法登他000174,1,南投市彰南路1段893號1樓
105法登他000223,1,台北市四維路52巷24弄2之2號
105法登他000237,2,台東市中興路110號　　　　　　　　　台北市大安區羅斯福路2段75號8樓
105法登他000237,3,新北市新店區順安街2號B1　　　　　　桃園市龍潭區百年一街2巷10號
105法登他000237,4,苗栗市中正路113號　　　　　　　　　台中市西區三民路1段174號11樓
105法登他000237,6,台南市永康區復興路303號　　　　　　高雄市苓雅區凱旋一路3號3樓
105法登他000237,7,屏東縣鹽埔鄉新圍村德二街42號　　　　花蓮市順興路149號
105法登他000237,8,彰化縣員林鎮靜修路55號2樓
105法登他000238,1,高雄市內門區內南里大學路200號
105法登他000318,1,基隆市暖暖區興隆路14之3號
105法登他000324,1,基隆市信義區東信路178號1樓
105法登他000324,2,台北市中正區博愛路164號5樓
105法登他000324,3,新北市土城區青雲路138號2樓
105法登他000324,4,台北市士林區士東路190之1號4樓
105法登他000324,5,桃園縣桃園市成功路3段1號1樓
105法登他000324,6,新竹市北大路168號3樓
105法登他000324,7,苗栗縣苗栗市中正路1149號1樓
105法登他000324,8,台中市西區自由路1段91號5樓
105法登他000324,9,彰化縣員林鎮中山路2段281號4樓
105法登他000324,10,南投縣南投市中興路757號2樓
105法登他000324,11,雲林縣虎尾鎮明正路42號
105法登他000324,12,嘉義市林森東路286號2樓
105法登他000324,13,台南市安平區健康路3段310號3樓307之1室
105法登他000324,14,高雄市前金區中正四路245號3樓
105法登他000324,15,屏東縣屏東市棒球路10號
105法登他000324,16,台東縣台東市浙江路310號1樓
105法登他000324,17,花蓮縣花蓮市府前路15號
105法登他000324,18,宜蘭縣宜蘭市縣政西路3號
105法登他000324,19,澎湖縣馬公市西文里西文澳309號
