登記案號,序號,分事務所地址,網站連結
105法登他000007,1,台南縣東山鄉東山村５００號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/k5CCVyhZwfg4sRP1pd2yO8B_gwKMpZcOoytl0dMhrUl1NavpyqNEpBbrK4g=
105法登他000007,2,台南市北區北門路二段３６２號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XRrkZ05n42ojJRgo9xiMePA4oQJyW4OxGrhZ8DQkdnnMN3D0PFm7kQNZya4=
105法登他000032,1,台南市南區新建路47號4樓之5,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3V05T1uvG6zA-jphmXFyHonVlGfLN04AOpbmDdQxqjwd5e5YRE63w_DTvHY=
105法登他000046,1,台南市麻豆區小埤里2鄰苓子林２０號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UP5OtewJUGP7PUQr0ohmpcTbTVe-ERaLULuXGqecSRA0CVfmNWK5SNrogms=
105法登他000082,1,台南市安南區安和路６段１２６巷５６號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9HPVbfpCUWUrJYWkPA7s6oAnm5TtzI5PYBi11PdChMTmm2Jq58DcdCL7FEY=
105法登他000095,1,台南市安平區永華三街３３３號６樓之１,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Iwty4rmt8m5j03rhuXKxznsiBW2DX8l_eZz-G15WWSR2ASrhWWShmfpqhOA=
105法登他000124,1,台中市大里區仁愛路175巷88號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/u-hSwt8W1QCWM0hYvRKUfR1ZTdLrEZSXKAk4SSovlB9dAbVoYlFLIl_WV2w=
105法登他000140,1,高雄市三民區長明街２５號２樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8g86MBSliDlJqV4uslq36Km1NNITHaLp9Y1VCIIhKsmYGgnPAFlpfQRDrOs=
105法登他000194,1,台南市裕敬一街三七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/38mQrFrXAb4WTZyrp6zd9zNNPDZKbiuOcmW_n9lD0EcAhZBtujunmRzGxQ==
105法登他000194,2,台北市南深路二一巷十六、十八號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W3I9hy1D5g4TbWxn-Mrfa3yik-0XydCB7a8aBJUMEh0VHCeIt7qFaXuarQ==
105法登他000194,3,屏東縣泰武鄉佳興村二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SyIDtfhn2Jk-5Qptwg1G34Nvl3lFO2wupkLP0CMeSHLiWLjLs4x6mV-k_Q==
105法登他000194,4,屏東縣來義鄉義林村七一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/75xVBqTQ1yQA0veSpPLXGBpJCGFHcExlhk5rwLi0Y_Rfrf1LyvCXmeW3pw==
105法登他000194,5,屏東縣來義鄉義林村大後路一二號之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hfiOp5YZugSpBsO-kl_ZWi4kW5A8fVZprAnZvQrF7-B_2mpAmAz3XO8eGQ==
105法登他000194,6,屏東縣來義鄉古樓村中正路一三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/a1ZGcZDUFDfW74MoznRHZy4Q1YAzpUGN4acjSDBQkfx0OF1-05EWfArkfg==
105法登他000194,7,屏東縣潮州鎮三德路80號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zlo6QD6BQX8_ZQQXpsiE-RUw3YEdf85Tf9EHPPN5I6Bum9hT3C0uaS3OBg==
105法登他000194,8,屏東縣來義鄉丹林村古義路31之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KyhDlS_kdk0njeWs861KNIt7iDBs1Bl7Ok1lwwRk5sYZtqE-_YR5SKKDxA==
105法登他000220,1,台北市內湖區東湖路１４１之１號３樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Iw7GOFgdn0irZp7IFWolIUIo84y1rgllebxLMQ2xO8YbmL4QlaPqcsk-atU=
105法登他000235,1,台南縣東山鄉東山村５００號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oFwnWg0rWcfQQJareHPeL-4483eUNAqoRUyZWavWnxWNtptv4RtyorDkcH8=
105法登他000235,2,台南市北區北門路二段３６２號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PllZVpROH5AaXhe9ZuS7g87MhXJDrATNRjZx7O-9hAW_uSjvsT4Iac-NX5k=
105法登他000268,1,高雄市三民區長明街２５號２樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XbveveLT3y-InK5zvRJuPtJdbnGVcXkTQ2zOjh-BzeVRvgQEje2Bs3haKlE=
