登記案號,序號,分事務所地址,網站連結
082法登000147,1,台中市西屯區中港路3段123號14樓之7,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OIKMbLM1S5QTrzS5y9UMXnKqTdr0m4PRpHDYjZrBz-oeuce21bX4MCw=
082法登000147,2,嘉義市仁愛路347號6樓之3,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OJpvSLjejujdmO4j3FhSHMqA9RL7G862hMWj7gNmfTIBIjkSZHV4LSg=
082法登000147,3,高雄市左營區安吉街449號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dnkxZ-lbtufsfYsZxb9X_8PH5_VXXv05ULR6Uv2uT3W-mwOYx0NAeqw=
082法登000147,4,花蓮市菁華街4巷1弄6號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jh7-7MSIjkruq7gTA5yedgkjUnGDS99_puLQeHfjKwpq14k6NdOSJYY=
082法登000150,1,台北市中山區大直街20巷18號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KPOfky1im6vdc1NCBU0YgvTZFzcLQ_-gQ6DK80Rt8mgugfsJDpmyz-i9
082法登000150,2,台中市北區進化北路369號7樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qtpAsHE1W1BuXI50SloNQO4PEs56FDv9Hj0v7arTHn13OVsmO-qPfY9o
082法登000150,3,高雄市苓雅區中山二路412號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kcCYTZSY2XjK1z7O7mm0802Z1Fg-HUldxv30BhDrDvX0xOVv6NLFLcl0
082法登000150,4,桃園縣平鎮市延平路1段168號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cM7b-o-1AgWtu1Inruvp3eQ0ujcbBqnhWY052HMJkMA22WpRnsYv7BlW
082法登000163,1,新竹市科學園路127巷2弄3號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/af8Z1Bw3uNN48rB4ryGlA9cf7hlNqosLu0QXD7uNEjqg03OMwcDskr2S
082法登000163,2,高雄市三民區德仁里自由一路2號10樓之8,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uFV-c67CJPBZLofBSwbUATgTgZ6vs4jKobDxXS9YHt2MnnsO8Z1_p-nK
082法登000224,1,台北市信義路三段一六二號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lLmOzE85E2SebEuse6_x5L2vCTt0MChabFsXpGuFuibJY9rnTTAbsg6d
082法登000349,1,台北市新生南路一段一四三之一號三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TSnDB-wIviJsTG8SPdOR4eaY6dA3UXM1pmlGNnmVqtl6EiWK1ju0AuFo
082法登000352,1,台北縣深坑鄉昇高村八鄰向天湖九號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JbSeNge6pEjl0bwR_e45WihRQgNjmpbWFk_ok2vbRKBiazt7V5n7Asdr
082法登000359,1,台北縣新莊市中正路五一六號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Hyr9-QFnjBBB2mf2Uap-p2F79Du-huEmLrRHrd_cPuoLI_FzrNAZyD9D
082法登000383,1,高雄市中一路一六七號五樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oWaQixQ4PJDSXjImUmmqi-68ywtyQb3AthjzrLZ0-Y5r_pSDaC13MJ4=
082法登000383,2,台中市中港路一段三九三號八樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3cNLSigYPDWF4lIfaMFqhYjHW-mjnYF766W-HlhRonTbo4S-e_lPfU4=
082法登000421,1,宜蘭市民權新路一之二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yvvvQ6XYvNcjGIJCZbzfazub06xZ2cnEC7p8DGwNhdi4_4lNp99eYFU=
082法登000421,2,基隆市義一路二０六號五樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/RpI68oYy7NUnIrJbkrD3qgHnIEcQ68rBj8pRKxxMxWTEk4kP05IVBqs=
082法登000421,3,台北縣板橋市文聖街一九六巷一號四樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dA0J7eUXspQ_GsxV3IH8Sol1jWDsfa1WaNjaiMOEq8GA_Aiym40Sk4A=
082法登000421,4,台北市光復北路九六號三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qjdtPGWnuHUnN5UhQ0kzIP6B7PzHQiZeoDLfuQ1yjo6dLHvBacO_rLE=
082法登000421,5,桃園縣桃園市育樂街七一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fh-OxbhSIRrnrhPueIp_53W7SHWnx3jeSE-DFeLOSMvTUpeB66nOnyA=
082法登000421,6,新竹市西大路六四０號二樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aAFzKQEhGF4NZbY60flyrJRR9f_X-5QDdwsmmpXJ_s88d1Tz2UkEW9o=
082法登000421,7,新竹縣竹北市民權街二九巷卅九號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/adssU-NYgELYL6rkN8uyIpB0LAwsIv_kIy5tRHkCJ-d__c2InDX2I8Q=
082法登000421,8,台中市三民路三段二０九巷二五號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-BeNdUtxQXDM0Rofg25xOsxQe81cKWLNCZPR3EHJGDQtKjemAs4-Nq0=
082法登000421,9,彰化市中山路一段五四四號二樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jvMBhhGI1z5XCSnVtwwWHhJjMGRRLJPdAh7449ywI7QajZ5Z4aezmOk=
082法登000421,10,嘉義市徐州六街三四號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cWUXUBKFCaChd6mFG054WuRP_KsfkxtEwJfvt8Gn472iJ_TJJpL6WUA=
082法登000421,11,台南縣新營市新進路二段二二六號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qC8uGqOpYwe0sivjhXzZO9L2WZoFGZ7T9AZNcgoahc9m1VdOHv96jGs=
082法登000421,12,台南市新興路五一七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/B08sMgolXo3ishZxYMRW-oer13eZA4_0k7g3TuBpqck8oUaHaimMbL0=
082法登000421,13,高雄縣鳳山市府前路二九號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1-OupBxiKOcJ_jjNCpNyN8Q5ncsThr7Bx1H0RauiBhm_l_t2GrH9FS0=
082法登000421,14,高雄市苓雅區興中一路六二號五樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qvZ8L4zI2MmI81kNiTy4Cdgl9WoA4gZz09qavtZ2C6XWOGUUIXijgYE=
082法登000421,15,屏東市瑞光路二段二九０號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qRGcDaMdVl20QApm4AjWUZO5oZKHUNu3IniBC18H4-zVyPtgNSXhJPI=
082法登000421,16,花蓮縣吉安鄉中央路五五四號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WkP0zsXr0dFWP-ZaEPzFJZRcbACS0GwVBMqqT0I1sPeB0aqYpDBRhNQ=
082法登000421,17,台東市四維路一段三八一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2OOIq71u1lcS0MOE-0eM_tPMIpBgysTTVpgks1b8kVFb1O7j466_Xq4=
082法登000421,18,台中縣豐原市圓環東路四九六號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bpsa3VU1kG50XDF_823_g4tGCq2ctWB5wi7CdwgVBJLeKN87wg6Kles=
082法登000421,19,苗栗縣通霄鎮平新一路九五號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9mx09T8LLDWy-wco0dpckaG5hgdLvhXNwEGN_UKQD6Sq1AK_kew2qSw=
082法登000421,20,南投市中興路七二六號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HoU3Hw6WqCwF1d3AQYsTHBgLR5N0dW-5DCH2w3jFXfCM9EeNBZG6o8k=
082法登000421,21,嘉義縣水上鄉粗溪村九九號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/n1NCI_xUSA0WCLTEsYEJDddJZD_DlT6_DC4bN-_w3OTxua6CfUOl8FM=
082法登000421,22,雲林縣斗六市九如街二五號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4Qiofp1apwW8MdWluTMCr8jqpVwmMZpjUzz8aVPAOXWXFBLx8wgVKZY=
082法登000421,23,澎湖縣馬公市三多路一四二號一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8Mf2AgjBuZ5Q6Fj_ijbNp-l0JqN_NmpI_gT5hUej8Mn9af4Xs0glSOg=
082法登000425,1,台北縣新店市行政街十巷六至八號及十二巷四至六號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GOU2_3Jdh4oygCGc3paxeIDQtl4nsBg9BQvGJpg1gZpsq1yXGW88RaY=
082法登000470,1,台中市忠明南路二七０號十四樓之一,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JvbZaKldoxRchJsVJi63vpUELx3adbzQcBNxcPJJUUrjCXHLUVD2ZIU0
082法登000470,2,高雄市苓雅區英明路二０四巷二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wwaYoxGYUXCUk_Bp_L6D9gJYa7Jj_PWf2sUNjRkdLRVN-EcdKnpvU840
082法登000611,1,宜蘭市民權新路一之二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ov17cAaOywcx52YtW5kk7Ewyq-eYrbjcfDR-RP1IiKS_1WwzNtGhrM0=
082法登000611,2,基隆市義一路二０六號五樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dntiMVIRL0h20X6ud7aLFNDvF4xAzWxdny5LDT31_bbn81DwuQZa7aA=
082法登000611,3,台北縣板橋市文聖街一九六巷一號四樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uF-ToFVW1q6xUnXNATTCGBjlTM75LsbpR16tqy_o5fahvTP_T0EtV4E=
082法登000611,4,台北市光復北路九六號三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/v55iBn3HCUlhRb3B7OOBU_zD627jbe-uEtxeu9rrdfzqNrw_72iZ-D0=
082法登000611,5,桃園縣桃園市育樂街七一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sY-DjvhCTNqSnvPQPvng_AnCqNG9HhLgqTO47N2i0kvGAcgiTbsbCMM=
