登記案號,序號,職稱,姓名,網站連結
064法人登000007,1,董事長,張介銘,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ak0DwV64KUsbKrsMvMB861eFdqlqEVge-_bGuZM507BgkYHpjNtZ_uue8Q==
064法人登000007,2,常務董事,胡夢鶴,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YTKlmCk9jxjJJpJo7m1Jp85wQojyV7Vq62r5KWGbPzjSadeLGVkpFd0yrA==
064法人登000007,3,常務董事,俞之三,https://aomp109.judicial.gov.tw/judbp/whd6k/q/82ZnAO1R4mvOohISipG32UyYPKsSKPxZh7vGaQjFBwdNauaT8A8gav2BOw==
064法人登000007,4,"董  事",姜瞻洛,https://aomp109.judicial.gov.tw/judbp/whd6k/q/83o6iDUGdK2co2uLjf4aUoezMeKpPQ2wf31BC9LgR3Wi2WEHqLEIMIvCLQ==
064法人登000007,5,"董  事",陳希漢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nM4Ls9Ow6vglkxdbQydgLNQyC8qZ1jQWYh1r_pR5BI9iVBBmg9LVvw1JIg==
064法人登000007,6,"董  事",陳　燾,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EMpWoH3g-6TD9wRquADJVcOcSWHLFM_IpqCiviHewEf4W7_4zAfYxWpAMg==
064法人登000007,7,"董  事",葉永春,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ctoPMqYC34uV2iDFsOYI5FworT-SznixU22dnrG4z-5E-orYMCO6d-C75A==
064法人登000007,8,"董  事",毛宗璇,https://aomp109.judicial.gov.tw/judbp/whd6k/q/B8AZgK8e2Zv1RDntoyLCIwR7lAeP26BbbEgMoymvIycX1QUSJBzvAFaUyQ==
064法人登000007,9,"董  事",俞泰興,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LCDn5KISum12P3e5uEGz31Dc1cVbxZDFdIQro1i5o56lxL2jq76RuKN68Q==
064法人登000007,10,"董  事",呂月伶,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2XMUwdVIlqC2PMgC_-X_o294l97XKXjpCKeTXndIvWjE5VtJePvvBfe32A==
064法人登000007,11,"董  事",俞美鳩,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TuCuLxl88J_bV48x82ZrL7U4UuYRv5mf_lb6Bh4sRv9vlRwC8c1YF77Edg==
064法人登000035,1,董事長,陳山龍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/v_Eco_lnWiMbkQ7btiyqUSjhqXSikmZs3PSqca0aOppYKe0JyZz8xMANwA==
064法人登000035,2,"董  事",盧清水,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OtmDlIK8BmukwUH7zDc-4hICBo8L7_1WuFDnszGjnL5SCHoi0buQsAwmsg==
064法人登000035,3,"董  事",王錦城,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YainmAL4Gxz7EUD26N0ANXvF2p7DB2OvEpgutl4UI-ZnZxqOAYlqp3T7uQ==
064法人登000035,4,"董  事",王文華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ju4lJ87JRk1z2rSZ4DRGBBgVTiME3Zlv5J6S6bH52lfaK_-oNbaIrgXixg==
