登記案號,序號,分事務所地址
115法登他000041,1,高雄市小港區高坪卅二街20號
115法登他000041,2,台中市西區和龍里21鄰台灣大道2段16號9樓
115法登他000041,3,宜蘭縣宜蘭市中正里11鄰中山路3段152號7樓
115法登他000041,4,苗栗縣頭份市廣興里11鄰廣興224之5號
115法登他000041,5,彰化縣埔心鄉舊館村7鄰興霖路136號
115法登他000041,6,花蓮縣吉安鄉宜昌村3鄰中華路2段11號7樓
115法登他000041,7,桃園市桃園區武陵里7鄰復興路110號8樓
115法登他000041,8,新北市三重區中興里19鄰重新路5段646號2樓
115法登他000041,9,台北市北投區大同里15鄰北投路2段13號7樓
115法登他000088,1,南投市彰南路3段840號1樓
115法登他000148,2,"台東市中興路一段110號　　   　     　　     　台北市大安區羅斯福路2段75號8樓"
115法登他000148,3,"新北市新店區順安街2號B1　　  　      　　桃園市平鎮區環南路二段265號2樓之3"
115法登他000148,4,"苗栗縣苗栗市中正路63之1號  　  　　　      台中市西區三民路1段174號11樓"
115法登他000148,6,"台南市中西區臨安路1段89號2樓　　　     高雄市苓雅區凱旋一路3號3樓"
115法登他000148,7,"屏東縣屏東市民族路140號　　　      　　   花蓮市中美十街39號"
115法登他000148,8,"彰化縣員林鎮靜修路55號2樓     　     　 　　宜蘭縣宜蘭市三清路2之1號"
115法登他000148,9,"新竹縣竹北市自強五路279號3樓　　　        雲林縣斗六市北平路192號"
115法登他000148,10,南投縣名間鄉彰南路145之1號
