登記案號,序號,分事務所地址,網站連結
101法登他000018,1,台北市羅斯福路6段110號1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gziLcNaP3p5gWkOk-trX_Xvsu7Meic_cSJXotE19EpI8lCsbr6A6NIvKhbc=
101法登他000053,1,新北市永和區永平路51號4樓（台灣基督教會－永和）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TeyKvcktU2_PQmLccGitGDMfaQfCnXal08A-7MBmPu4RxCZ4a407j3bCRfo=
101法登他000053,3,台中市南屯區文心南一路67號（來吧基督教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QILloRE_Bim7HY34PzE1WT8yMWG6jjj1ej51visXPKSIHTIIMEWIrYC9Shc=
101法登他000053,4,高雄市三民區信國路4號（高雄福音基督教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/x30NGnmYIC6izMaGj0vKKEDt3927IxdZdtyn4jAa_g6M5QovpzRohPdVRBU=
101法登他000053,6,宜蘭縣羅東鎮純精路2段62號（佳音書房）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GzmwWhJy22mHYcbJa9yY5iOrxkDmR5ozBk2KM5WsSyKmxETOYQhzhYMLQwQ=
101法登他000053,7,高雄市仁武區永仁街326號（永光基督教福音中心）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iUwWKP-tleaDFspiSOFOC5CIWoJUUlV16G0R_Zh_dXO234kgbktJhPdG5Lk=
101法登他000053,8,新北市新店區安興路21之1號18樓（台灣基督教會－安坑）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/46pdVc8zQ-aaB5aNQeJxZbyoDm8ebL3xQjm2s99gkdGx4sWH1TM0rQl3xGM=
101法登他000053,9,宜蘭縣羅東鎮四育路48號3樓（羅東佳音基督教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/v3q5hjRecV-Jv9rak5RGg09hJsHTzlpzyN93XQ-LbZXkWD9aF_rzZ9uOaf8=
101法登他000053,10,台中市豐原區西勢路427號2樓（台灣基督教會－豐原）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bzknKEeN1VANuwj_QAEbpY6gVKJiM7t7JbfElAPho4ckMfbtMkk0PC_b0fI=
101法登他000053,11,台中市崇德十路一段489號（台中國際社區教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tneUWpWf7A-WBZNo5yKAj5YmQK1qCY-qGWbh8ImFF6gHXJJYjQj17NXqO7U=
101法登他000053,12,高雄市鼓山區大順一路1037號A14樓（恩福基督教中心）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tu86B0LeGYZoNa0eithpox3LiyFVu5fEuBxq1IiLhu06hAXY9ieU5LSM4DQ=
101法登他000070,1,宜蘭分事務所：宜蘭縣宜蘭市慈安路27號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6c7HJFbFwplIo530em-_uRhs-pcvLrL2Gzju0LQNM_oVwSJvew2Sb6IDgyE=
101法登他000071,1,宜蘭分事務所：宜蘭縣宜蘭市自強新路171號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oiN_VMEMcDM6FFIXh9hP2wR3OdNOOVLQHuN3999KqzS0hC8-wJq9jrC9dJ0=
101法登社000009,1,宜蘭縣羅東鎮純精路三段105號（羅東辦事處）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wkecvWs5OARauaBxMbf1sbuMM_4ZVt8vx-Nutr61RCevFlgGvGzr_q2XfzE=
101法登財000008,1,宜蘭縣五結鄉中正路3段21號7樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Qlt_c_1Rbxc3bBcz268rQWoJYIFjcscLf2eCjuNfmahBkc0cFvPmBp83nOM=
