登記案號,序號,分事務所地址,網站連結
100法登他000004,1,台北市信義路二段二０八號七樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-MhN65iUWv9_Vkx7RH2p5e_tBvQ0R291F3y2sSQjfVrttnyhdzWj_rmMrU4=
100法登他000073,1,台南市裕敬一街三七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/d5vPGBB7ZQBC8tlPFXMp3_ejMvK1zOcp5Jbr9CPetaeCc-NeNR6-bT4LdQ==
100法登他000073,2,台北市南深路二一巷十六、十八號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iqryS3mBLimrv22td5XYo8ezy2TFAUq33dgZEVMgzoNyfiDgXDi1ZsZX9Q==
100法登他000073,3,屏東縣泰武鄉佳興村二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MW-suP3hhg9Cf3vXKZp8fEdBdPsMAdSsLk5eFcDtdyqYae8CW9VanuEBfQ==
100法登他000073,4,屏東縣來義鄉義林村七一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Er0s2k0OchggetX9yx0tjVHIUT23C21IQZIU_c6zhpu05wyDFEmYBbSJTg==
100法登他000073,5,屏東縣來義鄉義林村大後路一二號之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W4O5YWzmIhjVsRZt9b_dTP15hgIqgePOPCaI1oe33Pf4basXM5g6A1PxAA==
100法登他000073,6,屏東縣來義鄉古樓村中正路一三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DICPTv5DThg1Bt6BNCKcCXsSrm9fPBG6Ltvq_okCelJQgMhQyC8o4J-T2Q==
100法登他000073,7,屏東縣潮州鎮三德路80號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YGDk8z4nz83vRpHZdal8fxpN_Ntl89U6Xzbvmz2mGW6BjTmpyVKrNXdVWw==
100法登他000073,8,屏東縣來義鄉丹林村古義路31之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fW3AdL7noKfOw0vJF6g0GXjsJ-IyujFWhx43FdpiMDBWiAPMHgjILjrtew==
100法登他000076,1,台北市內湖區東湖路１４１之１號３樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/x0dO9lZbL6czLlPwGMeX6ltRCQPsw7YUZpMestsFjPhWI-X8WbXni2mTkUw=
100法登他000096,1,屏東縣內埔鄉建興新村１００號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ztDSlgi1xh0YljbWyztrWW3LDgmE12vDsVAPCbea_ZHzfkkTBcTecBUPNgU=
100法登他000125,1,台南市仁和路七十四號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ISUIGtjgFcs4ms6Hqo29FThWZNVNN_MIVkMKYEZmz1O_qGDFGCRw4BUZByI=
100法登他000161,1,台南市南區新建路47號4樓之5,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4uEtbKGKascI2XweD05qXPjcLSmbLMfndzBD60BVFfAl19vr3NYaz3RSU_o=
100法登他000254,1,台北縣深坑鄉北深路三段248號6樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sGCdinkdfH_DVC0MxL5NB_FrwL1yaWkC8_K_bQWhnR1vQty32snUv0PfoqA=
100法登他000257,1,"台南市勝利路８５號２樓C 室",https://aomp109.judicial.gov.tw/judbp/whd6k/q/WeZW2irK2bumBt4c-Un7nQ7Y6yfzAixYRl7NimWbwuKqCj60YQ8lGhrbfjw=
100法登他000274,1,台北縣深坑鄉北深路三段248號6樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wvzAhMqeZOdYoQd2QxGlTMjHMlurNB50kBq_BiRjq1URHWDvfvfKM_ld9Uk=
