登記案號,序號,分事務所地址,網站連結
103法登他000035,1,台北縣深坑鄉昇高村八鄰向天湖一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2qhMpuqUCRciJ0pwyuUwxjAUZlztqdmBFP_1GOLgzYpRt23d2gz3W_vMwA==
103法登他000136,1,新竹市經國路1段343之1號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vr0ZoGKogIm4-A46ZNpZY182Amur0US4cpzM3XP_7fxf0Qly2-sF70r8IfA=
103法登他000136,2,高雄市三民區九如二路583號11樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/paWELtLUjaC1uAfs1v9pu8PMe29HPHtPyoxhiB8CKdVulKECzmvbu615sLM=
103法登他000136,3,桃園縣中壢市環西路83號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Wmg6BCaUB0gn_8R4ZYkOABa8qF7tekRjspJRivB4uO7F4c3AcPf7AaQE26I=
103法登他000136,4,宜蘭縣宜蘭市慈安路27號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cUsTBBaHZJl4ldj4MhoPQQqmHF13jsNByR_EoVP9QEtCqIrrzBnOqw9JYsg=
103法登他000136,5,"花蓮縣光復鄉中山路2段129號 之1樓",https://aomp109.judicial.gov.tw/judbp/whd6k/q/RH3afQO_Ae-m5q4SH5mntKu2S_IbJPZ8ke_Qgh3D_k8o6-Fq_i_MqqKDgTg=
103法登他000136,6,台北市光復北路60巷19之6號地下樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IlkvEz-i6o71rZdpo3LcBswIjrgqeVmQwRdKLRqhBN0Pzi0e8SB15R3muGk=
103法登他000136,7,新北市三峽區國光街12巷10號1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nPSwR3ceH-2x7hZCQNrjBNWnIWjWv77vElU5piOtxoygjVJcvUqc8Y63Om0=
103法登他000136,10,嘉義市西區福義街12號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6A_izDcV6BG9hw9puWhYs-fxyjnZFd2r8BDnppMfYUhS47-LroRlGbgiYLk=
103法登他000136,11,嘉義縣竹崎鄉鹿滿村鹿山路60號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gXZgikgwxO88X07MWXuzJRM9Jso6mzaUBRK48k_9JerKFOD9iyBRALuurDY=
103法登他000136,13,苗栗縣大湖鄉大湖村民權路15之2號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ol3hRkBhXIwOIbowbXG6MID8TfRubcLvhaRC3olJEo2-AUSMAd-gn0p52QU=
103法登他000136,14,南投市漳興里漳興巷51號地下室1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sMIpGGVbQlue7uoisRiB7s4VOzMs2nPleP0L3IniXd0rhObeoohhNpFf7Dc=
103法登他000136,15,彰化縣和美鎮東發路190號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/K0hTT3-umMRJfaVixECiZYoXMSzOMOUlUk1Baf6V3ty4t8nqlfL1GIwHYsE=
103法登他000136,16,雲林縣斗六市平等街53號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WbCug0_eLo5PCqkCWejC4-ZJdE0SDNYLmWtI3Vh8zQEHrutja4Y_qtsk9CA=
103法登他000136,17,屏東縣東港鎮中正路一段10之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bnA-PiC6m9NAeFJr5OchjQb4WbqV5mx5IBN_PQydDZnQmI5fiH115CuMXac=
103法登他000136,18,台東縣延平鄉桃源村昇平路191號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yeqRt7ZeoG_ZdmKdi2TLvOh-1oobwPAaAIsjMzgSzygRx9K47RSnjcFTufU=
103法登他000136,19,台中市北屯區北屯路212巷9號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/A4fxsz6-b51jJWE8Mh0bmT-1GjR6DYPlKSs_H_HLDsPaA5Ins8vspH6Jp1w=
103法登他000136,20,高雄縣鳳山市濱山街6之6號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/RvvZF6MayeYCpf2EgPSmzLulY7sLHzwOYmcKML6Y2Utb6K0GYFS7xgYp32M=
103法登他000136,21,台南市中西區府前路一段283號5樓之4,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qko49eb8Peu6G8zgOELkZGqKahHKqruUt5L3zcBZgvV7sHyLq5s-J1qTO_8=
