登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
078法登000004,2,1,林朝松,58,0780109,0780118,0780120,3冊15頁,,0,徐靜淵,社團法人台北市湖南省益陽同鄉會,0780118,台北市北投區富貴一路五巷三號,聯絡同鄉情誼，發揚傳統敦睦精神，共謀同鄉福址，推進社會建設，擁戴政府，報效國家為宗旨。,入會費及常年會費,台北市政府社會局77.10.20北市社一字第三七四七一號函,永久,447695.00,1,0830822,0830822,0830822,,,,,,
078法登000009,1,1,林朝松,59,0780118,0780118,0780120,3冊17頁,,0,王忠善,財團法人台灣基督教道生長老會,0780118,台北市北投區中和街錫安巷一一二號,本法人為永久孝立之宣教團體，奉行基督博愛救人精神，研究教義真理，遵照聖經原則傳揚福音，設立教會並辦理社會公益慈善事業為宗旨。,捐助,台北市政府民政局77.12.22(77)北市民三字第二一九六四號函,永久,3159000.00,1,0830823,0830823,0830823,,,,,,
078法登000014,1,1,,60,0780131,0780224,0780226,3冊19頁,,0,王靜雯,財團法人台北市都市計畫文教基金會,0780224,台北市士林區福國路九十八號十二樓,以推展都市計畫教育及學術研究為宗旨。,捐助,台北市政府教育局78.1.4北市教四字第七二二九一號,永久,1000000.00,1,0830823,0830823,0830823,,,,,,
078法登000019,1,2,林茂雄,32,0780302,0780302,0780305,2冊5頁,1,1,柯長崎,財團法人台北市崇善基金會,0761202,台北市西寧北路一二二號二樓,秉承中華道統文化，推廣仁慈普化世人為宗旨，辦理照顧生活困難者及遭受緊急患難或非常災害者之生活，並協助其自立為目的。,捐助,台北市政府社會局76.9.14,永久,5650000.00,1,0780330,0780330,0780330,,,,,,
078法登000041,1,1,林朝松,61,0780501,0780508,0780511,3冊21頁,,0,張炳煌,財團法人台北市傳統與現代文教基金會,0780508,台北市長安西路二六一號三樓,為達中華傳統文化薪傳及開創時代性文化藝術之目的與推展各相關研究和活動。,捐助,台北市政府教育局78.2.21北市教四字第五０九九號函,永久,1000000.00,1,0830823,0830823,0830823,,,,,,
078法登000042,1,1,林朝松,62,0780501,0780508,0780510,3冊23頁,,0,邱仔懷,財團法人台北市建大社會福利基金會,0780508,台北市承德路四九七號,以辦理老人及殘障各項福利及社會救助等公益慈善事業為目的，以實現民生主義之理想。,捐助,台北市政府社會局78.3.23北市社三字第一００三一號函,永久,1350000.00,1,0830823,0830823,0830823,,,,,,
078法登000045,1,1,林朝松,63,0780509,0780517,0780519,3冊25頁,,0,陳漢強,財團法人私立中國童子軍陽明山活動中心,0780517,台北市北投區竹子湖路一之五及一之十號,推行童子軍運動並提供兒童及青少年育樂設施。,捐助,台北市政府教育局78.4.27北市教四字第一七０四七號函,永久,17310800.00,1,0830823,0830823,0830823,,,,,,
078法登000053,1,1,林朝松,64,0780522,0780522,0780524,3冊27頁,,0,"沈  蓉",財團法人藹諸護理文教基金會,0780522,台北市明德路三六五號,培養護理人員，改進護理教學，鼓勵學術研究。,捐助,教育部78.4.29台(78)高字第一九二五八號函,永久,1000000.00,1,0830823,0830823,0830823,,,,,,
078法登000054,1,1,林朝松,65,0780522,0780523,0780525,3冊29頁,,0,"黃  定",財團法人黃定文教基金會,0780523,台北市重慶北路三段二０二號,以辦理中等以上學校清寒優秀學生獎助學金為宗旨。,捐助,台北市政府教育局78.5.12北市教四字第一九三六二號函,永久,5000000.00,1,0830823,0830823,0830823,,,,,,
078法登000066,1,1,林朝松,66,0780626,0780628,0780630,3冊31頁,,0,釋曉雲,財團法人華梵佛學研究所,0780628,台北市士林區仰德大道2段110巷22號,在宏揚般若思想，菩薩悲智精神及促進國際佛教文化之交流。,捐助,教育部69.9.26台(69)高字第二九七三六號函,永久,10118236.00,1,0830823,0830823,0830823,,,,,,
078法登000067,1,1,林朝松,67,0780701,0780701,0780703,3冊33頁,,0,蕭炳彰,財團法人華夏文教基金會,0780701,台北市陽明山華岡路五五號大義館七樓,闡揚三民主義思想，促進三民主義建設。,捐助,教育部78.6.1台(78)高字第二五六八０號函,永久,1000000.00,1,0830823,0830823,0830823,,,,,,
078法登000068,1,2,林朝松,50,0780701,0780701,0780703,2冊41頁,1,1,邱仔懷,財團法人建大貿易有限公司職工福利委員會,0770817,台北市承德路四九七號,為謀求本公司全體職工之權益及推行各項福利事業，促進員工生活，以實現民主主義之理想。,一創立時就其資本額提撥5%二每月就營業額提撥0.15%三每月就每位職工薪津內扣0.5%四下腳變價之40%,台北市政府勞工局77.7.4北市勞三字第一０四八九號函,永久,2000000.00,1,0830819,0830819,0830819,,,,,,
078法登000070,1,1,廖宏明,68,0780703,0780703,0780703,3冊35頁,,0,錢胡美琦,財團法人素書樓文教基金會,0780703,台北市士林區外雙溪臨溪路七十二號,以傳播宏揚中國傳統文化為目的。,捐助,教育部78.6.1台(78)高字第二五六九０號函,永久,1000000.00,1,0830824,0830824,0830824,,,,,,
078法登000071,2,1,林朝松,74,0780703,0780925,0780928,4冊7頁,,0,張崑雄,社團法人中華民國自然與生態攝影學會,0780925,台北市陽明山竹子湖路一之二十號,研究推展自然生態攝影。,捐助,內政部78.1.13台(78)內社字第六六九六四０號函,永久,20000.00,1,0830903,0830903,0830903,,,,,,
078法登000072,1,2,,6,0780706,0780706,0780706,1冊11頁,1,0,董事長,財團法人沈力揚教授醫學教育獎學紀念基金會,0740620,台北市北投區立農街二段一五五號,獎勵醫學研究發展，培養醫學人才，提高中華民國醫學水準。,捐助,七十四年六月十日教育部台(74)高字第二三五三二號,永久,15000000.00,1,0780706,0780720,0780720,,,,,,
078法登000073,1,1,林朝松,70,0780703,0780710,0780712,3冊39頁,,0,黎昌意,財團法人中華民國熱浸鍍鋅防蝕技術研究基金會,0780710,台北市德行東路六之二號五樓,以研究熱浸鍍鋅技術及推廣其用途為宗旨。,捐助,經濟部78.6.20經(78)工第三二三五六號函,永久,1000000.00,1,0830824,0830824,0830824,,,,,,
078法登000077,2,1,林朝松,71,0780724,0780724,0780726,4冊1頁,,0,楊德壽,社團法人中國統一建設促進會,0780724,台北市長安西路二八七號四樓一五一室,團結全民力量，促進國家統一，建設成民有、民治、民享的新中國。,捐助,內政部77.11.12台(77)內社字第六五八五０五號函,永久,295000.00,1,0830901,0830901,0830901,,,,,,
078法登000084,2,1,林朝松,69,0780818,0780819,0780821,3冊37頁,,0,詹兆祥,社團法人中華民國膺復牙科學會,0780819,台北市北投區立農街二段一五五號,為聯合膺復牙科學之專家學者，共同以進步之現代牙醫學為基礎，推展膺復牙科學之研究，提昇教學及醫療水準。,捐助,內政部77.12.30台(77)內社字第六六一三四六號函,永久,700000.00,1,0830824,0830824,0830824,,,,,,
078法登000085,1,1,,72,0780821,0780821,0780823,4冊3頁,,0,林榮祖,財團法人復興崗文教基金會,0780821,台北市北投區中央北路二段七十號,"研究固有六藝學術、復興民族文化、重建倫理道德、提高生活素質、        增進社會福祉。",捐助,教育部78.8.10台(78)高字第三九二一八號函,永久,1000000.00,1,0830902,0830902,0830902,,,,,,
078法登000086,1,1,,73,0780821,0780823,0780826,4冊5頁,,0,李儒林,財團法人台灣區煤礦業社會福利基金會,0780823,台北市太原路十七號,以舉辦或捐助社會福利為目的。,捐助,內政部78.7.4台(78)內社字第七一五０三一號函,永久,162803509.00,1,0830902,0830902,0830902,,,,,,
078法登000089,2,1,林朝松,75,0780925,0780925,0780928,4冊9頁,,0,毛君強,社團法人中華民國帕米爾齧雪同志會,0780925,台北市士林區至善路三段三三六巷十二弄二四號,奉行三民主義，發揚齧雪精神，研究帕米爾地區學術文化，增進社會公益及加強會員聯誼互助。,捐助,內政部78.7.26台(78)內社字第七一五八四一號函,永久,101000.00,1,0830903,0830903,0830903,,,,,,
078法登000095,2,1,林朝松,76,0781020,0781023,0781026,4冊11頁,,0,劉達興,社團法人台北市美和中學校友會,0781023,台北市大同區重慶北路三段一八五號,以弘揚倫理道德、聯絡校友情誼，增進團結、敦品勵學、發揮互助合作之至美至和精神。,捐助,台北市政府社會局(78)北市社一字第三三六一一號函,永久,9600.00,1,0830905,0830905,0830905,,,,,,
078法登000100,1,1,林朝松,77,0781114,0781222,0781225,4冊13頁,,0,陳啟斌,財團法人華岡文教基金會,0781222,台北市華岡路五五號中國文化大學大恩館五樓,獎助青年學子，提倡文化教育活動，促進國際文化交流及推行社會公益活動，消弭社會暴戾之氣，改善社會之風，增進全民福址。,捐助,教育部78.10.28台(78)社字第五二八五一號函,永久,1000000.00,1,0830905,0830905,0830905,,,,,,
078法登000101,1,1,林朝松,78,0781114,0781116,0781119,4冊15頁,,0,樊楚才,財團法人千代文教基金會,0781116,台北市天母西路十三巷七號五樓,研究兒童教育方法，推動師資交流活動，幫助父母參與吸收所知，提昇親職教育，造福兒童。,捐助,教育部78.10.28台(78)社字第五二八五五號函,永久,1360000.00,1,0830905,0830905,0830905,,,,,,
