登記案號,序號,職稱,姓名,網站連結
077民登000006,1,董事長,蘇道源,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ei13AkT-Ay9YcOp69p9DbXqVmCm_3O_EbgdB46TxE6wb58qyPbHAzTQ=
077民登000006,2,常務董事,辜秋水,https://aomp109.judicial.gov.tw/judbp/whd6k/q/199u3uoAMk1vOvlq3irDaUbG2siZia3V0sZ_QUcPWrmd1nIER7gQneA=
077民登000006,3,常務董事,黃登元,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lVexV_Tlhf25ANfOCG4uXzgsjgw0dlnXu6EIVZKcXrfZzvmpphIETrA=
077民登000006,4,常務董事,李明砂,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5dzBOlbv5wb_j02IBVJuIm35yo9mjWLP3846d8iPi2AbKiMVI_QWq1M=
077民登000006,5,常務董事,林建組,https://aomp109.judicial.gov.tw/judbp/whd6k/q/f_HpVKy_YDmbheevWQoX6lVrSIaC670VG22RkNRFO_4iq0Gk7VXpT00=
077民登000006,6,"董  事","鄭  縣",https://aomp109.judicial.gov.tw/judbp/whd6k/q/BhHyVjXIp1egzhy5Yc8WyOdikq2ajzZhM67yLaRCvKK_nbwH9oUSUzk=
077法登000003,1,董事長,翁茂城,https://aomp109.judicial.gov.tw/judbp/whd6k/q/naF0uTxFb2EOM4ubephrxmCNN2x46D4Xhw2NAJHQVdP-03x6zhywvwc=
077法登000003,2,副董事長,侯淑真,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1f5ZWf_zR-oltJgq6jBDS0ocl8zMEgYokuz3aYZDiXOYqjBAcX2ffik=
077法登000003,3,"董  事",吳鍚文,https://aomp109.judicial.gov.tw/judbp/whd6k/q/K2u8tFzzqgukaA9chL8B7NPaGj-elMOHrtA2Vyylj9iVeJLzKf5U9h4=
077法登000003,4,"董  事",侯光義,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4xp76s2FcsRictEnUS1vZcJFPmq6ZfXqCICs5X1Blbo7F-rE7PJhT18=
077法登000003,5,"董  事",侯思宗,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BXwWnEOdbkrRdVqcwNXWTV9eoHWiT9wx68VD5BlYR0HNMslYw2ryBCc=
077法登000003,6,"董  事",張輝塔,https://aomp109.judicial.gov.tw/judbp/whd6k/q/g-kKeMdkZqR5UujWBIrD68PHyTqVtyILhq8XmSFYuTTG8AYCmVKcVxE=
077法登000003,7,"董  事","吳  廣",https://aomp109.judicial.gov.tw/judbp/whd6k/q/ItLp3Pmq8LTTZj2WTdmRCPP6-RQkM4VBnHCGiaQfPFbs0anhhqQB8F4=
077法登000003,8,"董  事",陳炳淵,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZhmaWp_V_HbJ2P3x392GM1bqGQHUSu89RL3I-NEoC10r1njZfL1tB5Q=
077法登000003,9,"董  事",謝萬生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Qeir8HFOF1EvLeIIVDEX7HYe367yQVkBxpVQRIyAJA8CmTUPqNrv_9Y=
077法登000003,10,"董  事",黃明樹,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hazD0f04QReHCN44XSzYEDXh4WOXJQ9imF2poNsOy1wgA-G3HQeZfDo=
077法登000003,11,"董  事",蔡坤元,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-iT0HV-_LyZ39xYG2f07wr4SwLgMYDIbPG-DYwCbm6gFhxl_GLevOv4=
077法登000003,12,"董  事",吳火旺,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-cfgXLVExTMAVk6Mza6h--BdwgEYJkh8VhW2HpJIx45SEGP9EEzzCk8=
077法登000003,13,"董  事",黃鍚圭,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EihvxHBplABGzydnDFw-p-j5DJ1SdpfxhHlPIwHs3jm-Gsoplo8OoaM=
077法登000003,14,"董  事",王憲文,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GqY36eulmnh7CX7PBEg2SnLmbG0lsyU1f4Ig3jBm3m0BGgSS65O7UYk=
077法登000003,15,"董  事",侯端煌,https://aomp109.judicial.gov.tw/judbp/whd6k/q/G2uUX-BQ0SKPjqDBiLZs99OxcYz2tm5Afy3ilEa4cHfGyB1vQ9C-FQs=
077法登000003,16,"董  事",侯明嘉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_voHsLoN1G_aSyBeQTHpmlz_pqZ91P-FLeWxWqHpv_sN9DgJfstDXPs=
077法登000012,1,董事長,羅安禧,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4yScNu9oMHhfG1fgkMKRd6ZDU8gGOvtfrepc5PsEYHHcyZkCwN5FqA==
077法登000012,2,"董  事",黃明松,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gnlu0P7eNcrJPcG8O0KoAv59fzcMn7U0pHJ3_lIJ8tSajDW6S6NvBQ==
077法登000012,3,"董  事",葉新慶,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Knhgmi6b5-RdadWrM6PbwLwRpC_dL9gsLj5eT9ko-eYzhBNW0IwSOA==
077法登000012,4,"董  事",盧德旺,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sGZsnorUtwEjxXrsJKId20Eyl5nGSgArsb4146z2U4IO7D3MadjJ9g==
