登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
096法登他000001,1,2,林光輝,103,0960102,0960404,0960404,3冊43頁,2,7,莊宗乾,財團法人中環股份有限公司職工福利委員會,0790607,桃園縣中壢市西園路140號,加強辦理福利事業為保障全體職工福利及權益。,由公司提撥,桃園縣政府79年5月29日79府勞福字第76633號函准設立,永久,1800000.00,1,0960404,0960503,0960418,,,,,,
096法登他000002,2,2,林光輝,211,0960103,0960115,0960115,5冊73頁,2,5,徐石古,社團法人桃園縣蘆竹鄉山脚社區發展協會,0860826,桃園縣蘆竹鄉山脚村南山路3段357巷10號,促進社區發展，增進居民安和融洽之現代化社會為宗旨。,捐助,桃園縣政府中華民國82年12月20日桃社政字第136號,永久,1800000.00,1,0960115,0960205,0960115,,,,,,
096法登他000003,1,2,林光輝,121,0960104,0960403,0960403,3冊81頁,2,8,許永興,財團法人台灣省桃園縣大崙崇德宮,0610111,桃園縣中壢市內厝里中正路4段26巷36號,宣揚佛道教，興辦社會救濟慈善公益事業。,捐助,桃園縣政府中華民國61年1月6日桃府民行字第112470號,永久,584570.00,1,0960403,0960727,0960416,,,,,,
096法登他000004,1,2,林光輝,97,0960105,0960105,0960105,3冊31頁,2,6,陳萬選,財團法人台灣省私立景仁殘障教養院,0611113,桃園縣八德市霄裡里長興路850號,為收容罹患智能不足之智障者，使其獲得妥善之教育。,捐贈,台灣省政府社會處61年11月13日社四字第43341號,永久,203861511.00,1,0960107,0960205,0960122,,修改捐助及組織章程第4、14、17、18條,,,,
096法登他000005,1,2,林光輝,95,0960108,0960109,0960109,3冊27頁,2,6,蕭金榮,財團法人圓光佛學研究所,0790307,桃園縣中壢市聖德路1段888巷11號,為發揚中華文化研究中國佛學培育高級佛教學術研究人才為目的。,捐助,教育部七十八年七月六日(78)高字第三二七五九號函。,永久,10000000.00,1,0960109,0960205,0960125,,,,,,
096法登他000006,1,2,林光輝,13,0960108,0960115,0960115,1冊49頁,2,14,劉獻堂,財團法人台灣省桃園縣私立振聲高級中學,0551004,桃園縣桃園市復興路439號,遵照國家教育暨現行教育法令之規定，辦理高級中學，兼辦職業科、附設國民中學部，暨附設高級進修補習學校並謀其健全發展。,捐助,台灣省政府教育廳54年7月28日教二字第44653號函核定,無限期,718570583.00,1,0960115,0960301,0960129,,,,,,
096法登他000007,1,2,林光輝,11,0960108,0960109,0960109,1冊41頁,1,14,王椿安,財團法人台灣省桃園縣私立治平高級中學,0550819,桃園縣楊梅鎮埔心中興路137號,發展教育，培育青年。,捐助,台灣省政府教育廳中華民國54年8月24日,無限期,621791886.00,1,0960109,0960205,0960117,,,,,,
096法登他000008,1,2,林光輝,6,0960111,0960123,0960123,1冊21頁,2,15,王紹堉,財團法人台灣省桃園縣私立復旦高級中學,0491216,桃園縣平鎮市復旦路2段122號,辦理高級中學及附設高級中學進修學校並謀其健全發展。,捐助,台灣省教育廳49年12月12日,永久,411727383.00,1,0960205,0960319,0960205,,,,,,
096法登他000009,1,2,林光輝,19,0960111,0960327,0960327,1冊73頁,1,11,劉奕彩,財團法人新生醫護管理專科學校,0620517,桃園縣平鎮市福林里115號,創辦新生醫護管理專科學校，以培養醫事技術人才，並謀其健全與發展。,捐助,台灣省政府教育廳中華民國62年5月17日教三字第07583號函許可設立,永久,920892518.00,1,0960327,0960412,0960404,,,,,,
096法登他000010,1,2,林光輝,29,0960116,0960122,0960122,1冊109頁,1,10,曹秀清,財團法人台灣省桃園縣私立永平高級工商職業學校,0651018,桃園縣楊梅鎮埔心永平路480號,本財團以舉辦私立永平高級工商職業學校並謀其發展為目的。,創辦人出資捐助,台灣省政府教育廳中華民國60年8月12日核准立案,無限期,482937516.00,1,0960205,0960301,0960205,,,,,,
