登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
084法登他000066,1,2,謝怜聰,493,0840825,0840825,0840826,14冊25頁,2,2,董事長,財團法人鞋類設計暨技術研究中心,0810518,臺中市工業區八路十一號,配合政府之鞋業政策及發展製鞋業之需要，從事鞋業之機材、生產技𧗷、品質工程、設計、管理、行銷之研究發展，促進鞋業升級。,由經濟部工業局等捐助,"經濟部　　　中華民國八十一年三月二十五日 八一技監字第０八二六四八號函",永　久,40000000.00,1,0840825,,,,,,,,
084法登他000067,1,2,謝怜聰,284,0840825,0840825,0840826,10冊13頁,1,6,洪炳煌,財團法人臺灣省私立福壽社會福利基金會,0671110,臺中縣沙鹿鎮沙田路四十五號,一、辦理老人福利、低收入急難救助、殘障福利、兒童福利。二、資助教育文化機構，獎助優秀清寒學生學業，資助學術研究，協助社教設施。三、辦理社會福利。四、其他以慈善救濟暨社會福利為目的之設施。,由洪炳煌等捐助,臺灣省政府社會處　　中華民國六十七年三月二十一日,永　久,26100000.00,1,0840825,,,,,,,,
084法登他000068,1,2,謝怜聰,497,0840904,0840905,0840906,14冊29頁,2,2,白永松,財團法人自行車工業研究發展中心,0810601,臺中市西屯區四川路二十一之一號,本中心從事自行車各種零組件之研究發展及材料之開發，以達成自行車工業整體發展為目的。,由經濟部工業局等捐助,"經濟部  經(81)技監083878號   中華民國八十一年五月四日","永  久",34000000.00,1,0840905,,,,,,,,
084法登他000069,1,2,謝怜聰,281,0840907,0840907,0840908,10冊10頁,2,6,林仁德,財團法人臺灣省臺中市天理教東肥臺中佈教所,0671023,臺中市南區光明六巷二０八號,弘揚教義，廣佈善導，濟世救眾。,由小森正信捐助,"臺中市政府  　　中華民國六七年二月十三日","永  久",21934034.00,1,0840907,,,,,,,,
084法登他000070,1,2,謝怜聰,622,0840907,0840907,0840908,17冊5頁,1,1,劉銓忠,財團法人臺灣省臺中環境綠化基金會,0840126,臺中市臺中港路三段一二三號九樓之七,一、農田水利事業之研究發展。二、環境綠化事業之研究發展與推廣。三、農田水利與環境綠化技術之研究。四、維護灌排渠道自然生態之研究。五、其他農田水利相關業務研究。,由臺灣省臺中農田水利會捐助,"臺灣省政府建設廳      中華民國八十四年一月十九日","永  久",500000000.00,1,0840907,,,,,,,,
084法登他000071,1,2,謝怜聰,346,0840907,0840908,0840908,11冊25頁,1,4,韋忠順,財團法人國際差傳協會,0750304,臺中市北屯區昌平路二段三十一巷十二號,本耶穌基督之精神，以宣揚福音、服務社會、建立教會、辦理教育慈善事業為宗旨。,由美國密西根州法明頓城遠東福音宣揚會總會捐助。,"臺中市政府   中華民國七十五年二月六日","永  久",3410000.00,1,0840908,,,,,,,,
084法登他000072,1,2,謝怜聰,265,0840907,0840908,0840908,9冊42頁,2,7,林樹枝,財團法人臺灣省臺中市文昌宮廟,0650825,臺中市南屯區萬和路一段五十一之一號,奉祀文昌帝君，闡揚聖德、宣告教義、提倡倫理道德、促進復興中華文化、改進社會風氣、鼓勵教育。,由林錫三等捐助,臺中市政府　　中華民國六十五年七月二七日,永　久,2527139.00,1,0840908,,,,,,,,
084法登他000073,1,2,謝怜聰,280,0840921,0840921,0840922,10冊9頁,2,3,王愈榮,財團法人私立靜宜大學,0671012,臺中縣沙鹿鎮中棲路二００號,設立大學並謀其健全發展。,天主教美國主顧修女會捐助,"教育部       中華民國四十六年四月一日","永  久",1856129747.00,1,0840921,,,,,,,,
084法登他000074,1,2,謝怜聰,568,0840921,0840921,0840922,16冊1頁,2,2,杜義雄,財團法人臺中縣私立信望愛智能發展中心,0821217,臺中縣豐原市長壽路南一巷二號,秉承我國固有文化及宗教慈愛精神，配合政府推行殘障教育，正視殘障者之生存及工作權益，有效推廣身心障礙者之教育職訓養護復健，使其自立更生適應社會生活能力以減輕家庭負擔和社會問題為宗旨。,由各董事及團體捐助,"臺中縣政府     中華民國八十二年十二月九日","永  久",3000000.00,1,0840921,,,,,,,,
084法登他000075,1,2,謝怜聰,510,0840927,0840929,0840930,14冊42頁,2,2,董事長,財團法人仁愛綜合醫院,0810918,臺中市柳川東路一四二號,提供各項醫療服務業務等。,由廖泉生等捐助,"行政院衛生署      中華民國八十一年九月十八日","永  久",819629372.00,1,0840929,,,,,,,,
084法登他000076,1,2,謝怜聰,427,0840927,0840929,0840930,13冊8頁,2,3,景其林,財團法人景少榮先生文教基金會,0790311,臺中市進化路三三五號二樓,發揚中華倫理文教獎勵教育公益事業及獎勵各級學校學生敦品勵學為宗旨。,景少榮先生繼承人暨其後代子孫與社會熱心人士,"臺灣省政府教育廳      中華民國七十八年十月三十日","永  久",1080000.00,1,0840930,,,,,,,,
084法登他000077,1,2,謝怜聰,363,0841006,0841006,0841007,11冊42頁,2,6,廖泉生,財團法人中華扶輪教育基金會,0660302,臺中市大隆路二十號五樓之一,基於扶輪服務精神透過本會所舉辦教育、研究及發明等獎助之有效推行以鼓勵國內外專家學者從事各項社會服務，並促進國際間之友誼與諒解。,由國際扶輪社中華民國地區各扶輪社發動捐助,"教育部    中華民國 六十六年一月二十八日 (六六)高三０一五號","永  久",28400000.00,1,0841006,,,,,,,,
