登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
084法登他000001,1,2,巨克安,43,0840111,0840124,0840124,2冊13頁,1,0,宗成志,財團法人宗倬章先生教育基金會,0660916,桃園縣中壢市新生路二段二三二號,獎勵協助文化教育科技發展，並獎助清寒優秀青年完成學業致力建國大業。,捐助,教育部中華民國六十六年八月三日,永久,630000000.00,1,0840124,0840124,0840124,,,,,,
084法登他000002,1,2,巨克安,37,0840111,0840125,0840125,1冊135頁,1,3,楊良茂,財團法人桃園縣私立中壢育幼院,0490210,桃園縣平鎮市延平路二段一二三號,舉辦兒童福利及附設社會公益福利。,由神明會之會員捐助土地及現金。,桃園縣政府中華民國四十八年十二月十七日桃府民社字第六０五一二號函,永久,1000000.00,1,0840125,1020131,,,,,,,
084法登他000003,1,2,巨克安,79,0840111,0840214,0840214,2冊159頁,1,0,徐有庠,財團法人私立元智工學院,0760901,桃園縣中壢市內壢里遠東路一三五號,創辦私立元智工學院並謀其發展。,捐助,教育部七十六年四月六日台(七六)高一八二七八號函准設立,永久,4073494385.00,1,0840214,,,,,,,,
084法登他000004,1,2,巨克安,93,0840111,0840122,0840125,3冊23頁,1,0,鄭憲宗,財團法人桃園教會聚會所,0451015,桃園市大同路二００巷十六號,成立聚會傳揚基督引人歸主。,信徒捐獻,桃園縣政府四十五年五月十九日四五桃府民行字第一一九三三號,無限期。,7834800.00,1,0840122,,,,,,,,
084法登他000005,1,2,巨克安,77,0840112,0840921,0840921,2冊151頁,1,0,王永慶,財團法人私立長庚護理專科學校,0760116,桃園縣龜山鄉文化一路二六一號,"一、以教授應用科學與技術，養成實用專業人才為宗旨。                  二、響應政府獎助私人捐資興學之既定政策。",由長庚紀念醫院捐贈。,教育部七十五年十二月四日（七五）技字第五五七二八號,永久。,1061961790.00,1,0840923,0841021,0841021,,,,,,
084法登他000006,1,2,巨克安,39,0840113,0840210,0840210,1冊139頁,1,0,曹霞秋,財團法人私立萬能工商專科學校,0610327,桃園縣中壢市水尾里六三之一號,以創辦私立萬能工商專科學校並謀其發展為目的。,捐助。,中華民國六十年十月十三日台（六十）專二三七二八號函,永久。,926647839.00,1,0840221,,,,,,,,
084法登他000008,1,2,巨克安,16,0840125,0840215,0840215,1冊61頁,1,0,魏照金,財團法人台灣省桃園縣私立新興高級工商職業學校,0620515,桃園縣八德鄉茄苳村永豐路五六三號,創辦私立新興高級工商職業學校並謀其發展。,捐助。,台灣省政府教育廳六十二年五月十五日六二教三字第０七五七四號許可證書。,無限期。,311874524.00,1,0840215,,,,,,,,
084法登他000009,1,2,巨克安,53,0840215,0840227,0840227,2冊55頁,,0,楊明讚,財團法人台灣省桃園縣桃園鎮撫宮,0681119,桃園縣桃園市鎮撫街四十三號,宣揚道教，敦睦信徒友誼，增進社會福利，舉辦慈善教育公益事業為宗旨。,由信徒捐助,桃園縣政府中華民國六十八年八月二十九日許可設立。,無期限,3428000.00,1,0840227,,,,,,,,
084法登他000010,1,2,巨克安,68,0840215,0840220,0840220,2冊115頁,,0,唐耕禮,財團法人中壢教會聚會所,0530911,桃園縣中壢市中平路八十八巷三號,傳揚基督教義，提高人性優良美德。,捐助,桃園縣政府五十三年九月四日桃府民行字第四０六九三號許可設立。,無限期。,5416519.00,1,0840220,,,,,,,,
084法登他000011,1,2,巨克安,40,0840221,0840222,0840222,2冊1頁,1,0,謝東明,財團法人私立南亞工商專科學校,0581016,桃園縣中壢市中山東路三段四一四號,創辦私立南亞工商專科學校以配合國家經濟建設，培養工業技藝人才為目的,由捐助人捐助,教育部五十八年十月二日台（五八）專字第二０三六三號許可設立,永久,767943252.00,1,0840222,,,,,,,,
