登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
076法登000006,1,2,張芳惠,216,0760207,0760207,0760207,8冊9頁,2,3,張啟仲,財團法人臺灣省臺中市聖壽宮,0611013,臺中市北屯區東山路二段五十六號,崇奉武帝關聖帝君為主神，闡揚聖德，宣化教義，而重整道德兼辦慈善事業，促進社會福利。,信徒捐助,"臺中市政府       中華民國六十一年九月七日","永  久",60000.00,1,0760207,,,,,,,,
076法登000008,1,1,謝怜聰,359,0760217,0760217,0760217,11冊38頁,,0,董事長,財團法人中華基督教浸信宣道會西臺中教會,0760217,臺中市北區太原南二街十七號,宣揚福音、領人歸主、服務社會、辦理教育公益慈善等事業。,由會友捐助,"臺中市政府  中華民國七十六年一月九日",永久,1558196.00,1,0760217,,,,,,,,
076法登000009,1,1,謝怜聰,360,0760123,0760123,0760123,11冊39頁,,0,董事長,財團法人基督教為道浸信會,0760123,臺中市北區忠明路四八五巷二十三號,"宣揚耶穌基督福音，領人歸主，遵行聖經教訓，栽培傳道人，建立教會，服務社會及公益慈善事業 。","由林倫明 、萬篤信 、彭雅各共同捐助",臺中市政府　中華民國七十六年一月十二日,永久,828300.00,1,0760123,,,,,,,,
076法登000012,1,1,謝怜聰,361,0760205,0760205,0760205,11冊40頁,,0,董事長,財團法人臺中基督的教會,0760205,臺中市文心路三段四四五巷十號,宣揚基督教教義，發揚宗教仁愛精神，興辦公益事業。,由許運生等捐助,"臺中市政府  中華民國七十五年十二月十五日","永  久",2813100.00,1,0921218,,,,,,,,
076法登000013,2,1,謝怜聰,362,0760210,0760210,0760211,11冊41頁,,0,林進順,社團法人中華民國老人福利協進會臺中縣大里鄉支會,0760210,臺中縣大里鄉大新街三十六號,本會以宏揚敬老尊長之傳統美德，發輝互助精神，維護老人身心健康共謀老人福利，予老人能安和樂利無憂無慮為宗旨。,會員會費等,"臺中縣政府  中華民國七十五年二月六日",永　　久,177020.00,1,0760224,,,,,,,,
076法登000015,2,1,謝怜聰,364,0760224,0760224,0760225,11冊43頁,,0,廖天明,社團法人臺中市民俗戲劇研究社,0760224,臺中市西屯區西墩里南一巷十四之五號,遵循政府政令，發揚國粹，提倡正當娛樂，研究改善民俗民謠戲劇，敦睦會員，促進互助精神為宗旨。,會員會費等,臺中市政府　　中華民國七十三年三月二十七日,永　　　久,368360.00,1,0760224,,,,,,,,
076法登000017,1,1,謝怜聰,363,0660302,0660302,0660304,11冊42頁,,0,廖泉生,財團法人中華扶輪教育基金會,0660302,台中市大隆路二０號五樓之一,基於扶輪服務精神透過本會所舉辦教育、研究及發明等獎助之有效推行以鼓勵國內外專家學者從事各項研究與發明，並促進國際間之友誼。,由國際扶輪社中華民國地區各扶輪社發動捐助,"教育部  六十六年一月二十八日 (六六)高三０一五號",永久,20000000.00,1,0921218,,,,,,,,
076法登000018,1,2,張芳惠,213,0760218,0760218,0760218,8冊6頁,2,4,"孔  傑",財團法人中華基督教台中浸信會,0610414,台中市自由路一段九九號,"本耶酥基督精神在台中地區內傳揚聖經教訓,服務社會,辦理教育、          慈善等事業。",由美南浸信會捐助,六十一年四月十四日台灣省政府民政廳,永久,792642.00,1,0760218,,,,,,,,
076法登000021,1,1,謝怜聰,365,0760317,0760317,0760318,11冊44頁,,0,廖繼誠,財團法人廖朝欽文教基金會,0760317,臺中縣太平鄉中山路四段一三八號,獎勵莘莘學子，提攜優秀幹才，提昇當地之學術水準。,由廖繼誠捐助,"臺中縣政府   中華民國七十六年二月二十六日","永  久",2000000.00,1,0760317,,,,,,,,
076法登000024,1,1,謝怜聰,366,0760331,0760331,0760331,11冊45頁,,0,董事長,財團法人聖德文教基金會,0760331,臺中市北屯區青島路四段三十九之一號,以發揚中華倫理文化及舉辦教育公益為宗旨,由楊贊儒等九人捐助,"臺灣省政府教育廳 中華民國七十六年三月十一日",永久,1000000.00,1,0921218,,,,,,,,
