登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
107法登他000001,1,2,林蕙鴻,737,1070103,1070131,1070131,16冊25頁,2,3,鄭文燦,財團法人桃園市體育發展基金會,0981109,桃園市桃園區三民路一段1號,推展桃園市體育發展活動，提升體育水準為宗旨。,捐助。,桃園縣政府中華民國98年11月6日府法濟字第0980436839號函,永久,5000000.00,1,1070131,,,,修改捐助章程等,,,,
107法登他000002,1,2,林蕙鴻,26,1070104,1070123,1070123,1冊101頁,1,13,蘇星輝,桃園育達學校財團法人,0650727,桃園市平鎮區廣達里育達路160號,"遵照國家教育政策暨現行教育法令之規定,辦理台灣省桃園縣育達高級中學並謀其健全發展。",創辦人王廣亞捐助與財團事業及財產所生之利益。,台灣省政府教育廳中華民國65年6月29日教三字第34384號函許可成立。,永久,640147309.00,1,1070123,,,,,,,,
107法登他000003,1,2,林蕙鴻,436,1070108,1070109,1070109,10冊23頁,1,6,趙正宇,財團法人桃園市立大成國民中學教育事務基金會,0911014,桃園市八德區忠勇街12號,以協助大成國民中學改善教學環境、發展校務、獎勵教師研究進修、發行教育性刊物、促進學生敦品勵學為目的。,捐助,桃園縣政府中華民國91年9月24日府教社字第0910200730號,永久,2000000.00,1,1070109,,1070125,,,,,,
107法登他000004,1,2,林蕙鴻,149,1070108,1070222,1070222,4冊48頁,1,10,徐水柯,財團法人桃園市龍潭區國民中小學文教基金會,0840612,桃園市龍潭區中豐路401號（潛龍國民小學內）,協助本區學校改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學。,捐助,桃園縣政府中華民國84年3月20日84府教社字第005179號函,永久,2444792.00,1,1070222,,,,,,,,
107法登他000005,2,2,林蕙鴻,1184,1070108,1070123,1070123,25冊86頁,1,1,陳建榮,社團法人桃園市安平鎮庄文化協會,1050531,桃園市平鎮區陸橋南路159巷219弄12號,以辦理安平鎮庄後續社會企業的永續經營，人員培訓課程規劃及推動，大地農場及大地廚房之經營，社區產創產品研發、推展，農村再生，生活空間環境營造，多元文化推展，弱勢團體照顧等為宗旨。,會費等,桃園市政府中華民國105年5月16日府社團字第1050104718號函,永久,0.00,1,1070123,,,,,,,,
107法登他000006,1,2,林蕙鴻,79,1070110,1070123,1070123,2冊159頁,1,10,徐旭東,財團法人元智大學,0760901,桃園市中壢區遠東路135號,創辦私立元智大學並謀其發展。,捐助,教育部中華民國76年4月6日台(76)高18278號函准設立,永久,6677922207.00,1,1070123,,,,,,,,
107法登他000007,1,2,林蕙鴻,1100,1070111,1070112,1070112,23冊73頁,2,2,李勇志,財團法人桃園市僑蓮文化藝術基金會,1040424,桃園市桃園區新埔六街101號21樓,本會以辦理有關文化、藝術事務為目的。,捐助。,桃園市政府文化局中華民國104年3月20日桃市文秘字第1040003378號函,永久,5000000.00,1,1070112,1070316,1070125,,,,,,
107法登他000008,2,2,林蕙鴻,339,1070116,1070213,1070213,8冊33頁,1,9,秦宗春,社團法人桃園市木匠的家關懷協會,0890128,桃園市中壢區中北路二段387號,為結合桃園地區學校、基督教及社會人士力量，提供正當交誼活動，紓解現代人所面臨壓力與內心衝突，以聖經原則推動個人生命成長及正確人生觀，淨化社會不良風氣，協助政府達成全民心靈改革計劃。,會費等,桃園縣政府中華民國88年12月14日八八府社合字第0266426號,永久,509000.00,1,1070213,,1070305,,,,,,
107法登他000009,1,2,林蕙鴻,708,1070116,1070122,1070122,15冊67頁,2,4,許金屯,財團法人桃園市許金屯教育事務基金會,0980610,桃園市中壢區定寧路31號,獎勵內定國小成績優異學生並協助清寒學生順利完成學業。,捐助,桃園縣政府中華民國98年4月8日府法濟字第0980071003號函,永久,2000000.00,1,1070122,,,,,,,,
107法登他000010,1,2,林蕙鴻,68,1070116,1070123,1070123,2冊115頁,1,11,張上釜,財團法人中壢教會聚會所,0530911,桃園市中壢區中平路88巷3號,傳揚基督、經營基督、產生教會、拔高人性美德。,捐助,桃園縣政府中華民國53年9月4日桃府民行字第40693號許可設立,永久,82303440.00,1,1070123,,,,,,,,
