登記案號,序號,分事務所地址,網站連結
102法登他000012,1,台中市西區民權路312巷4號B1,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FVBa7O-YOld1_Qqr3fSVUiG27PWLj317nrwhdAez-3n7xbSC_g4Hj0ai3gI=
102法登他000012,2,南投縣南投市彰南路2段410號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/k5tlMQQWNgn2diBT9VkpqdqugU5VWg499YDV3tCwHpuSabV-iim72daSaOc=
102法登他000039,1,宜蘭縣五結鄉中正路3段21號7樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aG_dK5Syui0_2pryb0X7bP7vQFYdJfLEIdt0Oh5ODfiubPN_dXnV73XqCOg=
102法登他000040,1,新北市永和區永平路51號4樓（台灣基督教會－永和）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1SoaId7ZOgv88NzgtMpcPIBIpM7vEE8weVk067uqH5rKM36_OGXf8vmcLIc=
102法登他000040,3,台中市南屯區文心南一路67號（來吧基督教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LSj6tsJ1AO_3_lSVSqiFT2M5EFU6unP8tCsXCgiVketSavSNYez4-ih2d6s=
102法登他000040,4,高雄市三民區信國路4號（高雄福音基督教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZmnRSup1uxwn_wrNG_ddjAWl0XZdQGOBAMa3Gb64yURANBLVnmwJF2y1R20=
102法登他000040,6,宜蘭縣羅東鎮純精路2段62號（佳音書房）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5T6Ok_v-dgYYN6TOjEpa0J11C2sEjBqI43vL0ovJ9tOYXuj9jVSy-5wP1ek=
102法登他000040,7,高雄市仁武區永仁街326號（永光基督教福音中心）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NCVg9fW3NIlb12zOTGCik8v46lwfl33TuLo6fog2hOlI9DUrIx_t5gHqZYM=
102法登他000040,9,宜蘭縣羅東鎮四育路48號3樓（羅東佳音基督教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JXZHprFCfeIg55OpG0Fri8ou1cC53zoFTBLqHa1LaiEJ-DBd0tAUIUb2AzY=
102法登他000040,10,台中市豐原區合作街27號（台灣基督教會－豐原）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gUrLHNBzPGhW_Z6Uw_WIi60m40XcyEaleqhimi_j1F-vkyrYcLvBrEy2_jI=
102法登他000040,11,台中市崇德十路一段489號（台中國際社區教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QZeYbnspDN5HCOTsCFr3yITdaTZDckUSenQ9HdMgbh4qEk4V5Eop3HAZ3PM=
102法登他000040,12,高雄市鼓山區大順一路1037號A14樓（恩福基督教中心）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OJadclyTWDzML05C5i-XSSNnmFiIUti_DofmGOawS4YFoYQgQxYLV7D-hZA=
102法登他000040,13,高雄市三民區民壯路43號（真葡萄樹基督教會）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/H2G6O0B51IoMTjt225mo3azoCZTjEdcS3TRVL2tGX4OinqWehE37RG14xWs=
102法登他000062,1,台中市河南路4段340號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HRSZ5diFDN61CQxlixB9Tic2DTUsXIt3ppy7DSnUEc_Op7M66h8gED_Br5Y=
102法登他000062,2,南投縣埔里鎮仁愛路495號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kAue7qG4Tq6fHpDYEbeJGw8-QXQwY2q3lOtL89ZILiQhJapoKJGolmZPduM=
102法登他000071,1,高雄市新興區中山二路472號7樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ee7fuaPsIjKydSV141Ja-gV5HiWX6ZC16D1mN1DqcXjAnGx1pbSAEDJDqKA=
102法登他000076,1,臺北市羅斯福路6段110號1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gf4zsRC_LA5oKroufZcXZ_kO5WaF2iBOf2wDzlUq9kFI-MnPVVl50r1TS7s=
102法登財000001,1,宜蘭縣五結鄉利福段下福東路26之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gR29HHFfc9CSjXAVAPXDGh0yuQhvagDupE8qdHl5ZtQxt-3tzZR7RxH1BYg=
