登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
102法登他000011,1,2,林蕙鴻,585,1020116,1020123,1020123,13冊21頁,2,4,何清來,財團法人桃園縣桃園市慈文國民小學教育事務基金會,0960201,桃園縣桃園市新埔六街2號,以公益性教育事務為宗旨。,桃園縣政府補助50萬元，慈文國民小學家長會捐贈150萬。,桃園縣政府96年1月5日府教社字第0960006949號,永久,2000000.00,1,1020123,,,,,,,,
102法登他000012,1,2,林蕙鴻,438,1020116,1020116,1020116,10冊27頁,2,5,謝秀琴,財團法人桃園縣私立仁友愛心家園,0911108,桃園縣大溪鎮仁善里4鄰仁善街268號,辦理社會福利慈善事業。,由胡得鏘發起創辦暨謝秀琴捐助成立，捐助金額新臺幣壹佰萬元整,桃園縣政府中華民國91年10月31日府社障字第0910238631號函,永久,18412512.00,1,1020116,,,,,,,,
102法登他000013,1,2,林蕙鴻,526,1020117,1020117,1020117,12冊3頁,1,4,邵國斌,財團法人桃園縣中壢市中原國民小學教育事務基金會,0940629,桃園縣中壢市中北路88號(桃園縣中原國民小學),1.協助政府推展教育建設。2.協助學校改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學。3.與教育事務有關之學術調查、研究或專業人才之培訓及國際交流。4.發行或出版教育專刊及教育學術著作。5.獎勵各種教育事務活動。6.獎勵清寒績優學生。7.其他經上級主管機關核定之教育事務活動。,捐助,桃園縣政府中華民國94年5月9日府教社字第0940115715號函,永久,3106305.00,1,1020117,,,,,,,,
102法登他000014,1,2,林蕙鴻,57,1020118,1020121,1020121,2冊71頁,1,13,方偉珍,財團法人桃園縣私立方曙高級商工職業學校,0701221,桃園縣龍潭鄉中原路1段50號,創立私立方曙工業家事職業學校，以發展技職教育為志業。,由方雨庵等捐助，其總值為新臺幣貳仟伍佰柒拾陸萬玖仟伍佰捌拾元伍角元整,教育部中華民國96年9月6日部授教中(三)字第0960517618號函,永久,146011514.00,1,1020121,,,,,,,,
102法登他000015,2,2,林蕙鴻,663,1020118,1020130,1020130,14冊77頁,2,5,李正一,社團法人中華華人福音普世差傳會,0910220,桃園縣桃園市復興路110號15樓,以耶穌基督博愛精神，提倡有益身心之正當活動和辦理公益慈善事業，促進社會風俗之改善為宗旨。,會費等,內政部中華民國90年12月13日台(九十)內社字第9035138號,永久,2000000.00,1,1020130,,,,,,,,
102法登他000016,1,2,林蕙鴻,664,1020118,1020121,1020121,14冊79頁,1,2,陳世周,財團法人台灣外展教育發展基金會,0970709,桃園縣龍潭鄉渴望二路125巷16號,1.推廣外展教育；2.外展教育之課程研發與師資培育；3.青年領袖、團隊與領導力培育；4.獎助青年從事外展教育課程；5.外展教育之相關出版品；6.其他與本會宗旨有關之公益性事務。,由廖炳權一人捐助成立,行政院青年輔導委員會中華民國97年6月17日青參字第0970300186號,永久,5000000.00,1,1020121,,,,,,,,
102法登他000017,1,2,林蕙鴻,581,1020122,1020130,1020130,13冊13頁,2,3,黃慧敏,財團法人心悅文化藝術基金會,0951102,桃園縣蘆竹鄉新興村中興路38號,本會以「促進生活美學，透過藝文相關活動，提昇個人身心靈成長及社會之人文美學素養，以協助文化藝術相關產業發展，建立美麗和諧並富有創造力的社會」為設立宗旨。,本會設立基金共新臺幣貳佰萬元整，由侯政先生捐助。,桃園縣政府文化局中華民國95年10月18日桃縣文行字第0951005246號,永久,2000000.00,1,1020130,,,,,,,,
102法登他000018,2,2,林蕙鴻,321,1020122,1020129,1020129,7冊95頁,2,10,陳文旺,社團法人桃園縣地政士公會,0881028,桃園縣中壢市裕民街24號5樓之5,以維護不動產交易安全，保障人民財產權益及會員權益，增進共同利益，提高服務品質，造福社會，報效國家為宗旨。,會費等,桃園縣政府81年5月20日桃社政字第922號,永久,1000000.00,1,1020129,,,,變更章程第十條。,,,,
102法登他000019,1,2,林蕙鴻,671,1020123,1020206,1020206,14冊93頁,1,2,黃國明,財團法人桃園縣有愛社會福利慈善基金會,0971006,桃園縣龜山鄉長峰路116號,本會以辦理社會福利慈善事業為主要目的，並以服務弱勢、提升其權益與福利為本會宗旨。本會目的事業如下：關於急難救助及災害救濟事項。關於社會福利及低收入補助事項。關於兒童福利、青少年福利、婦女福利、老人福利及殘障福利事項。關於弱勢族群教育、獎助學金事項。贊助其他公益團體活動及相關議題研討事項。接受主管機關指導辦理事項。其他有關社會福利慈善事業事項。,捐助,桃園縣政府中華民國97年9月12日府社發字第0970302392號,永久,10000000.00,1,1020206,,,,捐助章程第四條變更,,,,
102法登他000020,1,2,林蕙鴻,286,1020124,1020128,1020128,7冊25頁,2,8,王亞賢,財團法人桃園縣中壢市林森國民小學文教基金會,0880303,桃園縣中壢市林森路95號,本會以協助本校發行教育刊物，促進學生敦品勵學，改善教育環境，發展校務，奬勵教師研究進修為目的。,捐助,桃園縣政府88年1月29日88府教社字第009805號,永久,2550000.00,1,1020128,,,,,,,,
102法登他000021,1,2,林蕙鴻,908,1020125,1020128,1020128,19冊65頁,1,1,蕭得望,財團法人慶恩教育基金會,1010913,桃園縣大園鄉三石村三和路28巷6號,秉持「敬天地普愛民」精神，發揚「推廣仁愛禮義社會教育、關懷協助有志人才實踐」的使命，深信「自助、天助、人助、共助」的道理，服務「希望讓生命更有意義的人」為宗旨。,捐助,教育部中華民國101年8月14日臺社(四)字第1010147465號函,永久,30000000.00,1,1020128,,,,,,,,
102法登他000022,1,2,林蕙鴻,566,1020125,1020128,1020128,12冊81頁,1,5,趙鋼,財團法人消防安全中心基金會,0880712,桃園縣觀音鄉信義路156巷48號,以從事消防安全設備之品質管理、技術研究及調查研究，同時推廣火災預防工作，加強國際消防事務之交流，以強化消防安全設備之預期功能、減低火災之損害，保障民眾生命財產，普及全民防火意識為宗旨。,捐助,內政部中華民國88年5月21日台88內消字第8801399號函,永久,10000000.00,1,1020128,,,,,,,,
102法登他000023,1,2,林蕙鴻,4,1020128,1020128,1020128,1冊13頁,1,14,宗成志,財團法人台灣省桃園縣六和高級中學,0621213,桃園縣平鎮市陸光路180號,遵照國家教育政策暨現行教育法令之規定創辦六和高級中學以培養國家經濟建設之人才並謀其健全發展。,捐助,台灣省政府教育廳62年12月13日教三字第76033號,永久,1583091480.00,1,1020128,,,,,,,,
102法登他000024,1,2,林蕙鴻,23,1020128,1020207,1020207,1冊90頁,2,13,王美只,財團法人台灣省桃園縣私立啟英高級中學,0840518,桃園縣中壢市中園路447號,創辦私立啟英高級中學並謀其發展。,捐助,台灣省教育廳60年8月23日教三字第08379號,永久,504120403.00,1,1020207,,,,,,,,
102法登他000025,1,2,林蕙鴻,151,1020128,1020129,1020129,4冊52頁,1,7,何信璋,財團法人龜山鄉文教基金會,0840612,桃園縣龜山鄉文化二路168號,協助龜山鄉各國民中小學發展校務，獎助學生促進學生敦品勵學。,龜山鄉各國民中小學校出資,桃園縣政府84年3月15日84府教社字第005061號函,永久,10000000.00,1,1020129,,,,,,,,
102法登他000026,1,2,林蕙鴻,82,1020128,1020130,1020130,3冊1頁,2,9,馬子誠,財團法人台灣省桃園縣龍岡清真寺,0610901,桃園縣中壢市龍東路216號,宣揚回教道德，敦睦信徒，樹立團結互助精神。,捐助,桃園縣政府61年8月1日桃府民行字第58670號函可設立,永久,286950.00,1,1020130,,,,,,,,
102法登他000027,2,2,林蕙鴻,231,1020130,1020415,1020415,6冊13頁,2,6,許銅,社團法人桃園縣啟智工作推展協會,0870113,桃園縣平鎮市快速路1段399巷109號,結合全縣啟智教養服務人員力量，致力於啟智工作研究發展，以提昇啟智工作之服務品質。,捐助,桃園縣政府中華民國86年11月8日府社政字第214628號函,永久,12150.00,1,1020415,,,,"理事長許銅、理事陳昀琪及吳米蘭印鑑變更。
法人圖記變更。",,,,
102法登他000028,1,2,林蕙鴻,765,1020130,1020130,1020130,16冊81頁,2,2,黃教來,財團法人臺灣省桃園縣基督教內壢得勝靈糧堂,0990524,桃園縣中壢市興農路110巷6號3樓,本法人本於聖經之精神，作主精兵、建立教會、傳揚基督教義為宗旨及辦理社會公益慈善事業。,"由財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂捐助土地2筆及建物1筆，總額為新臺幣50,100,930元整",桃園縣政府中華民國99年5月10日府民宗字第0990124845號函,永久,50833287.00,1,1020130,,,,,,,,
102法登他000029,1,2,林蕙鴻,33,1020130,1020516,1020516,1冊127頁,2,9,張貴木,財團法人台灣省桃園縣楊梅奉天宮,0671023,桃園縣楊梅市上田里1鄰23號,以宣揚佛教、敦睦信徒、興辦社會救濟、慈善公益事業為目的。,捐助,中華民國六十年七月二十四日,永久,144836.00,1,1020516,,,,,,,,
102法登他000030,1,2,林蕙鴻,192,1020131,1020308,1020308,5冊35頁,2,6,黃烱榕,財團法人中華基督教平鎮浸信會,0860221,桃園縣平鎮市廣泰路303號,本神愛世人精神傳揚基督教義、辦理社會公益慈善業,捐助,桃園縣政府中華民國85年11月22日85府民禮字第265635號函,永久,13835680.00,1,1020308,,,,,,,,
102法登他000031,2,2,林蕙鴻,694,1020131,1020218,1020218,15冊39頁,2,2,陳隆夏,社團法人中華民國心心相印婚姻媒合協會,0980305,桃園縣平鎮市民族路2段269號,本會為依法設立、非以營利為目的之社會團體，以促成廣大未婚男女之跨國境婚姻媒合為主要目的，扮演合法、正派之角色。,會費。,內政部中華民國98年2月2日台內社字第0980012705號函,永久,400000.00,1,1020218,,,,,,,,
102法登他000032,2,2,林蕙鴻,552,1020204,1020227,1020227,12冊55頁,1,4,吳志剛,社團法人桃園縣原台灣美國無線公司員工關懷協會,0950109,桃園縣中壢市龍興里5鄰龍岡路2段367之1號,本會宗旨係以結合原台灣美國無線公司(RCA)員工發揮自助助人精神，互相關懷，並促使政府及雇主重視工業安全和衛生，加強安全防護措施管理，以避免工業災害及職業病的發生，確保勞工健康。,會費等,桃園縣政府中華民國94年10月19日桃社政字第1412之1號,永久,301307.00,1,1020227,,,,法人圖記變更,,,,
102法登他000033,1,2,林蕙鴻,236,1020205,1020218,1020218,6冊23頁,2,6,謝秀琴,財團法人桃園縣私立真善美啟能發展中心,0870122,桃園縣中壢市龍昌里1鄰龍川九街18號,辦理社會福利慈善事業。,捐助,桃園縣政府中華民國87年1月16日87府社福字第009636號,永久,1000000.00,1,1020218,,,,,,,,
102法登他000034,1,2,林蕙鴻,391,1020207,1020223,1020223,9冊33頁,2,12,林瑞英,財團法人聲寶股份有限公司聯合職工福利委員會,0900705,桃園縣龜山鄉大華村頂湖路26之3號,為謀聲寶股份有限公司、德寶家電股份有限公司、誠寶科技股份有限公司全體職工福利並改善職工生活為目的。,捐助,台北市政府社會局63年11月　北市職福字第048號登記證,永久,111455350.00,1,1020223,,,,章程變更。,,,,
102法登他000035,1,2,林蕙鴻,11,1020218,1020227,1020227,1冊41頁,1,16,吳慶堂,財團法人台灣省桃園縣私立治平高級中學,0550819,桃園縣楊梅市埔心中興路137號,"發展教育,培育青年。",捐助,台灣省政府教育廳中華民國54年8月24日,永久,685355132.00,1,1020227,,,,捐助章程變更。,,,,
102法登他000036,1,2,林蕙鴻,323,1020219,1020226,1020226,8冊1頁,1,5,楊牡真,財團法人桃園縣私立甡光社會福利基金會,0881110,桃園縣平鎮市南平路2段516巷99號,⒈兒童福利⒉青少年福利⒊婦女福利⒋老人福利⒌殘障福利⒍急難救助⒎社會公益活動⒏接受主管機關指導辦理事項。,捐助,桃園縣政府中華民國88年10月18日88府社助字第208618號,永久,82972500.00,1,1020226,1020425,,,,,,,
102法登他000037,1,2,林蕙鴻,202,1020221,1020222,1020222,5冊55頁,1,5,沈亞丘,財團法人桃園縣立南崁國民中學教育事務基金會,0860524,桃園縣蘆竹鄉五福六路1號,以協助南崁國民中學改善教育環境，發展校務、獎勵教師研究進修，發行教育性刊物，促進學生敦品勵學為目的。,捐助,桃園縣政府８６、４、２２八六府教社字第０七四０三三號函,永久,3600000.00,1,1020222,,,,,,,,
102法登他000038,1,2,林蕙鴻,373,1020221,1020306,1020306,8冊99頁,2,5,陳永發,財團法人桃園縣蘆竹鄉大華國民小學教育事務基金會,0891228,桃園縣蘆竹鄉大華街98號,以協助桃園縣蘆竹鄉大華國民小學改善環境、發展校務、獎勵優良教師及研究進修、獎勵學生參加各項競賽活動、發行教育刊物，促進學生敦品勵學為目的。,捐助,桃園縣政府中華民國96年8月29日府教社字第0960289788號函,永久,2110000.00,1,1020306,,,,,,,,
102法登他000040,1,2,林蕙鴻,145,1020225,1020315,1020315,4冊40頁,1,7,莫麗珍,財團法人桃園縣中壢市國民中小學文教基金會,0840216,桃園縣中壢市榮民路80號,發展校務、獎勵教師研究進修、促進學生敦品勵學。,捐助,桃園縣政府84年1月10日83府教社字第267578號函,永久,2200000.00,1,1020315,,,,,,,,
102法登他000041,1,2,林蕙鴻,437,1020226,1020307,1020307,10冊25頁,2,5,郭全財,財團法人桃園縣平興國小教育事務基金會,0911025,桃園縣平鎮市廣泰路168號,本會以以結合社會資源、協助平興國小改善環境，發展社區圖書館事務，獎勵教師員（志）工研究進修，促進學生敦品勵學為宗旨。,捐助,桃園縣政府中華民國91年9月24日府教社字第0910198074號,永久,2100000.00,1,1020307,,,,,,,,
102法登他000042,1,2,林蕙鴻,30,1020227,1020314,1020314,1冊121頁,1,14,黃東榮,光啟學校財團法人,0940617,桃園縣龜山鄉自由街40號,為達成為國育才，服務社會之目的，設立光啟學校財團法人。,捐助,台灣省政府教育廳中華民國60年8月21日教二字第64182號函,永久,892297104.00,1,1020314,,,,,,,,
102法登他000043,1,2,林蕙鴻,40,1020304,1020314,1020314,2冊1頁,1,14,羅時逢,桃園創新科技學校財團法人,0581016,桃園縣中壢市中山東路3段414號,為遵照國家教育政策暨現行教育法令規定之目的，設立桃園創新科技學校財團法人。,捐助,教育部中華民國58年10月2日台（五八）專字第20363號許可設立,永久,2630664472.00,1,1020314,,,,,,,,
102法登他000044,1,2,林蕙鴻,458,1020305,1020319,1020319,10冊67頁,2,4,楊盛進,財團法人桃園縣私立康福智能發展中心,0921014,桃園縣平鎮市東豐路205．207號,"一.提供辦理各項社會福利、慈善、早期療育等相關事業，專事收容、教養、訓練身心障礙者(含發展遲緩兒)為 目的。二.收容安置智能障礙、自閉症及多重障礙為主之身心障礙者，分別施以養護、復健、教育、生活技能訓練、工作技能訓練、職業性向培養及陶冶、協助就業及諮詢晤談等相關服務，培養其健全人格與學習謀生技藝，冀能適應於社會正常化為目的。",捐助,"桃園縣政府中華民國92年9月30日 府社障字第0920223723號函",永久,1000000.00,1,1020319,,,,,,,,
102法登他000045,1,2,林蕙鴻,89,1020306,1020322,1020322,3冊15頁,1,14,方海龍,財團法人桃園縣私立大華高級中學,0620723,桃園縣楊梅市三民路2段200號,為協助政府普及國民教育及奬勵私人興學而創辦私立大華高級中學並附設國中部為宗旨。,本校係由方志平女士、方海龍先生竭資及借貸創辦,台北市政府教育局51年12月20日北市府教中字第1820號函,永久,536183849.00,1,1020322,,,,,,,,
102法登他000046,1,2,林蕙鴻,98,1020306,1020311,1020311,3冊33頁,2,6,宜約堂,財團法人台灣省桃園縣中華福音道路德會仁愛堂區會,0790402,桃園縣桃園市縣府路110號13樓,以傳揚基督教義，推廣教育、服務人群為宗旨。,捐助,桃園縣政府79年3月12日79府民禮字第33005號,永久,1500000.00,1,1020311,,,,,,,,
102法登他000047,1,2,林蕙鴻,755,1020307,1020322,1020322,16冊61頁,2,2,洪煥青,財團法人谷崧社會慈善基金會,0990303,桃園縣中壢市中正路1274巷48號,以辦理社會福利慈善事業為目的。,捐助等,內政部中華民國99年2月6日內授中社字第0990002046號函,永久,30000000.00,1,1020322,,,,,,,,
102法登他000048,1,2,林蕙鴻,882,1020307,1020308,1020308,19冊13頁,1,1,陳達成,財團法人桃園縣陳達成慈善文教基金會,1010420,桃園縣中壢市後興路2段160巷90號,本會以從事有關社會福利及關懷弱勢等慈善事業為目的,捐助,桃園縣政府社會局中華民國101年3月15日桃社發字第1010013169號函,永久,5000000.00,1,1020308,,,,,,,,
102法登他000049,1,2,林蕙鴻,84,1020307,1020319,1020319,3冊5頁,1,13,謝秀能,財團法人警察學術研究基金會,0770513,桃園縣龜山鄉大崗村樹人路56號中央警察大學,促進警察學術交流，提振警察學術研究風氣。,捐助,教育部中華民國77年4月6日台(77)高字第14103號函許可,永久,10000000.00,1,1020319,,,,,,,,
102法登他000050,2,2,林蕙鴻,757,1020307,1020318,1020318,16冊65頁,2,2,高火木,社團法人桃園縣同義軒傳統藝術學會,0990409,桃園縣桃園市民安路122巷22號,本會為依法設立非以營利為目的之社會團體，以民間傳統藝術如：南管、北管、戲曲、神將、雜耍等技藝之保存、研究與傳習，並提昇演藝之水準，藉以增進社會之文化素質，使之成為具有民族特色的表演藝術為宗旨。,會費,桃園縣政府中華民國97年1月30日府社發字第0970029289號函,永久,1925635.00,1,1020318,,,,,,,,
102法登他000051,1,2,林蕙鴻,314,1020312,1020312,1020312,7冊81頁,2,8,曾文鑑,財團法人桃園縣立頂社國民小學文教基金會,0880825,桃園縣蘆竹鄉山林路3段232號,協助頂社國民小學改善教育環境，發展校務，促進學生敦品勵學為目的。,捐助,桃園縣政府中華民國88年6月2日88府教社字第116192號,永久,2520000.00,1,1020312,,,,,,,,
102法登他000052,1,2,林蕙鴻,277,1020313,1020409,1020409,7冊7頁,1,6,黃仁安,財團法人世聯倉運文教基金會,0871209,桃園縣楊梅市獅一路7號,本會係以社區居民為中心，結合社區資源，共同推展社區文教公益活動，俾推動社區改造，發揚社會正面價值觀念，建立社會新文化為宗旨。,捐助,桃園縣政府中華民國87年11月4日87府教社字第223064號,永久,126130000.00,1,1020409,,,,捐助章程第2條、第4條、第6條、第13條、第14條、第17條變更（本院101年度法字第25號裁定）,,,,
102法登他000053,1,2,林蕙鴻,538,1020313,1020326,1020326,12冊27頁,2,3,郭銓慶,財團法人桃園縣私立力麗社會福利慈善事業基金會,0941013,桃園縣中壢市中壢工業區定安路6號；分事務所：宜蘭縣五結鄉中正路三段21號7樓,本會以辦理社會福利慈善事業為目的。辦理下列各項目的事業：一、關於兒童福利、青少年福利、婦女福利等事項。二、關於身心障礙福利、急難救助事項。三、關於提供老人長期照顧、安養護及其他老人服務與福利事項。四、關於志願服務及其他社會公益事項。五、接受主管機關指導辦理事項。六、其他有關社會福利慈善事業事項。,捐助,桃園縣政府中華民國94年10月5日府社助字第0940264280號函,永久,10000000.00,1,1020326,,,,,,,,
102法登他000054,2,2,林蕙鴻,548,1020315,1020502,1020502,12冊47頁,2,5,曾玉華,社團法人桃園縣宣愛社區關懷協會,0950103,桃園縣中壢市興平路45號1樓,本會為依法設立，非以營利為目的之社會團體，係結合基督徒的知識與專業，從事重視生命、傳播真愛及社區關懷的研究與互動、以促進社區祥和、提昇社區文化為目的，以俾成為地方社區的力量。,會費等,桃園縣政府中華民國93年9月14日府社行字第0930239181號,永久,6000.00,1,1020502,,,,會址變更為桃園縣中壢市延平路98號,,,,
102法登他000055,1,2,林蕙鴻,109,1020315,1020318,1020318,3冊55頁,1,10,劉國昭,財團法人台灣電子檢驗中心,0720203,桃園縣龜山鄉樂善村文明路29巷8號,以提供有關電子檢驗與發證之服務，發展品管與檢驗技術，提高產品品質，促進電子工業之進步與繁榮，並謀其公益為宗旨。,由政府及國內外公私立機關團體或個人之捐贈,經濟部中華民國71年9月18日經（七一）工字第00991號函,無限期,203000000.00,1,1020318,,,,,,,,
102法登他000056,1,2,林蕙鴻,931,1020318,1020329,1020329,20冊13頁,1,1,干靜瑤,財團法人桃園縣善水堂慈善文教基金會,1020103,桃園縣中壢市環中東路770號6樓,以辦理社會福利慈善事業為目的。,由干靜瑤等人捐助成立。,桃園縣政府中華民國101年12月21日府社發字第1010289300號函,永久,5000000.00,1,1020329,,,,,,,,
102法登他000057,1,2,林蕙鴻,24,1020319,1020329,1020329,1冊93頁,1,13,顏福來,財團法人台灣省桃園縣壽山巖觀音寺,0540517,桃園縣龜山鄉萬壽路二段6巷111號（門牌整編前桃園縣龜山鄉嶺頂村西嶺頂18號）,為宣揚佛教道德，敦睦信徒友誼，樹立團結互助精神興辦社會公益事業。,捐助,桃園縣政府54年1月23日桃府民行字第2256號函許可設立,永久,322641096.00,1,1020329,,,,,,,,
102法登他000058,2,2,林蕙鴻,556,1020319,1020702,1020702,12冊63頁,2,3,林聰智,社團法人中華真佛心宗教會,0950303,桃園縣八德市茄苳路725巷79號,本會為依法設立，非以營利為目的之社會團體，以研究聖賢言行，教育眾生，造福社會為宗旨。,入會費等,內政部中華民國94年11月9日台內社字第0940078800號函,永久,0.00,1,1020702,,,,,,,,
102法登他000059,1,2,林蕙鴻,146,1020320,1020401,1020401,4冊42頁,2,7,張秋銘,財團法人桃園縣桃園市國民中小學教育事務基金會,0840222,桃園縣桃園市中山東路124號,協助桃園市學校改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學為目的。,捐助,桃園縣政府中華民國84年1月20日84府教社字第014461號函,永久,9900000.00,1,1020401,,,,,,,,
102法登他000060,2,2,林蕙鴻,609,1020320,1020409,1020409,13冊69頁,2,8,左永安,社團法人中華中小企業經營輔導專家協會,0960125,桃園縣中壢市元化路224號9樓,結合輔導專家，提昇服務中小企業之能力及品質，協助政府輔導中小企業經營管理（含生產、行銷、人資、研發、財務等功能）、人才職能及內部稽核訓練活動。,會費等,內政部中華民國95年12日18日台內社字第0950196770號函,永久,9007.00,1,1020409,,,,,,,,
102法登他000061,2,2,林蕙鴻,396,1020320,1020329,1020329,9冊43頁,2,6,林慶根,社團法人桃園縣佛教皈三菩薩學會,0900815,桃園縣龜山鄉萬壽路二段343號7樓,一．本會依人民團體法設立之社會團體、非以營利為目的。二．本會以力行佛陀教育，修學菩薩聖德，研習菩薩學，結合社會力量，淨化世道人心，提昇生活品質，並以服務社會為宗旨。,會費,桃園縣政府中華民國90年6月11日（90）府社行字第111313號函,永久,618671.00,1,1020329,,,,"一、章程第14、16、23條變更。
二、理事長林慶根印章變更。",,,,
102法登他000062,2,2,林蕙鴻,318,1020322,1020429,1020429,7冊89頁,2,7,蕭雲祥,社團法人桃園縣自閉症協進會,0881014,桃園縣桃園市龍鳳三街65巷38號,本會以維護自閉症者權益，爭取政府及社會大眾對自閉症者之重視關懷，辦理各項福利措施，早期療育及職業訓練，並扶助其具備社會化生活能力為宗旨。,捐助,桃園縣政府中華民國88年8月12日88府社合字第158768號,永久,90500.00,1,1020429,,,,"會址變更。
常務理事洪美珍印鑑變更。",,,,
