登記案號,序號,分事務所地址,網站連結
102法登他000074,1,台中市大里區仁愛路175巷88號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LgC5aPrZDrW4HGTkYD9LfoI4Tl1suu5C6VRLpZt5HPH4iS5ra0OyzP8LI78=
102法登他000110,1,台南市安南區安和路６段１２６巷５６號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/f5VgIbHLP-dS7VW9zJ1SzUjLzkuAmA_WQiCk9_3keRHspdZQTdCNkaGDJYs=
102法登他000122,1,台南市海佃路一段六號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aRP2WE7TgLDgIGy-lRCAWIHs7-lxkVsBcpTK7_UtLDWafwkPUStHqAoe1bo=
102法登他000165,1,台南市仁和路七十四號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0c6xjJyVkE9KT-ilXZA4WiqZzjSEQZQD_0WlPAmRLFumgIcrmIeHM6L_Tds=
102法登他000171,1,高雄市三民區長明街２５號２樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/U6BO0cUgSWQ9QtaJJgz4GjU7i17fFCVakTr2lHY6rF3guYUrkI8UmBCCBfI=
102法登他000173,1,台南市裕敬一街三七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fvtXMtDUYdGOL66xLGDdc5SEgm_oNC8fLDylqei0vMNpsGysf2onQNabpA==
102法登他000173,2,台北市南深路二一巷十六、十八號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/c-6QxQ_HfSppSXlgr2Ddst-g_g31w4D7jeD2BhcoGec_Y2C0R581RVLUbQ==
102法登他000173,3,屏東縣泰武鄉佳興村二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DLu29EBNrvc7S1wAYv2LT1YRW__2owlE2Jyc4ccaVeFb-rMeV9c0xh1eZQ==
102法登他000173,4,屏東縣來義鄉義林村七一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1-GJroMAHPmjRKZ6rdfOWBKSGYbkXX8bVUoPz8Gwih-MZTkpfU2q34F8pQ==
102法登他000173,5,屏東縣來義鄉義林村大後路一二號之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XA2gsIF8prsXsmO_LNfKHr3SLILBmMJLjsxC474_F8QBbP_hFlKsd8lWOA==
102法登他000173,6,屏東縣來義鄉古樓村中正路一三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uvPnxmR5gQSamTmWoHi-gJonjFHJ5bU8Yq4n7MQoTIUlKiSnkvqMlrIYVQ==
102法登他000173,7,屏東縣潮州鎮三德路80號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Xf_E0_whz3iREyhY-TymcH1Cqgv0RbMwsQjAxrjEJ5Tk4lCUIz-QKYAy1g==
102法登他000173,8,屏東縣來義鄉丹林村古義路31之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W6Kmm7oBo95UmY0ZUcLkvC36B1enLPul3EcGK6Cu3fIUrh6zw8hY33wqSQ==
102法登他000185,1,台北市內湖區東湖路１４１之１號３樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PTN348J0Op18qUjDUe7o2jBTz1qWMHe95J0qESLqGiP3R67s943lvlWXQUY=
102法登他000191,1,嘉義市大業街40巷8號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hJ3rirLmvVnpcadeSbTiHtgg2M8y6c539N1VIXPGNy4FaIYqJjysGdM4cuo=
102法登他000250,1,台南市仁和路七十四號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ji9wKJTzJPbvRyoKwu2hXwq7-TOk_0nQnJeDPoRA2shHN805oG_YXpiUlDw=
