登記案號,序號,職稱,姓名,網站連結
048法登000027,1,董事長,羅貞德,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Y_FgcvpVse8NaC2mEA8DLPWEPowAN15aaIH03H2eAxvyqfDxLzvQZA==
048法登000027,2,"董  事",德斯多,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kwMOX-avSapzvwuOTWobIzxAJfhBwERLoQRvr_IGUyiNjVddRt7RQQ==
048法登000027,3,"董  事",穆淑英,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ehHCGdoxByhF0v8ze1EdcWAriDv5QQDGwrACc3ZTo0bn5kaRNpmL-Q==
048法登000070,1,董事長,"黃   煇",https://aomp109.judicial.gov.tw/judbp/whd6k/q/HOLoHTe5fRcJWjHQOwOKTFsi-Toi_VkWdLGRwUlN45LR-uyioSOXcg==
048法登000070,2,"董  事",柳德玉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JJ-_1KHmCbAlRmzr-UdWM1AIBHLoQNOY1-EGrx-S95l8CaIaTyHz-w==
048法登000070,3,"董  事",徐承煥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/46SBOZ0UFmBT7OfKKGx5gKA2nCFHnW9Jshbg8UZ9tKfFy8T1yftfkQ==
048法登000070,4,"董  事",孫運璿,https://aomp109.judicial.gov.tw/judbp/whd6k/q/H-AO7GXwZyUqg-wP38YUXSyYFrLt1dD4fv2Ombzb4OddP2giVH3qCw==
048法登000070,5,"董  事",顧文魁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8T5tQwoRLV66LlOpKOK0VnVw3f3GqUiXp-_SwpflnriLMeGs5YTrxA==
048法登000070,6,"董  事",柯文德,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vMYYf3u0V-JUks_oskbefgQe_R-z8VErAlKqRKgdjT_G246RAngvZQ==
048法登000071,1,董事長,林挺生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/67zhLsg-rHhAVyXMKFdvSbD44vT_v4KPqMiGkbms8sILJtYiC24Vaw==
048法登000071,2,"董  事",郭秀雄,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gaNt1MbKBd3OkckMIDpUfrR1MSNKdYMUOqR99e0V-eHH7RuY6Dp42Q==
048法登000074,1,董事長,黃啟瑞,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jaSIe0hayrAmghOyiJE4qIEtnK5bw_M4hi-Q-gu90wU5JsIRZWozOw==
048法登000074,2,"董  事",黃逢平,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gcF-afdNqpv7N5H2uT93KqgQlwIcAn5DvrxNaMf8EyJyIGHzo3QHTg==
048法登000074,3,"董  事",黃智武,https://aomp109.judicial.gov.tw/judbp/whd6k/q/R-n1weKc3avzbZ_mUXhQTE65CtI0RyoobD9d2q6KW49nMCXIQb-Kng==
048法登000074,4,"董  事",黃玉對,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BQrN8yoBvu8O1tH_bc4wCt3LQcOEHlnsR9YRpjNdLepAfC4BELZWPQ==
048法登000074,5,"董  事",黃清江,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oN8Dp6TjyKtuQnbWgwtA8hHtC_-XmxwD0AJT15GUuA31R4bbI3w6fQ==
048法登000075,1,董事長,潘景耀,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sGdtJECxpN_8cL98gNGa41OOQVOhx0O7fZXDmtzHZP6bunL5nxV1cw==
048法登000075,2,"董  事",林金治,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YguE6tcxpkVOFa2XDw8G6fyH-lS9XTbcgqHbd4hOGIHl1oDxjADhrw==
048法登000075,3,"董  事",章思豪,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FTva2eWVnF6OqGqe8oLD_QkLcdAmLWS5Z0NtdojETQLy6cvhfi1RiQ==
048法登000075,4,"董  事",趙南祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qthoNeqjtOAbXCJYTNpaj8mw9j_Ab4-iKql1HXlyTDkm1ypp8jbUHw==
048法登000075,5,"董  事",柯阿祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_r0Fv_Bq-fYPPRoEfKwCDS3ovc0TAUG-RaZfYoADDjshpE-uBA5s7A==
048法登000075,6,"董  事",傅王朱霞,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TugK51ZbL2FjWKAiPZQCF7VwKwnZBHyrAc6D4db9j1JmttF3dEEPwQ==
048法登000075,7,"董  事",張合杉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/str5KAYBkhMAH83rDDOoEXMOE551Ss4mQ0WHWCcrbLCn1gJ2_2bdpQ==
048法登000077,1,董事長,雷寶華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0UdhlhLcEPZGGTQK3j83RxZMk7Yxq2_la9t8QzNUEBySoTABSdNQcw==
048法登000078,1,董事長,謝東閔,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WA8aeAF3dS8PGdyL-q5kk3SEE6fdv7g6JHzV14GWy0jzD0aGH3dOqg==
048法登000078,2,"董  事","吳  靜",https://aomp109.judicial.gov.tw/judbp/whd6k/q/PbEfHS7l1QbBSbev3qW2DpJ4N19nhhujvhcsMw76eiDc7GPmTIvolg==
048法登000078,3,"董  事",顏春輝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_yu7Vw2eKyN00iqLcURF3BI6hgsFU3XPn_AEpJdFF1IDfls7A5q4NA==
