登記案號,序號,分事務所地址,網站連結
091法登他000001,1,南投縣中寮鄉龍南路二七七之二十號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/X_f22RaospoSfcm7TZf1PaC1e-c6x2IC0hGdXYdeTr5bf_HhweV7tP7MEz4=
091法登他000011,1,台中縣大里市東榮路四八三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WdsZPBx_mB7mdUglNxtB7WihDmuXRUgb28Ny820EjXfNzSfP1jjpqb8TtyI=
091法登他000038,1,臺中市工業區三十七路二十五號、臺北市信義路三段一六二號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qEcOyehGSOzphJ_y0u8pC9Wko1hdZnCYiIAJ5anzIJAHrtxnw7jz_wtxfu8=
091法登他000039,1,台中縣大里市東榮路四八三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5bq5k_6Rr_X4JH4ABSsGdepy94JD0tzJMKi5qmdGAcvczAgEM8T-bhNJL5E=
091法登他000058,1,臺中市北屯路三六０號八樓之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZUUhTJZDx5wkmxeqHg5d9N-KMlZLJJMUKy-oihzk2RFklFPEUjVJARYBch4=
091法登他000058,2,高雄市自強一路二十二號五樓之一Ｂ室,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KolCCEJDshyeN5QQmZqXZRgcQf222myFKYchHyXzOCfbmYZmuwzFE83CzEM=
091法登他000123,1,臺中縣豐原市豐年路十五號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HXqU8aF4m9l6vRnlOC-hiRCY2KrBmnUadXewC5YTY31I4lFuVvBcL49l5jk=
091法登他000136,1,南投縣埔里鎮鯉魚二巷二十號(天水蓮大飯店內),https://aomp109.judicial.gov.tw/judbp/whd6k/q/K6-hOl-yFsH9G5wk57_4EMJCjjehZ0wx7Nc4ft7kQjPa7eLtw2_Xs9Y5Rwc=
091法登他000149,1,臺中市北屯區橫坑巷九十五號、高雄市左營區文學路五一０號、,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vflPCuyW-K8rwADNl0ejPp1mAJPRsrKjkuBp_xCxGJ59UdnoXkcGyX9SaEQ=
091法登他000149,2,花蓮縣花蓮市海濱路十二之五號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ONSSMcqGF4Be97WF8oWKXTh6ugXaHhAdlLRhDUoe6EExvP1yP7E8dwh-dto=
091法登他000180,1,臺北市民權西路九十一號十一樓之六,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YP1oHy1MUnKAnSF7aw-T2BKk4IXEJtB3isN4AyJ-01uioJDoXUxMlr2q2gA=
091法登他000201,1,臺中市工業區三十七路二十五號、臺北市信義路三段一六二號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NSqX34KUpnJLwIjSuB546mMTlg1nMK3z1yXArd4tYBcbl40UppHUhiBx9ek=
091法登他000211,1,臺中市西屯區甘肅路一段六十七號、臺中縣豐原市圓環東路七０七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oqNi7ucKx5YWQvrc2vkVnBa-pvkM2SJD8yyUJUPW6h_TC0JS7YWnmOTcuuvD
091法登他000218,1,台中縣大里市東榮路四八三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kSlBYAFIBoAQwPaTwG22kXQvHqQYymvgTWEUh1_f8q3MMmi_iMr6TbwTqAQ=
091法登他000244,1,臺北市信義路四段二十五號十一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PvPVnSbjfdsgUVjCsfXCyA02nbSpwHRW1XxTmEP_0DJdgLJJG1r6uuEeLLU=
091法登社000019,1,嘉義市五福街一三一巷九號(嘉義辦事處),https://aomp109.judicial.gov.tw/judbp/whd6k/q/1nVG7f9dSQYj83kQOvqW1iC3qqDOTapXbv8N79Mki-Om7ijuCi6jelnqSm4i
091法登財000002,1,臺中市西屯區甘肅路一段六十七號、臺中縣豐原市圓環東路七０七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vj5mwivwCFBaPhNCFxqM5Prqt5956xlk7H95HQ2J87djx2IsPNBl6gA1IO_K
091法登財000014,1,臺中市西屯區青海路一段一四七號一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4AKkHOvwVS9OARlxMyrJOMHaO9A6zP9qG9J01ys9joYYFYN2kaTZvrvWwL6P
