登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
085法登他000001,1,2,巨克安,131,0850110,0850119,0850119,4冊12頁,,0,陳宗仁,財團法人再興華文教基金會,0830311,桃園市宏昌十街四十八號,推動社會善良風氣，促進全民團結，建立和諧安祥社會。,捐助,桃園縣政府八十三年一月二十二日（８３）府教社字第一０三二一號函,永久,2000000.00,1,0850119,0850129,0850129,,,,,,
085法登他000002,1,2,巨克安,62,0850113,0840707,0840707,2冊91頁,,0,謝森中,財團法人中大學術基金會,0720207,桃園縣中壢市五權里三鄰三十八號,為發展學術及獎勵優秀學生。,捐助,教育部中華民國七十一年十一月十八日台七一高字第四三五三二號,永久,99455164.00,1,0850209,0850301,0850301,,,,,,
085法登他000003,1,2,巨克安,149,0850113,0850117,0850117,4冊48頁,,0,徐彩春,財團法人桃園縣龍潭鄉國民中小學文教基金會,0840612,桃園縣龍潭鄉龍華路四六０號,協助本鄉學校改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學。,①本鄉各國中小學以班級數出資認捐②縣府補助③鄉公所補助。,桃園縣政府八十四年三月二十日八四府教社字第００五一七九號函,永久,2084792.00,1,0850118,,,,,,,,
085法登他000004,1,2,巨克安,65,0850115,0850304,0850304,2冊103頁,,0,鍾朝嵩,財團法人先鋒品質管制學術研究基金會,0720810,中壢市復興路五十四號,提高國內品質管制學術之水準，促進各界對品質管制學術研究之重視，以達成品質管制學術研究與工廠實務之結合為目的。,捐助,教育部中華民國七十二年六月廿九日,永久,1000000.00,1,0850304,0850422,0850422,,,,,,
085法登他000005,1,2,巨克安,78,0850124,0850130,0850130,2冊155頁,,0,甘家忠,財團法人基督教台灣省桃園縣大湳禮拜堂,0811020,桃園縣八德市大同村福國北街二００號,傳揚基督仁愛精神，辦理社會公益慈善教育事業。,捐助,桃園縣政府七十五年十二月廿六日府民禮字第一七五六五六號函許可設立。,永久,6993998.00,1,0850130,0850316,0850316,,,,,,
085法登他000006,1,2,巨克安,72,0850207,0850210,0850210,2冊131頁,,0,陳維謙,財團法人台灣省桃園縣廻龍寺,0591229,桃園縣龜山鄉龍壽村萬壽路一段卅八號,闡揚佛教，提倡國民道德，改良社會風俗，敦睦信徒友誼，樹立團結互助精神及增進福利，並興辦慈善公事業。,捐助,桃園縣政府五十九年九月二日桃府民行字第７２７９９號函許可設立。,永久,158400.00,1,0850210,0850229,0850229,,,,,,
085法登他000007,1,2,巨克安,76,0850208,0850226,0850226,2冊147頁,,0,王永慶,財團法人私立長庚醫學暨工程學院,0751230,桃園縣龜山鄉文化一路二五九號,一、適應國內醫學人力增補需要。二、響應政府奬勵私人捐資興學之既定政策。三、協助政府培育「研究高深醫療學術」之醫事專門人才。四、進行醫學研究從事醫療服務，以提高國內醫療水準。,捐助,教育部中華民國七十五年十一月廿一日台（７５）高字第５３５２５號函許可設立。,永久,3811248287.50,1,0850226,0850316,0850316,,,,,,
085法登他000008,1,2,巨克安,92,0850215,0850312,0850312,3冊21頁,,0,陳建文,財團法人台灣省桃園縣中華基督教中壢浸信會,0780827,中壢市民族路五十三號,宣揚耶穌基督福音領人信主，並辦理社會服務教育，救濟等事業。,捐助,桃園縣政府七十八年七月十四日７８府民禮字第１０５５９７號函。,永久,2513327.00,1,0850312,0850417,0850417,,,,,,
085法登他000009,1,2,巨克安,11,0850215,0850227,0850227,1冊41頁,,0,蘇志民,財團法人台灣省桃園縣私立治平高級中學,0550819,桃園縣楊梅鎮埔心中興路一三七號,發展教育，培育青年。,捐助,台灣省政府教育廳五十四年八月廿四日,無限期,172931911.80,1,0850228,0850309,0850309,,,,,,
085法登他000010,1,2,巨克安,51,0850215,0850312,0850312,2冊47頁,2,0,張顯道,財團法人台灣省桃園縣私立至善高級工商職業學校,0740206,桃園縣大溪鎮康莊路六四五號,以創辦私立至善高級工商職業學校並求教育發展為目的,捐助,台灣省政府教育廳六十二年六月七日許可設立,無限期,158090992.00,1,0850313,0850405,0850405,,,,,,
085法登他000011,1,2,巨克安,49,0850313,0850415,0850415,2冊40頁,,0,林元芳,財團法人台灣省桃園縣桃園鴻福寺,0671020,桃園市民生路二三一號,為宣揚佛教道德及興辦慈善教育公益事業為宗旨。,捐助,桃園縣政府六十六年九月十九日府民造字第九四二七九號許可設立。,永久,4406647.00,1,0850416,,,,,,,,
085法登他000012,1,2,巨克安,16,0850315,0850328,0850328,1冊61頁,1,0,魏照金,財團法人台灣省桃園縣私立新興高級工商職業學校,0620515,桃園縣八德鄉茄苳村永豐路五六三號,創辦私立新興高級工商職業學校並謀其發展。,捐助。,台灣省政府教育廳六十二年五月十五日六二教三字第０七五七四號許可證書。,無限期。,363140558.00,1,0850328,0850423,0850423,,,,,,
085法登他000014,1,2,巨克安,141,0850402,0850423,0850423,4冊32頁,,0,謝孝德,財團法人臺灣省立楊梅高級中學文教基金會,0840124,桃園縣楊梅鎮高山里南高山頂七之二號,本會以協助臺灣省立楊梅高級中學改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學為目的。,本會基金由本校校友、家長、公司行號及熱心教迶人士捐助。,桃園縣政府八十三年十二月九日八三府教社字第二三五五０九號,永久,2000000.00,1,0850423,0850503,0850503,,,,,,
085法登他000015,1,2,巨克安,115,0850412,0850415,0850415,3冊69頁,,0,游長和,財團法人桃園縣私立心燈啟智教養院,0810714,桃園縣平鎮市東勢里十九號之一,收容中重度智能不足者及多重障礙者施予教育、訓練、養護、復健、促進回歸社會，適應正常化生活。,捐助,桃園縣政府八十一年六月二十四日八一府社福字第一一四八七八號函,永久,1000000.00,1,0850416,0850425,0850425,,,,,,
085法登他000016,1,2,巨克安,41,0850419,0850506,0850506,2冊5頁,,0,孫道亨,財團法人私立龍華工商專科學校,0581008,桃園縣龜山鄉萬壽路一段三００號,為響應政府獎勵私人興學與配合當前教育政策培養工商業專門技術人才，並為發展與供應私立龍華工商專科學校所需之一切設備及經費,創辦人捐助,教育部五十八年四月十八日台（五八）專七三八八號令,"永久  　",408680495.00,1,0850506,0850527,0850527,,,,,,
085法登他000017,1,2,巨克安,64,0850419,0850515,0850515,2冊99頁,,0,張淵量,財團法人中國六經學術研究發展基金會,0720629,中壢市信義里蘭州街卅四號,昌明中華化文化本源發揮儒教精神倡導六經學術之研究發展，奬助相關文教公益事業。,捐助,教育部七十二年五月廿五日台（７２）高字第一九六０四號函。,永久,1300000.00,1,0850515,0850523,0850523,,,,,,
085法登他000018,1,2,巨克安,95,0850425,0850430,0850430,3冊27頁,,0,蕭金榮,財團法人圓光佛學研究所,0790307,桃園縣中壢市聖德路一段八八八巷十一號,為發揚中華文化研究中國佛學培育高級佛教學術研究人才為目的。,捐助,教育部七十八年七月六日(78)高字第三二七五九號函。,永久,10000000.00,1,0850430,0850517,0850517,,,,,,
085法登他000019,1,2,巨克安,77,0850426,0850506,0850506,2冊151頁,,0,王永慶,財團法人私立長庚護理專科學校,0760116,桃園縣龜山鄉文化一路二六一號,"一、以教授應用科學與技術，養成實用專業人才為宗旨。                  二、響應政府獎助私人捐資興學之既定政策。",由長庚紀念醫院捐贈。,教育部七十五年十二月四日（七五）技字第五五七二八號,永久。,633137330.00,1,0850506,0850521,0850521,,,,,,
085法登他000020,1,2,巨克安,96,0850503,0850514,0850514,3冊29頁,,0,胡裕同,財團法人中正理工學院校友文教基金會,0790210,桃園縣大溪鎮員樹林三元一街十鄰十九號,倡導國防科技之研究發展，提昇國防科技教育之品質。,捐助,教育部七十九年二月十日台（７９）社第五八００號,永久,1050000.00,1,0850514,0850522,0850522,,,,,,
085法登他000021,2,2,巨克安,111,0850507,0850511,0850511,3冊61頁,,0,"許  琦",社團法人桃園縣退休警察人員協會,0800912,桃園市縣府路三號,為照顧退休警察人，協助地方治安。,捐助、會費等,桃園縣政府八十年四月廿日桃社政字第八六七號敨可設立。,永久,120706.00,1,0850511,,,,,,,,
085法登他000022,1,2,巨克安,113,0850509,0850522,0850522,3冊65頁,,0,華瞻樸,財團法人台灣省桃園縣大溪鎮員樹林基督教會,0801028,桃園縣大溪鎮三元二街二巷一弄九十號,奉行耶穌基督博愛救人之精神，遵照聖經眞理揚福音，設定教會，並辦理社會公益事業。,捐助,桃園縣政府八十年九月十六日八十府民禮字一六四七五六號函准許設立。,永久,4000000.00,1,0850522,0850603,0850603,,,,,,
085法登他000023,1,2,巨克安,43,0850524,0850528,0850528,2冊13頁,1,0,宗成志,財團法人宗倬章先生教育基金會,0660916,桃園縣中壢市新生路二段二三二號,獎勵協助文化教育科技發展，並獎助清寒優秀青年完成學業致力建國大業。,捐助,教育部中華民國六十六年八月三日,永久,630000000.00,1,0850528,0850613,0850613,,,,,,
085法登他000024,1,2,巨克安,84,0850527,0850530,0850530,3冊5頁,,0,姚高橋,財團法人警察學術基金會,0770513,桃園縣龜山鄉大崗村樹人路五十六號中央警官學校,促進警察學術交流，提振警察學術研究風氣。,捐助,教育部中華民國七十七年四月六日台(七七)高字第一四一０三號函許可,永久,10000000.00,1,0850531,0850625,0850625,,,,,,
085法登他000025,1,2,巨克安,120,0850606,0850612,0850612,3冊79頁,,0,周天固,財團法人台灣省桃園縣私立泉僑高級中學,0560610,桃園縣龍潭鄉十一份中山路一號,以辦理私立泉僑中學為國家培養優秀人才為目的。,捐助,台灣省政府教育廳民國五十三年八月一日教二字第四三０三號,永久,62544590.00,1,0850612,0850629,0850629,,,,,,
085法登他000026,1,2,巨克安,10,0850626,0850708,0850708,1冊38頁,,0,"李  和",財團法人桃園縣基督教聖經教會,0580212,中壢市新生路二段四二一號,闡揚真理傳播福音，勸人侮改、接受救恩，創辦學校從事慈善服務事項。,捐助,桃園縣政府民國五十八年一月十一日桃府民行字第０六一二三一號,永久,95000000.00,1,0850709,0850716,0850716,,,,,,
085法登他000027,1,2,巨克安,50,0850713,0850723,0850723,2冊43頁,,0,陳招源,財團法人台灣省桃園縣仁德宮,0680313,桃園縣龜山鄉龜山村十四鄰中和南路七十號,為宣揚道教道德，敦睦信徒友誼，樹立團結互助精神，興辦社會慈善公益事業。,捐助,桃園縣政府六十八年一月八日六八府民造字第一四一三八一號函准許設立。,永久,48908500.00,1,0850723,0850805,0850805,,,,,,
085法登他000028,1,2,巨克安,29,0850806,0850814,0850814,1冊109頁,2,9,朱仁才,財團法人台灣省桃園縣私立永平高級工商職業學校,0000000,桃園縣楊梅鎮埔心永平路四八０號,本財團以舉辦私立永平高級工商職業學校並謀其發展為目的,創辦人出資捐助,台灣省政府教育廳中華民國六十年八月十二日核准立案,無限期,173100670.00,1,0850814,0850829,0850829,,,,,,
