登記案號,序號,職稱,姓名,網站連結
085法登他000004,1,董事長,陳定吉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/X4JjI4CeadjT5vAOPP8cvdnsE8fngSo5dMx-yu8jKebNn7Wsjk6RKOSHkL8=
085法登他000004,2,常務董事,寇紹捷,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kJggYEHecyWUMffg_yFMIyPhiGW-XS_BE5n18xxPA9oJHO_tp563G_iBLpc=
085法登他000004,3,常務董事,王肇興,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TjfSGTPloN_W6gOWJ3E--3UsKwc2v-msd4LkQptwevZdrYcTvbceAebbL5g=
085法登他000004,4,"董  事",楊吉田,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ELL7iF-xeXXx0L1TCKYCphN6uHJsLKxQ7gfKkAeuzUfr2VoxCfD4ZgyAF04=
085法登他000004,5,"董  事",黃文鴻,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fTMwlMv9n-geNv09V5ahpMvDij4XYjIqXiBwbZS5v3-b1dizDFKgcsV52aY=
085法登他000004,6,"董  事",李炳丁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tc3phT6-MzRCq8p4-nd7KrPiz-omdNl4i0y0BPTgZkTFHNUfvFxW0rt2PlI=
085法登他000004,7,"董  事",李本鍔,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YzDfEl7yOfn9pztEk3Pcj3R_YCF9DTGLAcIoKCQPwo65ys5vU_GgF051bh4=
085法登他000004,8,"董  事",張望豪,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uEs7iu8TOFOOkohl-C-c5oT95eByVA0M153S3HArdHFyTC9BMxd7wtojsYc=
085法登他000004,9,"董  事",李春菊,https://aomp109.judicial.gov.tw/judbp/whd6k/q/35qbswa3B7gzIJUtxM90_kFDjQ_3OGEdwcXG1VW45NQh_wsVe5HXpZ-tHGU=
085法登他000004,10,"董  事",譚吉令,https://aomp109.judicial.gov.tw/judbp/whd6k/q/X34przWRZCsKCwdzamCmpqD0E8oL_T58R98sVQgrFAqQ8miRM95m643Pcr4=
085法登他000004,11,"董  事",寇紹恩,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UfWslz4GeQdpDo6rhGkp-1qrFxR13NEYRp5JzT_bwzNeLaFLOZooTWCAMds=
085法登他000006,1,董事長,"劉  真",https://aomp109.judicial.gov.tw/judbp/whd6k/q/cEmjos9k9x7bJ50cgcm0_SgyrEloVVd7hvNH64vM4GJGucEpxY1bGxMYVFE=
085法登他000006,2,副董事長,孔德成,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AM1NnUK87UuBol_3-_4i3yMb3HY56VH7JvDyIYIGoH6H0GFJ3aY5eHmuVDE=
085法登他000006,3,副董事長,謝東閔,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uKkcSIkFPd9-6mEpgH7hWn8mWIeL-UqGX_z_BHIYBr0epxK350-he85Wk0M=
085法登他000006,4,"董  事",蔣彥士,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FEnR_NN0-g2A_L8ySJYs-qKR2Tg--tfRvnRgEk52PfL7LVS9xmvvt1SEULQ=
085法登他000006,5,"董  事",陳雪屏,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KFyczkiasYkyTAq9VpJaaUSpvI_kAkk9V5RH94P0yaAGoUW8NbEy81rpyhA=
085法登他000006,6,"董  事",吳大猷,https://aomp109.judicial.gov.tw/judbp/whd6k/q/w7ZtxJ2S_hT5m-xW61c4WAvv6YrKf6tR97w-dg8aOQ8iW4I-QYLwMC0W0Wc=
085法登他000006,7,"董  事",林挺生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/U2Mdb0tMrBJGxF1tLg28NZnAXr1pe50M12vai2WRyW_tn3BGc-USKZRly0w=
085法登他000006,8,"董  事","羅  光",https://aomp109.judicial.gov.tw/judbp/whd6k/q/Rk8MdTM4UFHmXS1H5EPPTx1zg8oXIQvzVGIMqpuAoiJh8qQxOBcjSUfbnZg=
