登記案號,序號,分事務所地址
085法登他000603,9,台北市新生南路3段20號10樓（北區知識青年黨部）
085法登他000603,10,台中市德化街64號4樓（中區知識青年黨部）
085法登他000603,11,高雄市七賢三路274號6樓（南區知識青年黨部）
085法登他000603,12,台北縣板橋市文化路1段280號2樓（台北縣委員會）
085法登他000603,13,宜蘭市女中路27號（宜蘭縣委員會）
085法登他000603,14,桃園市縣府路332號5樓（桃園縣委員會）
085法登他000603,15,新竹縣竹北市縣政二路55號（新竹縣委員會）
085法登他000603,16,苗栗縣苗栗市府前路3號（苗栗縣委員會）
085法登他000603,17,台中縣豐原市安和路40號3樓（台中縣委員會）
085法登他000603,18,彰化縣彰化市三民路407號5樓（彰化縣委員會）
085法登他000603,19,南投縣南投市康壽里玉井街101號（南投縣委員會）
085法登他000603,20,雲林縣斗六市府前街62號（雲林縣委員會）
085法登他000603,21,嘉義縣朴子市祥和一路西段2號（嘉義縣委員會）
085法登他000603,22,台南縣新營市民治路34號（台南縣委員會）
085法登他000603,23,高雄縣鳳山市曹公路21號（高雄縣委員會）
085法登他000603,24,屏東縣屏東市桂林街38之2號（屏東縣委員會）
085法登他000603,25,台東縣台東市民族里博愛路430號（台東縣委員會）
085法登他000603,26,花蓮縣花蓮市公園路27號（花蓮縣委員會）
085法登他000603,27,基隆市義四路路10號（基隆市委員會）
085法登他000603,28,新竹市民富街42號（新竹市委員會）
085法登他000603,29,台中市大隆路40號（台中市委員會）
085法登他000603,30,嘉義市民國240號（嘉義市委員會）
085法登他000603,31,台南縣成功路457號11樓（台南市委員會）
085法登他000603,32,金門縣金城鎮民權路154號（金門縣委員會）
085法登他000603,33,連江縣南竿鄉中正路63號（連江縣委員會）
085法登他000603,34,澎湖縣馬公市西文里102之8號（澎湖縣委員會）
085法登他000641,1,"台北市敦化北路一三三號           南投市中興路七００號"
085法登他000641,2,"高雄市中正四路一八九號           彰化市卦山路二號"
085法登他000641,3,"基隆市獅球路八號                 雲林縣斗六市府前路五八號"
085法登他000641,4,"台中市力行路二六二之一號         嘉義市忠孝路三０七號"
085法登他000641,5,"台南市大學路西段六五號           台南縣新營市中正路二三號"
085法登他000641,6,"台北縣板橋市中正路四八號         高雄縣鳳山市中山東路十四號"
085法登他000641,7,"桃園市成功路二段七號             屏東市中華路八十之一號"
085法登他000641,8,"新竹縣竹北市竹北里和平街七二號   台東市博愛路四二五號"
085法登他000641,9,"苗栗市中正路三八二號             花蓮市公園路五三之一號"
085法登他000641,10,"台中縣豐原市中山路五０六號       宜蘭市渭水路一００之二號"
